rank,name,industry,exchange,code,rate,market_cap
1,Apple,資訊硬體, - Apple Inc. (NASDAQ),USD,1.0,88842200000000
2,Amazon.com,電商," - Amazon.com, Inc. (NASDAQ)",USD,1.0,79724600000000
3,Alphabet,網路服務, - Alphabet Inc Class A (NASDAQ),USD,1.0,77534700000000
4,Microsoft,軟體, - Microsoft Corporation (NASDAQ),USD,1.0,74736600000000
5,Facebook,網路服務," - Facebook, Inc. Common Stock (NASDAQ)",USD,1.0,56214000000000
6,Alibaba,電商, - Alibaba Group Holding Ltd (NYSE),USD,1.0,48764800000000
7,Tencent Holdings,網路服務, - 騰訊 (HKG),HKD,0.1274,47138000000000
8,Samsung Electronics,半導體, - Samsung Electronics Co Ltd (KRX),KRW,0.0009,29958300000000
9,Intel,半導體, - Intel Corporation (NASDAQ),USD,1.0,23625900000000
10,AT&T,電信, - AT&T Inc. (NYSE),USD,1.0,23370400000000
11,Verizon Communications,電信, - Verizon Communications Inc. (NYSE),USD,1.0,20970400000000
12,Cisco Systems,通訊設備," - Cisco Systems, Inc. (NASDAQ)",USD,1.0,19763300000000
13,Taiwan Semiconductor,半導體, - 台灣積體電路製造 (TPE),TWD,0.03292856,18604636400000
14,Oracle,軟體, - Oracle Corporation (NYSE),USD,1.0,18479200000000
15,China Mobile,電信, - 中國移動 (HKG),HKD,0.1274,17963400000000
16,Netflix,網路服務," - Netflix, Inc. (NASDAQ)",USD,1.0,16594400000000
17,SAP,軟體, - SAP SE (ETR),EUR,1.17,14099553000000
18,NVIDIA,半導體, - NVIDIA Corporation (NASDAQ),USD,1.0,14063200000000
19,International Business Machines,資訊服務, - IBM Common Stock (NYSE),USD,1.0,12753300000000
20,3M,材料, - 3M Co (NYSE),USD,1.0,11627900000000
21,Adobe Systems,軟體, - Adobe Systems Incorporated (NASDAQ),USD,1.0,11424700000000
22,General Electric,工業, - General Electric Company (NYSE),USD,1.0,11423200000000
23,Siemens,工業, - Siemens AG (ETR),EUR,1.17,11398725000000
24,Broadcom,半導體, - Broadcom Inc (NASDAQ),USD,1.0,11211200000000
25,Texas Instruments,半導體, - Texas Instruments Incorporated (NASDAQ),USD,1.0,10714500000000
26,Honeywell International,工業, - Honeywell International Inc. (NYSE),USD,1.0,10702000000000
27,Tata Consultancy Services,資訊服務, - Tata Consultancy Services Limited (NSE),INR,0.0147,10231200000000
28,Accenture,資訊服務, - Accenture Plc (NYSE),USD,1.0,10020600000000
29,Booking Holdings,網路服務, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000
30,Nippon Telegraph & Tel,電信, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.0091,9800700000000
31,Salesforce.com,網路服務," - salesforce.com, inc. (NYSE)",USD,1.0,9512400000000
32,Baidu,網路服務, - Baidu Inc (ADR) (NASDAQ),USD,1.0,8552200000000
33,ASML Holding,半導體, - ASML Holding NV (AMS),EUR,1.17,8501102999999
34,Qualcomm,半導體," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8398700000000
35,Deutsche Telekom,電信, - Deutsche Telekom AG (ETR),EUR,1.17,7503561000000
36,Keyence,電子, - KEYENCE CORPORATION (TYO),JPY,0.0091,7134400000000
37,KDDI,電信, - KDDI Corp (TYO),JPY,0.0091,6952400000000
38,Vodafone,電信, - Vodafone Group plc (LON),GBP,1.3289,6682639430000
39,Sony,資訊硬體, - Sony Corp (TYO),JPY,0.0091,6342700000000
40,Altaba,網路服務, - Altaba Inc (NASDAQ),USD,1.0,6130800000000
41,Automatic Data Processing,資訊服務, - Automatic Data Processing (NASDAQ),USD,1.0,6030600000000
42,Micron Technology,半導體," - Micron Technology, Inc. (NASDAQ)",USD,1.0,5947100000000
43,VMware,軟體," - VMware, Inc. (NYSE)",USD,1.0,5811600000000
44,JD.com,電商, - JD.Com Inc(ADR) (NASDAQ),USD,1.0,5608100000000
45,SK Hynix,半導體, - SK Hynix Inc (KRX),KRW,0.0009,5555700000000
46,America Movil,電信, - America Movil SAB de CV (BMV),MXN,0.0499,5439100000000
47,Hikvision,電子, - 海康威視 (SHE),CNY,0.153,5213673900000
48,Intuit,軟體, - Intuit Inc. (NASDAQ),USD,1.0,5061800000000
49,Saudi Telecom,電信, - Saudi Telecom Company SJSC (TADAWUL),SAR,0.26665685,4799823300000
50,Schneider Electric,機電設備, - Schneider Electric SE (EPA),EUR,1.17,4688424000000
51,Hon Hai Precision,資訊硬體, - 鴻海精密 (TPE),TWD,0.03292856,4642926960000
52,Applied Materials,半導體," - Applied Materials, Inc. (NASDAQ)",USD,1.0,4572100000000
53,Telefónica,電信, - Telefonica SA (BME),EUR,1.17,4509180000000
54,Nidec,機電設備, - NIDEC CORPORATION (TYO),JPY,0.0091,4504500000000
55,Orange,電信, - Orange SA (EPA),EUR,1.17,4489407000000
56,Emerson Electric,機電設備, - Emerson Electric Co. (NYSE),USD,1.0,4418300000000
57,Crown Castle International,電信, - CROWN CASTLE In/SH SH (NYSE),USD,1.0,4297600000000
58,Infosys,資訊服務, - Infosys Ltd (NSE),INR,0.0147,4057200000000
59,Philips,工業, - Koninklijke Philips NV (AMS),EUR,1.17,3893175000000
60,NXP Semiconductors,半導體, - NXP Semiconductors NV (NASDAQ),USD,1.0,3877400000000
61,China Unicom,電信, - 中國聯通 (HKG),HKD,0.1274,3777359040000
62,HP,資訊硬體, - HP Inc (NYSE),USD,1.0,3774300000000
63,SingTel,電信, - Singapore Telecommunications Limited (SGX),SGD,0.7345,3730084800000
64,Murata Manufacturing,電子," - Murata Manufacturing Co., Ltd. (TYO)",JPY,0.0091,3712800000000
65,BCE,電信, - BCE Inc. (USA) (TSE),CAD,0.7528,3677428000000
66,eBay,電商, - eBay Inc (NASDAQ),USD,1.0,3674000000000
67,Dassault Systemes,軟體, - Dassault Systemes SE (EPA),EUR,1.17,3661281000000
68,China Telecom,電信, - 中國電信 (HKG),HKD,0.1274,3650022740000
69,Analog Devices,半導體," - Analog Devices, Inc. (NASDAQ)",USD,1.0,3604800000000
70,Amadeus IT Group,軟體, - Amadeus It Group SA (BME),EUR,1.17,3504384000000
71,Hitachi,電子," - Hitachi, Ltd. (TYO)",JPY,0.0091,3439800000000
72,Equinix,資訊服務, - Equinix Inc (NASDAQ),USD,1.0,3328200000000
73,Panasonic,資訊硬體, - Panasonic Corporation (TYO),JPY,0.0091,3321500000000
74,Netease,網路服務, - NetEase Inc (ADR) (NASDAQ),USD,1.0,3306800000000
75,TE Connectivity,電子, - TE Connectivity Ltd (NYSE),USD,1.0,3268100000000
76,Nokia,通訊設備, - Nokia Oyj (HEL),EUR,1.17,3259503000000
77,Vivendi,電信, - Vivendi SA (EPA),EUR,1.17,3224637000000
78,Fiserv,軟體, - Fiserv Inc (NASDAQ),USD,1.0,3037000000000
79,ServiceNow,軟體, - ServiceNow Inc (NYSE),USD,1.0,2971200000000
80,Mitsubishi Electric,機電設備, - Mitsubishi Electric Corporation (TYO),JPY,0.0091,2839200000000
81,Autodesk,軟體," - Autodesk, Inc. (NASDAQ)",USD,1.0,2817800000000
82,Tokyo Electron,半導體, - Tokyo Electron Ltd (TYO),JPY,0.0091,2802800000000
83,Chunghwa Telecom,電信, - 中華電信 (TPE),TWD,0.03292856,2797083600640
84,Lam Research,半導體, - Lam Research Corporation (NASDAQ),USD,1.0,2765200000000
85,Amphenol,電子, - Amphenol Corporation (NYSE),USD,1.0,2647800000000
86,Workday,軟體, - Workday Inc (NASDAQ),USD,1.0,2556400000000
87,Ericsson,通訊設備, - ERICSSON/SH B (STO),SEK,0.1129,2540803210000
88,Swisscom,電信, - Swisscom AG (VTX),CHF,1.0131,2387876699999
89,Telstra,電信, - Telstra Corporation Ltd (ASX),AUD,0.7432,2351187520000
90,Corning,材料, - Corning Incorporated (NYSE),USD,1.0,2307100000000
91,Western Digital,儲存, - Western Digital Corp (NASDAQ),USD,1.0,2290900000000
92,Hewlett Packard Enterprise,資訊硬體, - Hewlett Packard Enterprise Co (NYSE),USD,1.0,2251200000000
93,Naver,網路服務, - Naver Corp (KRX),KRW,0.0009,2219400000000
94,Focus Media Information Technology,資訊硬體, - 分眾傳媒 (SHE),CNY,0.153,2215776600000
95,Capgemini,資訊服務, - Capgemini SE (EPA),EUR,1.17,2211768000000
96,Bharti Airtel,電信, - Bharti Airtel Limited (NSE),INR,0.0147,2205000000000
97,Microchip Technology,半導體, - Microchip Technology Inc. (NASDAQ),USD,1.0,2160000000000
98,Red Hat,軟體, - Red Hat Inc (NYSE),USD,1.0,2152600000000
99,Kyocera,電子, - Kyocera Corp (TYO),JPY,0.0091,2120300000000
100,Best Buy,電商, - Best Buy Co Inc (NYSE),USD,1.0,2080400000000
101,CenturyLink,電信, - Centurylink Inc (NYSE),USD,1.0,2046900000000
102,TELUS,電信, - TELUS Corporation (USA) (TSE),CAD,0.7528,2037980160000
103,Teliasonera,電信, - Telia Company AB (STO),SEK,0.1129,2028304950000
104,NetApp,儲存, - NetApp Inc. (NASDAQ),USD,1.0,1986000000000
