rank,name,industry,exchange,code,rate,market_cap
1,Apple,資訊硬體, - Apple Inc. (NASDAQ),USD,1.0,90833300000000
2,Amazon.com,電商," - Amazon.com, Inc. (NASDAQ)",USD,1.0,80785900000000
3,Alphabet,網路服務, - Alphabet Inc Class A (NASDAQ),USD,1.0,77438700000000
4,Microsoft,軟體, - Microsoft Corporation (NASDAQ),USD,1.0,75157000000000
5,Facebook,網路服務," - Facebook, Inc. Common Stock (NASDAQ)",USD,1.0,57056000000000
6,Alibaba,電商, - Alibaba Group Holding Ltd (NYSE),USD,1.0,47540100000000
7,Tencent Holdings,網路服務, - 騰訊 (HKG),HKD,0.1274,46755800000000
8,Samsung Electronics,半導體, - Samsung Electronics Co Ltd (KRX),KRW,0.0009,30793500000000
9,AT&T,電信, - AT&T Inc. (NYSE),USD,1.0,23223400000000
10,Intel,半導體, - Intel Corporation (NASDAQ),USD,1.0,22810700000000
11,Verizon Communications,電信, - Verizon Communications Inc. (NYSE),USD,1.0,20364100000000
12,Cisco Systems,通訊設備," - Cisco Systems, Inc. (NASDAQ)",USD,1.0,19954300000000
13,Taiwan Semiconductor,半導體, - 台灣積體電路製造 (TPE),TWD,0.03281331,18900466560000
14,China Mobile,電信, - 中國移動 (HKG),HKD,0.1274,17963400000000
15,Oracle,軟體, - Oracle Corporation (NYSE),USD,1.0,17774400000000
16,Netflix,網路服務," - Netflix, Inc. (NASDAQ)",USD,1.0,17156000000000
17,NVIDIA,半導體, - NVIDIA Corporation (NASDAQ),USD,1.0,14357400000000
18,SAP,軟體, - SAP SE (ETR),EUR,1.1616,14263170240000
19,International Business Machines,資訊服務, - IBM Common Stock (NYSE),USD,1.0,12633100000000
20,General Electric,工業, - General Electric Company (NYSE),USD,1.0,12124700000000
21,Adobe Systems,軟體, - Adobe Systems Incorporated (NASDAQ),USD,1.0,11761900000000
22,3M,材料, - 3M Co (NYSE),USD,1.0,11584100000000
23,Siemens,工業, - Siemens AG (ETR),EUR,1.1616,11275651200000
24,Broadcom,半導體, - Broadcom Inc (NASDAQ),USD,1.0,10858500000000
25,Honeywell International,工業, - Honeywell International Inc. (NYSE),USD,1.0,10729600000000
26,Texas Instruments,半導體, - Texas Instruments Incorporated (NASDAQ),USD,1.0,10682000000000
27,Tata Consultancy Services,資訊服務, - Tata Consultancy Services Limited (NSE),INR,0.0146,10336800000000
28,Accenture,資訊服務, - Accenture Plc (NYSE),USD,1.0,10039900000000
29,Booking Holdings,網路服務, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000
30,Nippon Telegraph & Tel,電信, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.0091,9919000000000
31,Salesforce.com,網路服務," - salesforce.com, inc. (NYSE)",USD,1.0,9783600000000
32,ASML Holding,半導體, - ASML Holding NV (AMS),EUR,1.1616,8557855680000
33,Baidu,網路服務, - Baidu Inc (ADR) (NASDAQ),USD,1.0,8446700000000
34,Qualcomm,半導體," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8213700000000
35,Deutsche Telekom,電信, - Deutsche Telekom AG (ETR),EUR,1.1616,7369887360000
36,Keyence,電子, - KEYENCE CORPORATION (TYO),JPY,0.0091,7088900000000
37,KDDI,電信, - KDDI Corp (TYO),JPY,0.0091,7052500000000
38,Sony,資訊硬體, - Sony Corp (TYO),JPY,0.0091,6461000000000
39,Vodafone,電信, - Vodafone Group plc (LON),GBP,1.3174,6449199960000
40,Micron Technology,半導體," - Micron Technology, Inc. (NASDAQ)",USD,1.0,6087300000000
41,Altaba,網路服務, - Altaba Inc (NASDAQ),USD,1.0,5997600000000
42,Automatic Data Processing,資訊服務, - Automatic Data Processing (NASDAQ),USD,1.0,5876100000000
43,VMware,軟體," - VMware, Inc. (NYSE)",USD,1.0,5816300000000
44,SK Hynix,半導體, - SK Hynix Inc (KRX),KRW,0.0009,5582700000000
45,JD.com,電商, - JD.Com Inc(ADR) (NASDAQ),USD,1.0,5509200000000
46,America Movil,電信, - America Movil SAB de CV (BMV),MXN,0.0501,5460900000000
47,Hikvision,電子, - 海康威視 (SHE),CNY,0.1515,5206176300000
48,Intuit,軟體, - Intuit Inc. (NASDAQ),USD,1.0,5102500000000
49,Saudi Telecom,電信, - Saudi Telecom Company SJSC (TADAWUL),SAR,0.26664812,4757055790424
50,Schneider Electric,機電設備, - Schneider Electric SE (EPA),EUR,1.1616,4746878400000
51,Hon Hai Precision,資訊硬體, - 鴻海精密 (TPE),TWD,0.03281331,4626676710000
52,Applied Materials,半導體," - Applied Materials, Inc. (NASDAQ)",USD,1.0,4586600000000
53,Nidec,機電設備, - NIDEC CORPORATION (TYO),JPY,0.0091,4522700000000
54,Orange,電信, - Orange SA (EPA),EUR,1.1616,4466468160000
55,Telefónica,電信, - Telefonica SA (BME),EUR,1.1616,4433478720000
56,Crown Castle International,電信, - CROWN CASTLE In/SH SH (NYSE),USD,1.0,4412100000000
57,Emerson Electric,機電設備, - Emerson Electric Co. (NYSE),USD,1.0,4330600000000
58,Infosys,資訊服務, - Infosys Ltd (NSE),INR,0.0146,3956600000000
59,Philips,工業, - Koninklijke Philips NV (AMS),EUR,1.1616,3947813760000
60,China Unicom,電信, - 中國聯通 (HKG),HKD,0.1274,3832090080000
61,NXP Semiconductors,半導體, - NXP Semiconductors NV (NASDAQ),USD,1.0,3761100000000
62,SingTel,電信, - Singapore Telecommunications Limited (SGX),SGD,0.7336,3725440880000
63,Dassault Systemes,軟體, - Dassault Systemes SE (EPA),EUR,1.1616,3709453440000
64,HP,資訊硬體, - HP Inc (NYSE),USD,1.0,3686500000000
65,BCE,電信, - BCE Inc. (USA) (TSE),CAD,0.7522,3674497000000
66,Murata Manufacturing,電子," - Murata Manufacturing Co., Ltd. (TYO)",JPY,0.0091,3667300000000
67,China Telecom,電信, - 中國電信 (HKG),HKD,0.1274,3659743360000
68,eBay,電商, - eBay Inc (NASDAQ),USD,1.0,3617100000000
69,Analog Devices,半導體," - Analog Devices, Inc. (NASDAQ)",USD,1.0,3592900000000
70,Amadeus IT Group,軟體, - Amadeus It Group SA (BME),EUR,1.1616,3461103360000
71,Equinix,資訊服務, - Equinix Inc (NASDAQ),USD,1.0,3408700000000
72,Hitachi,電子," - Hitachi, Ltd. (TYO)",JPY,0.0091,3376100000000
73,Panasonic,資訊硬體, - Panasonic Corporation (TYO),JPY,0.0091,3276000000000
74,Vivendi,電信, - Vivendi SA (EPA),EUR,1.1616,3246788160000
75,Nokia,通訊設備, - Nokia Oyj (HEL),EUR,1.1616,3246555840000
76,TE Connectivity,電子, - TE Connectivity Ltd (NYSE),USD,1.0,3227900000000
77,Netease,網路服務, - NetEase Inc (ADR) (NASDAQ),USD,1.0,3198000000000
78,Fiserv,軟體, - Fiserv Inc (NASDAQ),USD,1.0,3001600000000
79,ServiceNow,軟體, - ServiceNow Inc (NYSE),USD,1.0,2962100000000
80,Tokyo Electron,半導體, - Tokyo Electron Ltd (TYO),JPY,0.0091,2830100000000
81,Mitsubishi Electric,機電設備, - Mitsubishi Electric Corporation (TYO),JPY,0.0091,2811900000000
82,Lam Research,半導體, - Lam Research Corporation (NASDAQ),USD,1.0,2805400000000
83,Chunghwa Telecom,電信, - 中華電信 (TPE),TWD,0.03281331,2797990943700
84,Autodesk,軟體," - Autodesk, Inc. (NASDAQ)",USD,1.0,2788800000000
85,Amphenol,電子, - Amphenol Corporation (NYSE),USD,1.0,2567100000000
86,Workday,軟體, - Workday Inc (NASDAQ),USD,1.0,2559700000000
87,Ericsson,通訊設備, - ERICSSON/SH B (STO),SEK,0.1122,2523018960000
88,Red Hat,軟體, - Red Hat Inc (NYSE),USD,1.0,2370700000000
89,Swisscom,電信, - Swisscom AG (VTX),CHF,1.0069,2320602430000
90,Western Digital,儲存, - Western Digital Corp (NASDAQ),USD,1.0,2317600000000
91,Telstra,電信, - Telstra Corporation Ltd (ASX),AUD,0.7387,2301789200000
92,Corning,材料, - Corning Incorporated (NYSE),USD,1.0,2286000000000
93,Hewlett Packard Enterprise,資訊硬體, - Hewlett Packard Enterprise Co (NYSE),USD,1.0,2236900000000
94,Capgemini,資訊服務, - Capgemini SE (EPA),EUR,1.1616,2221327680000
95,Bharti Airtel,電信, - Bharti Airtel Limited (NSE),INR,0.0146,2219200000000
96,Microchip Technology,半導體, - Microchip Technology Inc. (NASDAQ),USD,1.0,2133800000000
97,Focus Media Information Technology,資訊硬體, - 分眾傳媒 (SHE),CNY,0.1515,2128968900000
98,Naver,網路服務, - Naver Corp (KRX),KRW,0.0009,2119500000000
99,Kyocera,電子, - Kyocera Corp (TYO),JPY,0.0091,2102100000000
100,Best Buy,電商, - Best Buy Co Inc (NYSE),USD,1.0,2078100000000
101,TELUS,電信, - TELUS Corporation (USA) (TSE),CAD,0.7522,2036355840000
102,NetApp,儲存, - NetApp Inc. (NASDAQ),USD,1.0,2029300000000
103,CenturyLink,電信, - Centurylink Inc (NYSE),USD,1.0,2013100000000
104,Teliasonera,電信, - Telia Company AB (STO),SEK,0.1122,2007459960000
105,Toshiba,電子, - Toshiba Corp (TYO),JPY,0.0091,1983800000000
106,Fujifilm Holdings,資訊硬體, - FUJIFILM Holdings Corp (TYO),JPY,0.0091,1974700000000
107,Agilent Technologies,電子, - Agilent Technologies Inc (NYSE),USD,1.0,1959700000000
108,Legrand,機電設備, - Legrand SA (EPA),EUR,1.1616,1951836480000
109,SBA Communications,電信, - SBA Communications Corporation (NASDAQ),USD,1.0,1891200000000
110,LARGAN Precision,電子, - 大立光電 (TPE),TWD,0.03281331,1887464248503
111,HCL Technologies,軟體, - HCL Technologies Ltd (NSE),INR,0.0146,1868800000000
112,Expedia,網路服務, - Expedia Group Inc (NASDAQ),USD,1.0,1811100000000
113,BOE Technology Group,電子, - 京東方A (SHE),CNY,0.1515,1793714550000
114,Secom,保全系統, - Secom Co Ltd (TYO),JPY,0.0091,1774500000000
115,Skyworks Solutions,半導體, - Skyworks Solutions Inc (NASDAQ),USD,1.0,1755400000000
116,Harris,通訊設備, - Harris Corporation (NYSE),USD,1.0,1710400000000
117,SK Telecom,電信, - SK Telecom Co Ltd (KRX),KRW,0.0009,1708200000000
118,Wipro,資訊服務, - Wipro Limited (NSE),INR,0.0146,1693600000000
119,Advanced Info Service,電信, - Advanced Info Service PCL (BKK),THB,0.0303,1686122280000
120,Dell Technologies,資訊硬體, - Dell Technologies Inc (NYSE),USD,1.0,1678000000000
121,VeriSign,軟體," - Verisign, Inc. (NASDAQ)",USD,1.0,1667300000000
122,Ametek,機電設備," - AMETEK, Inc. (NYSE)",USD,1.0,1662300000000
123,Renesas Electronics,半導體, - Renesas Electronics Corporation (TYO),JPY,0.0091,1647100000000
124,Snap,軟體, - Snap Inc (NYSE),USD,1.0,1629300000000
125,Maxim Integrated Products,半導體, - Maxim Integrated Products Inc. (NASDAQ),USD,1.0,1627000000000
126,AAC Technologies Holdings,電子, - 瑞聲科技 (HKG),HKD,0.1274,1610781900000
127,Seagate Technology,儲存, - Seagate Technology PLC (NASDAQ),USD,1.0,1601500000000
128,Xilinx,半導體," - Xilinx, Inc. (NASDAQ)",USD,1.0,1596900000000
129,KLA-Tencor,半導體, - KLA-Tencor Corp (NASDAQ),USD,1.0,1579800000000
130,Check Point Software,軟體, - Check Point Software Technologies Ltd. (NASDAQ),USD,1.0,1543900000000
