rank,name,industry,exchange,code,rate,market_cap
1,Apple,資訊硬體, - Apple Inc. (NASDAQ),USD,1.0,91652300000000
2,Amazon.com,電商," - Amazon.com, Inc. (NASDAQ)",USD,1.0,82722600000000
3,Alphabet,網路服務, - Alphabet Inc Class A (NASDAQ),USD,1.0,77995000000000
4,Microsoft,軟體, - Microsoft Corporation (NASDAQ),USD,1.0,77170100000000
5,Facebook,網路服務," - Facebook, Inc. Common Stock (NASDAQ)",USD,1.0,57131900000000
6,Alibaba,電商, - Alibaba Group Holding Ltd (NYSE),USD,1.0,48682000000000
7,Tencent Holdings,網路服務, - 騰訊 (HKG),HKD,0.1274,46755800000000
8,Samsung Electronics,半導體, - Samsung Electronics Co Ltd (KRX),KRW,0.0009,28884600000000
9,AT&T,電信, - AT&T Inc. (NYSE),USD,1.0,24022200000000
10,Intel,半導體, - Intel Corporation (NASDAQ),USD,1.0,23334700000000
11,Verizon Communications,電信, - Verizon Communications Inc. (NYSE),USD,1.0,21030400000000
12,Cisco Systems,通訊設備," - Cisco Systems, Inc. (NASDAQ)",USD,1.0,20137900000000
13,Taiwan Semiconductor,半導體, - 台灣積體電路製造 (TPE),TWD,0.03281407,18474321410000
14,China Mobile,電信, - 中國移動 (HKG),HKD,0.1274,18218200000000
15,Oracle,軟體, - Oracle Corporation (NYSE),USD,1.0,18035000000000
16,Netflix,網路服務," - Netflix, Inc. (NASDAQ)",USD,1.0,17395700000000
17,NVIDIA,半導體, - NVIDIA Corporation (NASDAQ),USD,1.0,14648600000000
18,SAP,軟體, - SAP SE (ETR),EUR,1.1724,14127302760000
19,International Business Machines,資訊服務, - IBM Common Stock (NYSE),USD,1.0,12907200000000
20,Adobe Systems,軟體, - Adobe Systems Incorporated (NASDAQ),USD,1.0,12114000000000
21,General Electric,工業, - General Electric Company (NYSE),USD,1.0,11975500000000
22,3M,材料, - 3M Co (NYSE),USD,1.0,11633400000000
23,Siemens,工業, - Siemens AG (ETR),EUR,1.1724,11422224240000
24,Honeywell International,工業, - Honeywell International Inc. (NYSE),USD,1.0,10885800000000
25,Texas Instruments,半導體, - Texas Instruments Incorporated (NASDAQ),USD,1.0,10776100000000
26,Broadcom,半導體, - Broadcom Inc (NASDAQ),USD,1.0,10593400000000
27,Tata Consultancy Services,資訊服務, - Tata Consultancy Services Limited (NSE),INR,0.0145,10541500000000
28,Accenture,資訊服務, - Accenture Plc (NYSE),USD,1.0,10485700000000
29,Salesforce.com,網路服務," - salesforce.com, inc. (NYSE)",USD,1.0,10234100000000
30,Booking Holdings,網路服務, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000
31,Nippon Telegraph & Tel,電信, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.009,9369000000000
32,Baidu,網路服務, - Baidu Inc (ADR) (NASDAQ),USD,1.0,8864900000000
33,ASML Holding,半導體, - ASML Holding NV (EPA),EUR,1.1724,8346432840000
34,Qualcomm,半導體," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8269100000000
35,Deutsche Telekom,電信, - Deutsche Telekom AG (ETR),EUR,1.1724,7697978400000
36,KDDI,電信, - KDDI Corp (TYO),JPY,0.009,7019999999999
37,Vodafone,電信, - Vodafone Group plc (LON),GBP,1.3233,6780589200000
38,VMware,軟體," - VMware, Inc. (NYSE)",USD,1.0,6509600000000
