rank,name,industry,exchange,code,rate,market_cap
1,Apple,資訊硬體, - Apple Inc. (NASDAQ),USD,1.0,92001500000000
2,Amazon.com,電商," - Amazon.com, Inc. (NASDAQ)",USD,1.0,83157200000000
3,Alphabet,網路服務, - Alphabet Inc Class A (NASDAQ),USD,1.0,78847200000000
4,Microsoft,軟體, - Microsoft Corporation (NASDAQ),USD,1.0,76839700000000
5,Facebook,網路服務," - Facebook, Inc. Common Stock (NASDAQ)",USD,1.0,57128400000000
6,Alibaba,電商, - Alibaba Group Holding Ltd (NYSE),USD,1.0,47729700000000
7,Tencent Holdings,網路服務, - 騰訊 (HKG),HKD,0.1274,47647600000000
8,Samsung Electronics,半導體, - Samsung Electronics Co Ltd (KRX),KRW,0.0009,29305800000000
9,AT&T,電信, - AT&T Inc. (NYSE),USD,1.0,23597000000000
10,Intel,半導體, - Intel Corporation (NASDAQ),USD,1.0,23393200000000
11,Verizon Communications,電信, - Verizon Communications Inc. (NYSE),USD,1.0,20833000000000
12,Cisco Systems,通訊設備," - Cisco Systems, Inc. (NASDAQ)",USD,1.0,20133000000000
13,Oracle,軟體, - Oracle Corporation (NYSE),USD,1.0,18350000000000
14,China Mobile,電信, - 中國移動 (HKG),HKD,0.1274,18218200000000
15,Taiwan Semiconductor,半導體, - 台灣積體電路製造 (TPE),TWD,0.03279822,18203012100000
16,Netflix,網路服務," - Netflix, Inc. (NASDAQ)",USD,1.0,17308600000000
17,NVIDIA,半導體, - NVIDIA Corporation (NASDAQ),USD,1.0,14704000000000
18,SAP,軟體, - SAP SE (ETR),EUR,1.1639,14055489180000
19,International Business Machines,資訊服務, - IBM Common Stock (NYSE),USD,1.0,12838700000000
20,Adobe Systems,軟體, - Adobe Systems Incorporated (NASDAQ),USD,1.0,11979800000000
21,General Electric,工業, - General Electric Company (NYSE),USD,1.0,11612300000000
22,3M,材料, - 3M Co (NYSE),USD,1.0,11607900000000
23,Siemens,工業, - Siemens AG (ETR),EUR,1.1639,11137708270000
24,Honeywell International,工業, - Honeywell International Inc. (NYSE),USD,1.0,10816300000000
25,Texas Instruments,半導體, - Texas Instruments Incorporated (NASDAQ),USD,1.0,10791600000000
26,Accenture,資訊服務, - Accenture Plc (NYSE),USD,1.0,10497100000000
27,Broadcom,半導體, - Broadcom Inc (NASDAQ),USD,1.0,10474300000000
28,Tata Consultancy Services,資訊服務, - Tata Consultancy Services Limited (NSE),INR,0.0145,10309500000000
29,Salesforce.com,網路服務," - salesforce.com, inc. (NYSE)",USD,1.0,10306200000000
30,Booking Holdings,網路服務, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000
31,Nippon Telegraph & Tel,電信, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.009,9225000000000
32,Baidu,網路服務, - Baidu Inc (ADR) (NASDAQ),USD,1.0,8595800000000
33,ASML Holding,半導體, - ASML Holding NV (AMS),EUR,1.1639,8368906560000
34,Qualcomm,半導體," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8329400000000
35,Deutsche Telekom,電信, - Deutsche Telekom AG (ETR),EUR,1.1639,7362365840000
36,KDDI,電信, - KDDI Corp (TYO),JPY,0.009,6758999999999
37,Keyence,電子, - KEYENCE CORPORATION (TYO),JPY,0.009,6686999999999
38,VMware,軟體," - VMware, Inc. (NYSE)",USD,1.0,6585300000000
39,Vodafone,電信, - Vodafone Group plc (LON),GBP,1.3129,6402225560000
40,Sony,資訊硬體, - Sony Corp (TYO),JPY,0.009,6390000000000
41,Micron Technology,半導體," - Micron Technology, Inc. (NASDAQ)",USD,1.0,6318600000000
42,Altaba,網路服務, - Altaba Inc (NASDAQ),USD,1.0,6004100000000
43,Automatic Data Processing,資訊服務, - Automatic Data Processing (NASDAQ),USD,1.0,5940900000000
44,JD.com,電商, - JD.Com Inc(ADR) (NASDAQ),USD,1.0,5569000000000
45,SK Hynix,半導體, - SK Hynix Inc (KRX),KRW,0.0009,5483700000000
46,America Movil,電信, - America Movil SAB de CV (BMV),MXN,0.0499,5289400000000
47,Intuit,軟體, - Intuit Inc. (NASDAQ),USD,1.0,5271300000000
48,Hikvision,電子, - 海康威視 (SHE),CNY,0.15,5038095000000
49,Saudi Telecom,電信, - Saudi Telecom Company SJSC (TADAWUL),SAR,0.26664438,4762268626800
50,Schneider Electric,機電設備, - Schneider Electric SE (EPA),EUR,1.1639,4693426750000
51,Applied Materials,半導體," - Applied Materials, Inc. (NASDAQ)",USD,1.0,4604800000000
52,Hon Hai Precision,資訊硬體, - 鴻海精密 (TPE),TWD,0.03279822,4591750800000
53,Crown Castle International,電信, - CROWN CASTLE In/SH SH (NYSE),USD,1.0,4472600000000
54,Orange,電信, - Orange SA (EPA),EUR,1.1639,4410366270000
55,Nidec,機電設備, - NIDEC CORPORATION (TYO),JPY,0.009,4401000000000
56,Telefónica,電信, - Telefonica SA (BME),EUR,1.1639,4379406529999
57,Emerson Electric,機電設備, - Emerson Electric Co. (NYSE),USD,1.0,4375300000000
58,Infosys,資訊服務, - Infosys Ltd (NSE),INR,0.0145,4205000000000
59,Philips,工業, - Koninklijke Philips NV (AMS),EUR,1.1639,3973089040000
60,China Unicom,電信, - 中國聯通 (HKG),HKD,0.1274,3820241880000
61,China Telecom,電信, - 中國電信 (HKG),HKD,0.1274,3784060280000
62,Murata Manufacturing,電子," - Murata Manufacturing Co., Ltd. (TYO)",JPY,0.009,3779999999999
63,NXP Semiconductors,半導體, - NXP Semiconductors NV (NASDAQ),USD,1.0,3764500000000
64,BCE,電信, - BCE Inc. (USA) (TSE),CAD,0.7586,3705761000000
65,HP,資訊硬體, - HP Inc (NYSE),USD,1.0,3681600000000
66,Axiata Group,電信, - Axiata Group Bhd (KLSE),,1.0,3665100000000
67,eBay,電商, - eBay Inc (NASDAQ),USD,1.0,3644900000000
68,SingTel,電信, - Singapore Telecommunications Limited (SGX),SGD,0.7309,3640174360000
69,Dassault Systemes,軟體, - Dassault Systemes SE (EPA),EUR,1.1639,3616353690000
70,Analog Devices,半導體," - Analog Devices, Inc. (NASDAQ)",USD,1.0,3572100000000
71,Amadeus IT Group,軟體, - Amadeus It Group SA (BME),EUR,1.1639,3427103550000
72,Equinix,資訊服務, - Equinix Inc (NASDAQ),USD,1.0,3415800000000
73,Hitachi,電子," - Hitachi, Ltd. (TYO)",JPY,0.009,3338999999999
74,Netease,網路服務, - NetEase Inc (ADR) (NASDAQ),USD,1.0,3294900000000
75,Panasonic,資訊硬體, - Panasonic Corporation (TYO),JPY,0.009,3257999999999
76,Nokia,通訊設備, - Nokia Oyj (HEL),EUR,1.1639,3176283100000
77,TE Connectivity,電子, - TE Connectivity Ltd (NYSE),USD,1.0,3168400000000
78,ServiceNow,軟體, - ServiceNow Inc (NYSE),USD,1.0,3137800000000
79,Vivendi,電信, - Vivendi SA (EPA),EUR,1.1639,3120066730000
80,Fiserv,軟體, - Fiserv Inc (NASDAQ),USD,1.0,3060100000000
81,Autodesk,軟體," - Autodesk, Inc. (NASDAQ)",USD,1.0,2890500000000
82,Lam Research,半導體, - Lam Research Corporation (NASDAQ),USD,1.0,2838800000000
83,BT Group,電信, - BT Group - CLASS A Common Stock (LON),GBP,1.3129,2828905630000
84,Tokyo Electron,半導體, - Tokyo Electron Ltd (TYO),JPY,0.009,2790000000000
85,Chunghwa Telecom,電信, - 中華電信 (TPE),TWD,0.03279822,2786011999680
86,Mitsubishi Electric,機電設備, - Mitsubishi Electric Corporation (TYO),JPY,0.009,2754000000000
87,Workday,軟體, - Workday Inc (NASDAQ),USD,1.0,2673100000000
88,Amphenol,電子, - Amphenol Corporation (NYSE),USD,1.0,2625800000000
89,Ericsson,通訊設備, - ERICSSON/SH B (STO),SEK,0.1114,2515345160000
90,Red Hat,軟體, - Red Hat Inc (NYSE),USD,1.0,2422000000000
91,Western Digital,儲存, - Western Digital Corp (NASDAQ),USD,1.0,2335300000000
92,Corning,材料, - Corning Incorporated (NYSE),USD,1.0,2300900000000
93,Telstra,電信, - Telstra Corporation Ltd (ASX),AUD,0.7355,2300570450000
94,Swisscom,電信, - Swisscom AG (VTX),CHF,1.0066,2295349980000
95,Hewlett Packard Enterprise,資訊硬體, - Hewlett Packard Enterprise Co (NYSE),USD,1.0,2240700000000
96,Capgemini,資訊服務, - Capgemini SE (EPA),EUR,1.1639,2236550240000
97,Naver,網路服務, - Naver Corp (KRX),KRW,0.0009,2227500000000
98,Microchip Technology,半導體, - Microchip Technology Inc. (NASDAQ),USD,1.0,2149900000000
99,Bharti Airtel,電信, - Bharti Airtel Limited (NSE),INR,0.0145,2146000000000
100,NetApp,儲存, - NetApp Inc. (NASDAQ),USD,1.0,2086200000000
101,Kyocera,電子, - Kyocera Corp (TYO),JPY,0.009,2078999999999
102,Best Buy,電商, - Best Buy Co Inc (NYSE),USD,1.0,2077300000000
103,TELUS,電信, - TELUS Corporation (USA) (TSE),CAD,0.7586,2053681920000
104,LARGAN Precision,電子, - 大立光電 (TPE),TWD,0.03279822,2006198241138
105,CenturyLink,電信, - Centurylink Inc (NYSE),USD,1.0,1999100000000
106,Teliasonera,電信, - Telia Company AB (STO),SEK,0.1114,1968560540000
107,Agilent Technologies,電子, - Agilent Technologies Inc (NYSE),USD,1.0,1966700000000
108,Fujifilm Holdings,資訊硬體, - FUJIFILM Holdings Corp (TYO),JPY,0.009,1952999999999
109,Toshiba,電子, - Toshiba Corp (TYO),JPY,0.009,1934999999999
110,Legrand,機電設備, - Legrand SA (EPA),EUR,1.1639,1927185620000
111,SBA Communications,電信, - SBA Communications Corporation (NASDAQ),USD,1.0,1902000000000
112,HCL Technologies,軟體, - HCL Technologies Ltd (NSE),INR,0.0145,1870500000000
113,Dell Technologies,資訊硬體, - Dell Technologies Inc (NYSE),USD,1.0,1838100000000
114,Expedia,網路服務, - Expedia Group Inc (NASDAQ),USD,1.0,1828800000000
115,BOE Technology Group,電子, - 京東方A (SHE),CNY,0.15,1781145000000
116,Skyworks Solutions,半導體, - Skyworks Solutions Inc (NASDAQ),USD,1.0,1767200000000
117,Secom,保全系統, - Secom Co Ltd (TYO),JPY,0.009,1745999999999
118,Focus Media Information Technology,資訊硬體, - 分眾傳媒 (SHE),CNY,0.15,1739325000000
119,Harris,通訊設備, - Harris Corporation (NYSE),USD,1.0,1733100000000
120,VeriSign,軟體," - Verisign, Inc. (NASDAQ)",USD,1.0,1725900000000
121,AAC Technologies Holdings,電子, - 瑞聲科技 (HKG),HKD,0.1274,1720294940000
122,Advanced Info Service,電信, - Advanced Info Service PCL (BKK),THB,0.0302,1719430960000
123,Wipro,資訊服務, - Wipro Limited (NSE),INR,0.0145,1711000000000
124,SK Telecom,電信, - SK Telecom Co Ltd (KRX),KRW,0.0009,1674900000000
125,Ametek,機電設備," - AMETEK, Inc. (NYSE)",USD,1.0,1665300000000
126,Snap,軟體, - Snap Inc (NYSE),USD,1.0,1654500000000
127,Seagate Technology,儲存, - Seagate Technology PLC (NASDAQ),USD,1.0,1653800000000
128,Maxim Integrated Products,半導體, - Maxim Integrated Products Inc. (NASDAQ),USD,1.0,1653500000000
129,Xilinx,半導體," - Xilinx, Inc. (NASDAQ)",USD,1.0,1653400000000
130,Renesas Electronics,半導體, - Renesas Electronics Corporation (TYO),JPY,0.009,1628999999999
131,KLA-Tencor,半導體, - KLA-Tencor Corp (NASDAQ),USD,1.0,1618000000000
132,Check Point Software,軟體, - Check Point Software Technologies Ltd. (NASDAQ),USD,1.0,1579900000000
133,Mediatek,半導體, - 聯發科技 (TPE),TWD,0.03279822,1579814821494
134,CA,軟體," - CA, Inc. (NASDAQ)",USD,1.0,1506100000000
135,Telecom Italia,電信, - Telecom Italia SpA (BIT),EUR,1.1639,1498521250000
136,Advanced Micro Devices,半導體," - Advanced Micro Devices, Inc. (NASDAQ)",USD,1.0,1469500000000
137,MTN Group,電信, - MTN Group Limited (JSE),ZAR,0.0724,1460930640000
138,Citrix Systems,軟體," - Citrix Systems, Inc. (NASDAQ)",USD,1.0,1446300000000
139,Liberty Broadband,電信, - Liberty Broadband Corp Series A (NASDAQ),USD,1.0,1369400000000
