rank,name,industry,exchange,code,rate,market_cap
1,Apple,資訊硬體, - Apple Inc. (NASDAQ),USD,1.0,91024000000000
2,Amazon.com,電商," - Amazon.com, Inc. (NASDAQ)",USD,1.0,83526600000000
3,Alphabet,網路服務, - Alphabet Inc Class A (NASDAQ),USD,1.0,78468800000000
4,Microsoft,軟體, - Microsoft Corporation (NASDAQ),USD,1.0,76609000000000
5,Facebook,網路服務," - Facebook, Inc. Common Stock (NASDAQ)",USD,1.0,57386900000000
6,Alibaba,電商, - Alibaba Group Holding Ltd (NYSE),USD,1.0,49298500000000
7,Tencent Holdings,網路服務, - 騰訊 (HKG),HKD,0.1274,46246200000000
8,Samsung Electronics,半導體, - Samsung Electronics Co Ltd (KRX),KRW,0.0009,29873700000000
9,AT&T,電信, - AT&T Inc. (NYSE),USD,1.0,23292900000000
10,Intel,半導體, - Intel Corporation (NASDAQ),USD,1.0,23222200000000
11,Verizon Communications,電信, - Verizon Communications Inc. (NYSE),USD,1.0,20915600000000
12,Cisco Systems,通訊設備," - Cisco Systems, Inc. (NASDAQ)",USD,1.0,20176200000000
13,Taiwan Semiconductor,半導體, - 台灣積體電路製造 (TPE),TWD,0.0327474,18305796600000
14,Oracle,軟體, - Oracle Corporation (NYSE),USD,1.0,18258900000000
15,China Mobile,電信, - 中國移動 (HKG),HKD,0.1274,17836000000000
16,Netflix,網路服務," - Netflix, Inc. (NASDAQ)",USD,1.0,17385000000000
17,NVIDIA,半導體, - NVIDIA Corporation (NASDAQ),USD,1.0,14856700000000
18,SAP,軟體, - SAP SE (ETR),EUR,1.1583,13844117430000
19,International Business Machines,資訊服務, - IBM Common Stock (NYSE),USD,1.0,12933300000000
20,Adobe Systems,軟體, - Adobe Systems Incorporated (NASDAQ),USD,1.0,11985300000000
21,General Electric,工業, - General Electric Company (NYSE),USD,1.0,11809700000000
22,3M,材料, - 3M Co (NYSE),USD,1.0,11666600000000
23,Siemens,工業, - Siemens AG (ETR),EUR,1.1583,11157208920000
24,Texas Instruments,半導體, - Texas Instruments Incorporated (NASDAQ),USD,1.0,10877800000000
25,Honeywell International,工業, - Honeywell International Inc. (NYSE),USD,1.0,10737000000000
26,Broadcom,半導體, - Broadcom Inc (NASDAQ),USD,1.0,10667300000000
27,Accenture,資訊服務, - Accenture Plc (NYSE),USD,1.0,10664800000000
28,Tata Consultancy Services,資訊服務, - Tata Consultancy Services Limited (NSE),INR,0.0145,10063000000000
29,Salesforce.com,網路服務," - salesforce.com, inc. (NYSE)",USD,1.0,10043600000000
30,Booking Holdings,網路服務, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000
31,Nippon Telegraph & Tel,電信, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.0091,9700600000000
32,Baidu,網路服務, - Baidu Inc (ADR) (NASDAQ),USD,1.0,8668800000000
33,Qualcomm,半導體," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8519600000000
34,ASML Holding,半導體, - ASML Holding NV (AMS),EUR,1.1583,8227520730000
35,Deutsche Telekom,電信, - Deutsche Telekom AG (ETR),EUR,1.1583,7374085290000
36,KDDI,電信, - KDDI Corp (TYO),JPY,0.0091,7043400000000
37,Keyence,電子, - KEYENCE CORPORATION (TYO),JPY,0.0091,6997900000000
38,Sony,資訊硬體, - Sony Corp (TYO),JPY,0.0091,6606600000000
39,Vodafone,電信, - Vodafone Group plc (LON),GBP,1.3085,6413089350000
40,Micron Technology,半導體," - Micron Technology, Inc. (NASDAQ)",USD,1.0,6382300000000
41,Altaba,網路服務, - Altaba Inc (NASDAQ),USD,1.0,6200400000000
42,Automatic Data Processing,資訊服務, - Automatic Data Processing (NASDAQ),USD,1.0,6016800000000
43,VMware,軟體," - VMware, Inc. (NYSE)",USD,1.0,5993100000000
44,JD.com,電商, - JD.Com Inc(ADR) (NASDAQ),USD,1.0,5650900000000
45,SK Hynix,半導體, - SK Hynix Inc (KRX),KRW,0.0009,5503500000000
46,America Movil,電信, - America Movil SAB de CV (BMV),MXN,0.0497,5317900000000
47,Intuit,軟體, - Intuit Inc. (NASDAQ),USD,1.0,5287500000000
48,Hikvision,電子, - 海康威視 (SHE),CNY,0.151,4902652900000
49,Saudi Telecom,電信, - Saudi Telecom Company SJSC (TADAWUL),SAR,0.26664344,4821073381264
50,Applied Materials,半導體," - Applied Materials, Inc. (NASDAQ)",USD,1.0,4690500000000
51,Schneider Electric,機電設備, - Schneider Electric SE (EPA),EUR,1.1583,4636211580000
52,Hon Hai Precision,資訊硬體, - 鴻海精密 (TPE),TWD,0.0327474,4584636000000
53,Nidec,機電設備, - NIDEC CORPORATION (TYO),JPY,0.0091,4513600000000
54,Orange,電信, - Orange SA (EPA),EUR,1.1583,4439879730000
55,Crown Castle International,電信, - CROWN CASTLE In/SH SH (NYSE),USD,1.0,4410800000000
56,Telefónica,電信, - Telefonica SA (BME),EUR,1.1583,4385439630000
57,Emerson Electric,機電設備, - Emerson Electric Co. (NYSE),USD,1.0,4305800000000
58,Infosys,資訊服務, - Infosys Ltd (NSE),INR,0.0145,4016500000000
59,China Unicom,電信, - 中國聯通 (HKG),HKD,0.1274,3847964120000
60,Philips,工業, - Koninklijke Philips NV (AMS),EUR,1.1583,3846714300000
61,NXP Semiconductors,半導體, - NXP Semiconductors NV (NASDAQ),USD,1.0,3819300000000
62,Murata Manufacturing,電子," - Murata Manufacturing Co., Ltd. (TYO)",JPY,0.0091,3721900000000
63,China Telecom,電信, - 中國電信 (HKG),HKD,0.1274,3720984540000
64,BCE,電信, - BCE Inc. (USA) (TSE),CAD,0.7522,3674497000000
65,SingTel,電信, - Singapore Telecommunications Limited (SGX),SGD,0.7317,3668231610000
66,eBay,電商, - eBay Inc (NASDAQ),USD,1.0,3662300000000
67,HP,資訊硬體, - HP Inc (NYSE),USD,1.0,3648800000000
68,Dassault Systemes,軟體, - Dassault Systemes SE (EPA),EUR,1.1583,3630691350000
69,Analog Devices,半導體," - Analog Devices, Inc. (NASDAQ)",USD,1.0,3626200000000
70,Axiata Group,電信, - Axiata Group Bhd (KLSE),,1.0,3566400000000
71,Amadeus IT Group,軟體, - Amadeus It Group SA (BME),EUR,1.1583,3410498520000
72,Hitachi,電子," - Hitachi, Ltd. (TYO)",JPY,0.0091,3394300000000
73,Equinix,資訊服務, - Equinix Inc (NASDAQ),USD,1.0,3381500000000
74,Panasonic,資訊硬體, - Panasonic Corporation (TYO),JPY,0.0091,3303300000000
75,Netease,網路服務, - NetEase Inc (ADR) (NASDAQ),USD,1.0,3271400000000
76,TE Connectivity,電子, - TE Connectivity Ltd (NYSE),USD,1.0,3209100000000
77,Vivendi,電信, - Vivendi SA (EPA),EUR,1.1583,3195402210000
78,Nokia,通訊設備, - Nokia Oyj (HEL),EUR,1.1583,3162043170000
79,Fiserv,軟體, - Fiserv Inc (NASDAQ),USD,1.0,3049800000000
80,ServiceNow,軟體, - ServiceNow Inc (NYSE),USD,1.0,3043800000000
81,Mitsubishi Electric,機電設備, - Mitsubishi Electric Corporation (TYO),JPY,0.0091,2875600000000
82,Autodesk,軟體," - Autodesk, Inc. (NASDAQ)",USD,1.0,2872100000000
83,Tokyo Electron,半導體, - Tokyo Electron Ltd (TYO),JPY,0.0091,2857400000000
84,Lam Research,半導體, - Lam Research Corporation (NASDAQ),USD,1.0,2838600000000
85,Chunghwa Telecom,電信, - 中華電信 (TPE),TWD,0.0327474,2794397862060
86,Workday,軟體, - Workday Inc (NASDAQ),USD,1.0,2630200000000
87,Amphenol,電子, - Amphenol Corporation (NYSE),USD,1.0,2627300000000
88,Ericsson,通訊設備, - ERICSSON/SH B (STO),SEK,0.1112,2490079360000
89,Red Hat,軟體, - Red Hat Inc (NYSE),USD,1.0,2467800000000
90,Western Digital,儲存, - Western Digital Corp (NASDAQ),USD,1.0,2334200000000
91,Swisscom,電信, - Swisscom AG (VTX),CHF,1.0023,2289253200000
92,Telstra,電信, - Telstra Corporation Ltd (ASX),AUD,0.7341,2287455600000
93,Hewlett Packard Enterprise,資訊硬體, - Hewlett Packard Enterprise Co (NYSE),USD,1.0,2268600000000
94,Corning,材料, - Corning Incorporated (NYSE),USD,1.0,2257400000000
95,Naver,網路服務, - Naver Corp (KRX),KRW,0.0009,2255400000000
96,Capgemini,資訊服務, - Capgemini SE (EPA),EUR,1.1583,2193472710000
97,Microchip Technology,半導體, - Microchip Technology Inc. (NASDAQ),USD,1.0,2189900000000
98,Bharti Airtel,電信, - Bharti Airtel Limited (NSE),INR,0.0145,2175000000000
99,Kyocera,電子, - Kyocera Corp (TYO),JPY,0.0091,2147600000000
100,Best Buy,電商, - Best Buy Co Inc (NYSE),USD,1.0,2126700000000
101,NetApp,儲存, - NetApp Inc. (NASDAQ),USD,1.0,2065400000000
102,TELUS,電信, - TELUS Corporation (USA) (TSE),CAD,0.7522,2036355840000
103,CenturyLink,電信, - Centurylink Inc (NYSE),USD,1.0,2016300000000
104,Focus Media Information Technology,資訊硬體, - 分眾傳媒 (SHE),CNY,0.151,2000583900000
105,Fujifilm Holdings,資訊硬體, - FUJIFILM Holdings Corp (TYO),JPY,0.0091,1992900000000
106,Agilent Technologies,電子, - Agilent Technologies Inc (NYSE),USD,1.0,1987000000000
107,Toshiba,電子, - Toshiba Corp (TYO),JPY,0.0091,1965600000000
108,Teliasonera,電信, - Telia Company AB (STO),SEK,0.1112,1950170000000
109,Legrand,機電設備, - Legrand SA (EPA),EUR,1.1583,1922198850000
110,SBA Communications,電信, - SBA Communications Corporation (NASDAQ),USD,1.0,1891900000000
