rank,lift,name,exchange,code,rate,market_cap
1,+ 0,Apple, - Apple Inc. (NASDAQ),USD,1.0,94718900000000.0
2,+ 0,Amazon.com," - Amazon.com, Inc. (NASDAQ)",USD,1.0,81620500000000.0
3,+ 0,Alphabet, - Alphabet Inc Class A (NASDAQ),USD,1.0,78130900000000.0
4,+ 0,Microsoft, - Microsoft Corporation (NASDAQ),USD,1.0,77285300000000.0
5,+ 0,Facebook," - Facebook, Inc. Common Stock (NASDAQ)",USD,1.0,54364000000000.0
6,+ 0,Alibaba, - Alibaba Group Holding Ltd (NYSE),USD,1.0,51558600000000.0
7,+ 0,Tencent Holdings, - 騰訊 (HKG),HKD,0.1274,51342200000000.0
8,+ 0,Samsung Electronics, - Samsung Electronics Co Ltd (KRX),KRW,0.0009,32357700000000.0
9,+ 0,Intel, - Intel Corporation (NASDAQ),USD,1.0,25960600000000.0
10,+ 0,AT&T, - AT&T Inc. (NYSE),USD,1.0,20787300000000.0
11,+ 0,Cisco Systems," - Cisco Systems, Inc. (NASDAQ)",USD,1.0,20434000000000.0
12,+ 0,Verizon Communications, - Verizon Communications Inc. (NYSE),USD,1.0,20246300000000.0
13,+ 0,Taiwan Semiconductor, - 台灣積體電路製造 (TPE),TWD,0.03362896,20042860160000.0
14,+ 0,Oracle, - Oracle Corporation (NYSE),USD,1.0,19419600000000.0
15,+ 0,China Mobile, - 中國移動 (HKG),HKD,0.1274,18982600000000.0
16,+ 0,NVIDIA, - NVIDIA Corporation (NASDAQ),USD,1.0,15861900000000.0
17,+ 0,Netflix," - Netflix, Inc. (NASDAQ)",USD,1.0,15632200000000.0
18,+ 0,SAP, - SAP SE (ETR),EUR,1.1836,14261906560000.0
19,+ 0,IBM, - IBM Common Stock (NYSE),USD,1.0,13337200000000.0
20,+ 0,3M, - 3M Co (NYSE),USD,1.0,12133900000000.0
21,+ 0,Adobe Systems, - Adobe Systems Incorporated (NASDAQ),USD,1.0,12076800000000.0
22,+ 0,General Electric, - General Electric Company (NYSE),USD,1.0,11881500000000.0
23,+ 0,Texas Instruments, - Texas Instruments Incorporated (NASDAQ),USD,1.0,11377000000000.0
24,+ 0,Siemens, - Siemens AG (ETR),EUR,1.1836,11375697960000.0
25,+ 0,Honeywell International, - Honeywell International Inc. (NYSE),USD,1.0,11304800000000.0
26,+ 0,Broadcom, - Broadcom Inc (NASDAQ),USD,1.0,10824100000000.0
27,+ 0,Accenture, - Accenture Plc (NYSE),USD,1.0,10289400000000.0
28,+ 0,Tata Consultancy Services, - Tata Consultancy Services Limited (NSE),INR,0.0149,10027700000000.0
29,+ 0,Booking Holdings, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000.0
30,+ 0,Nippon Telegraph & Tel, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.0091,9782500000000.0
31,+ 0,Salesforce.com," - salesforce.com, inc. (NYSE)",USD,1.0,9636100000000.0
32,+ 0,Baidu, - Baidu Inc (ADR) (NASDAQ),USD,1.0,9207900000000.0
33,+ 0,Qualcomm," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8986200000000.0
34,+ 0,ASML Holding, - ASML Holding NV (AMS),EUR,1.1836,8766925200000.0
35,+ 0,Softbank, - SoftBank Group Corp (TYO),JPY,0.0091,8108100000000.0
36,+ 0,Deutsche Telekom, - Deutsche Telekom AG (ETR),EUR,1.1836,7521541280000.0
37,+ 0,Keyence, - KEYENCE CORPORATION (TYO),JPY,0.0091,7416500000000.0
38,+ 0,KDDI, - KDDI Corp (TYO),JPY,0.0091,7052500000000.0
39,+ 0,Micron Technology," - Micron Technology, Inc. (NASDAQ)",USD,1.0,6836800000000.0
40,+ 0,Vodafone, - Vodafone Group plc (LON),GBP,1.3431,6750420600000.0
41,+ 0,Sony, - Sony Corp (TYO),JPY,0.0091,6306300000000.0
42,+ 0,VMware," - VMware, Inc. (NYSE)",USD,1.0,5966000000000.0
43,+ 0,Automatic Data Processing, - Automatic Data Processing (NASDAQ),USD,1.0,5898600000000.0
44,+ 0,SK Hynix, - SK Hynix Inc (KRX),KRW,0.0009,5869800000000.0
45,+ 0,JD.com, - JD.Com Inc(ADR) (NASDAQ),USD,1.0,5639700000000.0
46,+ 0,Hikvision, - 海康威視 (SHE),CNY,0.1564,5601778800000.0
47,+ 0,Applied Materials," - Applied Materials, Inc. (NASDAQ)",USD,1.0,5323800000000.0
48,+ 0,Hon Hai Precision, - 鴻海精密 (TPE),TWD,0.03362896,5279746720000.0
49,+ 0,Intuit, - Intuit Inc. (NASDAQ),USD,1.0,5214900000000.0
50,+ 0,Schneider Electric, - Schneider Electric SE (EPA),EUR,1.1836,5155524880000.0
51,+ 0,America Movil, - America Movil SAB de CV (BMV),MXN,0.0492,5018400000000.0
52,+ 0,Saudi Telecom, - Saudi Telecom Company SJSC (TADAWUL),SAR,0.26665685,4809476277970.0
53,+ 0,Telefónica, - Telefonica SA (BME),EUR,1.1836,4766357200000.0
54,+ 0,Orange, - Orange SA (EPA),EUR,1.1836,4729783960000.0
55,+ 0,Nidec, - NIDEC CORPORATION (TYO),JPY,0.0091,4668300000000.0
56,+ 0,RELX Group, - Relx NV (AMS),EUR,1.1836,4619117360000.0
57,+ 0,Emerson Electric, - Emerson Electric Co. (NYSE),USD,1.0,4596500000000.0
58,+ 0,Crown Castle International, - CROWN CASTLE In/SH SH (NYSE),USD,1.0,4268100000000.0
59,+ 0,China Unicom, - 中國聯通 (HKG),HKD,0.1274,4225807040000.0
60,+ 0,NXP Semiconductors, - NXP Semiconductors NV (NASDAQ),USD,1.0,4203900000000.0
61,+ 0,Infosys, - Infosys Ltd (NSE),INR,0.0149,4112400000000.0
62,+ 0,Philips, - Koninklijke Philips NV (AMS),EUR,1.1836,4030039640000.0
63,+ 0,eBay, - eBay Inc (NASDAQ),USD,1.0,4025600000000.0
64,+ 0,SingTel, - Singapore Telecommunications Limited (SGX),SGD,0.7512,3969115440000.0
65,+ 0,China Telecom, - 中國電信 (HKG),HKD,0.1274,3907931300000.0
66,+ 0,HP, - HP Inc (NYSE),USD,1.0,3847400000000.0
67,+ 0,BCE, - BCE Inc. (USA) (TSE),CAD,0.7729,3775616500000.0
68,+ 0,Analog Devices," - Analog Devices, Inc. (NASDAQ)",USD,1.0,3772400000000.0
69,+ 0,Dassault Systemes, - Dassault Systemes SE (EPA),EUR,1.1836,3715675480000.0
70,+ 0,Hitachi," - Hitachi, Ltd. (TYO)",JPY,0.0091,3694600000000.0
71,+ 0,Amadeus IT Group, - Amadeus It Group SA (BME),EUR,1.1836,3604180360000.0
72,+ 0,Panasonic, - Panasonic Corporation (TYO),JPY,0.0091,3539900000000.0
73,+ 0,Murata Manufacturing," - Murata Manufacturing Co., Ltd. (TYO)",JPY,0.0091,3467100000000.0
74,+ 0,TE Connectivity, - TE Connectivity Ltd (NYSE),USD,1.0,3403400000000.0
75,+ 0,Vivendi, - Vivendi SA (EPA),EUR,1.1836,3334201200000.0
76,+ 0,Nokia, - Nokia Oyj (HEL),EUR,1.1836,3315618680000.0
77,+ 0,Infineon Technologies, - Infineon Technologies AG (ETR),EUR,1.1836,3206727480000.0
78,+ 0,Tsinghua Tongfang, - 清華同方 (SHA),,1.0,3189800000000.0
79,+ 0,Netease, - NetEase Inc (ADR) (NASDAQ),USD,1.0,3162400000000.0
80,+ 0,Tokyo Electron, - Tokyo Electron Ltd (TYO),JPY,0.0091,3148600000000.0
81,+ 0,Equinix, - Equinix Inc (NASDAQ),USD,1.0,3142600000000.0
82,+ 0,ServiceNow, - ServiceNow Inc (NYSE),USD,1.0,3095200000000.0
83,+ 0,Mitsubishi Electric, - Mitsubishi Electric Corporation (TYO),JPY,0.0091,3084900000000.0
84,+ 0,Lam Research, - Lam Research Corporation (NASDAQ),USD,1.0,3080400000000.0
85,+ 0,Fiserv, - Fiserv Inc (NASDAQ),USD,1.0,3056900000000.0
