rank,name,industry,exchange,code,rate,market_cap
1,Apple,資訊硬體, - Apple Inc. (NASDAQ),USD,1.0,92718000000000
2,Amazon.com,電商," - Amazon.com, Inc. (NASDAQ)",USD,1.0,84805400000000
3,Alphabet,網路服務, - Alphabet Inc Class A (NASDAQ),USD,1.0,81403400000000
4,Microsoft,軟體, - Microsoft Corporation (NASDAQ),USD,1.0,78309200000000
5,Facebook,網路服務," - Facebook, Inc. Common Stock (NASDAQ)",USD,1.0,59308300000000
6,Alibaba,電商, - Alibaba Group Holding Ltd (NYSE),USD,1.0,48351000000000
7,Tencent Holdings,網路服務, - 騰訊 (HKG),HKD,0.1274,44844800000000
8,Samsung Electronics,半導體, - Samsung Electronics Co Ltd (KRX),KRW,0.0009,29570400000000
9,Intel,半導體, - Intel Corporation (NASDAQ),USD,1.0,23900400000000
10,AT&T,電信, - AT&T Inc. (NYSE),USD,1.0,23227000000000
11,Verizon Communications,電信, - Verizon Communications Inc. (NYSE),USD,1.0,20985700000000
12,Cisco Systems,通訊設備," - Cisco Systems, Inc. (NASDAQ)",USD,1.0,19952500000000
13,Oracle,軟體, - Oracle Corporation (NYSE),USD,1.0,18766300000000
14,Taiwan Semiconductor,半導體, - 台灣積體電路製造 (TPE),TWD,0.03280357,18698034900000
15,Netflix,網路服務," - Netflix, Inc. (NASDAQ)",USD,1.0,18333200000000
16,China Mobile,電信, - 中國移動 (HKG),HKD,0.1274,18090800000000
17,NVIDIA,半導體, - NVIDIA Corporation (NASDAQ),USD,1.0,14857100000000
18,SAP,軟體, - SAP SE (ETR),EUR,1.1735,14209911500000
19,International Business Machines,資訊服務, - IBM Common Stock (NYSE),USD,1.0,13310400000000
20,Adobe Systems,軟體, - Adobe Systems Incorporated (NASDAQ),USD,1.0,12310600000000
21,General Electric,工業, - General Electric Company (NYSE),USD,1.0,12030500000000
22,3M,材料, - 3M Co (NYSE),USD,1.0,11735700000000
23,Siemens,工業, - Siemens AG (ETR),EUR,1.1735,11459110150000
24,Accenture,資訊服務, - Accenture Plc (NYSE),USD,1.0,11223700000000
25,Tata Consultancy Services,資訊服務, - Tata Consultancy Services Limited (NSE),INR,0.0145,11107000000000
26,Texas Instruments,半導體, - Texas Instruments Incorporated (NASDAQ),USD,1.0,10818300000000
27,Broadcom,半導體, - Broadcom Inc (NASDAQ),USD,1.0,10816200000000
28,Honeywell International,工業, - Honeywell International Inc. (NYSE),USD,1.0,10798500000000
29,Salesforce.com,網路服務," - salesforce.com, inc. (NYSE)",USD,1.0,10568100000000
30,Booking Holdings,網路服務, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000
31,Nippon Telegraph & Tel,電信, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.009,9522000000000
32,Baidu,網路服務, - Baidu Inc (ADR) (NASDAQ),USD,1.0,9218500000000
33,Qualcomm,半導體," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8463600000000
34,ASML Holding,半導體, - ASML Holding NV (EPA),EUR,1.1735,8372922500000
35,Deutsche Telekom,電信, - Deutsche Telekom AG (ETR),EUR,1.1735,7710833800000
36,KDDI,電信, - KDDI Corp (TYO),JPY,0.009,7055999999999
37,Sony,資訊硬體, - Sony Corp (TYO),JPY,0.009,6551999999999
38,Keyence,電子, - KEYENCE CORPORATION (TYO),JPY,0.009,6533999999999
39,Vodafone,電信, - Vodafone Group plc (LON),GBP,1.3263,6513724560000
40,VMware,軟體," - VMware, Inc. (NYSE)",USD,1.0,6237900000000
41,Micron Technology,半導體," - Micron Technology, Inc. (NASDAQ)",USD,1.0,6137900000000
42,Altaba,網路服務, - Altaba Inc (NASDAQ),USD,1.0,6044100000000
43,Automatic Data Processing,資訊服務, - Automatic Data Processing (NASDAQ),USD,1.0,5883600000000
44,America Movil,電信, - America Movil SAB de CV (BMV),MXN,0.0525,5880000000000
45,SK Hynix,半導體, - SK Hynix Inc (KRX),KRW,0.0009,5687100000000
46,JD.com,電商, - JD.Com Inc(ADR) (NASDAQ),USD,1.0,5595500000000
47,Intuit,軟體, - Intuit Inc. (NASDAQ),USD,1.0,5344200000000
48,Hikvision,電子, - 海康威視 (SHE),CNY,0.1498,4865504000000
49,Telefónica,電信, - Telefonica SA (BME),EUR,1.1735,4633682100000
50,Hon Hai Precision,資訊硬體, - 鴻海精密 (TPE),TWD,0.03280357,4625303370000
51,Schneider Electric,機電設備, - Schneider Electric SE (EPA),EUR,1.1735,4595895400000
52,Crown Castle International,電信, - CROWN CASTLE In/SH SH (NYSE),USD,1.0,4587900000000
53,Orange,電信, - Orange SA (EPA),EUR,1.1735,4585685950000
54,Applied Materials,半導體," - Applied Materials, Inc. (NASDAQ)",USD,1.0,4528900000000
55,Nidec,機電設備, - NIDEC CORPORATION (TYO),JPY,0.009,4473000000000
56,Emerson Electric,機電設備, - Emerson Electric Co. (NYSE),USD,1.0,4357300000000
57,Infosys,資訊服務, - Infosys Ltd (NSE),INR,0.0145,4103500000000
58,Philips,工業, - Koninklijke Philips NV (EPA),EUR,1.1735,4044819800000
59,Murata Manufacturing,電子," - Murata Manufacturing Co., Ltd. (TYO)",JPY,0.009,3950999999999
60,SingTel,電信, - Singapore Telecommunications Limited (SGX),SGD,0.7349,3864251180000
61,Dassault Systemes,軟體, - Dassault Systemes SE (EPA),EUR,1.1735,3803665550000
62,eBay,電商, - eBay Inc (NASDAQ),USD,1.0,3756100000000
63,BCE,電信, - BCE Inc. (USA) (TSE),CAD,0.761,3717485000000
