rank,name,industry,exchange,code,rate,market_cap
1,Apple,資訊硬體, - Apple Inc. (NASDAQ),USD,1.0,94554700000000
2,Amazon.com,電商," - Amazon.com, Inc. (NASDAQ)",USD,1.0,87794000000000
3,Alphabet,網路服務, - Alphabet Inc Class A (NASDAQ),USD,1.0,84354100000000
4,Microsoft,軟體, - Microsoft Corporation (NASDAQ),USD,1.0,83961300000000
5,Facebook,網路服務," - Facebook, Inc. Common Stock (NASDAQ)",USD,1.0,61659200000000
6,Alibaba,電商, - Alibaba Group Holding Ltd (NYSE),USD,1.0,49444900000000
7,Tencent Holdings,網路服務, - 騰訊 (HKG),HKD,0.1275,46665000000000
8,Samsung Electronics,半導體, - Samsung Electronics Co Ltd (KRX),KRW,0.0009,30306600000000
9,Intel,半導體, - Intel Corporation (NASDAQ),USD,1.0,24259700000000
10,AT&T,電信, - AT&T Inc. (NYSE),USD,1.0,21624500000000
11,Verizon Communications,電信, - Verizon Communications Inc. (NYSE),USD,1.0,20798400000000
12,Taiwan Semiconductor,半導體, - 台灣積體電路製造 (TPE),TWD,0.03270918,20116145700000
13,Cisco Systems,通訊設備," - Cisco Systems, Inc. (NASDAQ)",USD,1.0,19974000000000
14,Oracle,軟體, - Oracle Corporation (NYSE),USD,1.0,19380300000000
15,China Mobile,電信, - 中國移動 (HKG),HKD,0.1275,17977500000000
16,Netflix,網路服務," - Netflix, Inc. (NASDAQ)",USD,1.0,15878900000000
17,NVIDIA,半導體, - NVIDIA Corporation (NASDAQ),USD,1.0,15279200000000
18,SAP,軟體, - SAP SE (ETR),EUR,1.169,14323757000000
19,International Business Machines,資訊服務, - IBM Common Stock (NYSE),USD,1.0,13362000000000
20,Adobe Systems,軟體, - Adobe Systems Incorporated (NASDAQ),USD,1.0,12936700000000
21,3M,材料, - 3M Co (NYSE),USD,1.0,11899700000000
22,Siemens,工業, - Siemens AG (ETR),EUR,1.169,11552876300000
23,Accenture,資訊服務, - Accenture Plc (NYSE),USD,1.0,11244300000000
24,General Electric,工業, - General Electric Company (NYSE),USD,1.0,11183400000000
25,Texas Instruments,半導體, - Texas Instruments Incorporated (NASDAQ),USD,1.0,11126600000000
26,Salesforce.com,網路服務," - salesforce.com, inc. (NYSE)",USD,1.0,11054200000000
27,Tata Consultancy Services,資訊服務, - Tata Consultancy Services Limited (NSE),INR,0.0145,10947500000000
28,Booking Holdings,網路服務, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000
29,Nippon Telegraph & Tel,電信, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.009,9540000000000
30,Softbank,電信, - SoftBank Group Corp (TYO),JPY,0.009,9477000000000
31,Broadcom,半導體, - Broadcom Inc (NASDAQ),USD,1.0,9382200000000
32,ASML Holding,半導體, - ASML Holding NV (EPA),EUR,1.169,9373392700000
33,Baidu,網路服務, - Baidu Inc (ADR) (NASDAQ),USD,1.0,9184000000000
34,Qualcomm,半導體," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8710200000000
35,Deutsche Telekom,電信, - Deutsche Telekom AG (ETR),EUR,1.169,7634037600000
36,KDDI,電信, - KDDI Corp (TYO),JPY,0.009,7127999999999
37,Sony,資訊硬體, - Sony Corp (TYO),JPY,0.009,6749999999999
38,Keyence,電子, - KEYENCE CORPORATION (TYO),JPY,0.009,6497999999999
39,Micron Technology,半導體," - Micron Technology, Inc. (NASDAQ)",USD,1.0,6370000000000
40,VMware,軟體," - VMware, Inc. (NYSE)",USD,1.0,6198000000000
41,Altaba,網路服務, - Altaba Inc (NASDAQ),USD,1.0,6172500000000
42,Vodafone,電信, - Vodafone Group plc (LON),GBP,1.3156,6142931080000
43,Automatic Data Processing,資訊服務, - Automatic Data Processing (NASDAQ),USD,1.0,6104500000000
44,SK Hynix,半導體, - SK Hynix Inc (KRX),KRW,0.0009,5674500000000
45,America Movil,電信, - America Movil SAB de CV (BMV),MXN,0.0533,5649800000000
46,Intuit,軟體, - Intuit Inc. (NASDAQ),USD,1.0,5590900000000
47,JD.com,電商, - JD.Com Inc(ADR) (NASDAQ),USD,1.0,5284200000000
48,Hikvision,電子, - 海康威視 (SHE),CNY,0.1479,4932893910000
49,ABB,工業, - ABB Ltd. (SWX),CHF,1.0079,4807179050000
50,Hon Hai Precision,資訊硬體, - 鴻海精密 (TPE),TWD,0.03270918,4677412740000
51,Applied Materials,半導體," - Applied Materials, Inc. (NASDAQ)",USD,1.0,4646700000000
52,Schneider Electric,機電設備, - Schneider Electric SE (EPA),EUR,1.169,4645606000000
53,Saudi Telecom,電信, - Saudi Telecom Company SJSC (TADAWUL),SAR,0.26664389,4639790336723
54,Nidec,機電設備, - NIDEC CORPORATION (TYO),JPY,0.009,4590000000000
55,Crown Castle International,電信, - CROWN CASTLE In/SH SH (NYSE),USD,1.0,4481600000000
56,Telefónica,電信, - Telefonica SA (BME),EUR,1.169,4471425000000
57,Orange,電信, - Orange SA (EPA),EUR,1.169,4367384000000
58,Infosys,資訊服務, - Infosys Ltd (NSE),INR,0.0145,4335500000000
59,Emerson Electric,機電設備, - Emerson Electric Co. (NYSE),USD,1.0,4288200000000
60,Murata Manufacturing,電子," - Murata Manufacturing Co., Ltd. (TYO)",JPY,0.009,4013999999999
61,Philips,工業, - Koninklijke Philips NV (EPA),EUR,1.169,4004526400000
62,SingTel,電信, - Singapore Telecommunications Limited (SGX),SGD,0.7338,3954228060000
63,Dassault Systemes,軟體, - Dassault Systemes SE (EPA),EUR,1.169,3794690900000
64,Amadeus IT Group,軟體, - Amadeus It Group SA (BME),EUR,1.169,3759153300000
65,China Unicom,電信, - 中國聯通 (HKG),HKD,0.1275,3751827750000
66,China Telecom,電信, - 中國電信股份有限公司 (HKG),HKD,0.1275,3746460000000
67,HP,資訊硬體, - HP Inc (NYSE),USD,1.0,3723500000000
68,BCE,電信, - BCE Inc. (USA) (TSE),CAD,0.762,3722370000000
