rank,name,industry,exchange,code,rate,market_cap
31,Nippon Telegraph & Tel,電信, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.009,9504000000000
32,ASML Holding,半導體, - ASML Holding NV (AMS),EUR,1.1658,8790831480000
33,Baidu,網路服務, - Baidu Inc (ADR) (NASDAQ),USD,1.0,8501800000000
34,Qualcomm,半導體," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8211800000000
35,Deutsche Telekom,電信, - Deutsche Telekom AG (ETR),EUR,1.1658,7404928440000
36,KDDI,電信, - KDDI Corp (TYO),JPY,0.009,6902999999999
37,Keyence,電子, - KEYENCE CORPORATION (TYO),JPY,0.009,6848999999999
38,Vodafone,電信, - Vodafone Group plc (LON),GBP,1.3157,6483243320000
39,Sony,資訊硬體, - Sony Corp (TYO),JPY,0.009,6462000000000
40,Micron Technology,半導體," - Micron Technology, Inc. (NASDAQ)",USD,1.0,5981300000000
41,Altaba,網路服務, - Altaba Inc (NASDAQ),USD,1.0,5884800000000
42,Automatic Data Processing,資訊服務, - Automatic Data Processing (NASDAQ),USD,1.0,5857200000000
43,VMware,軟體," - VMware, Inc. (NYSE)",USD,1.0,5817500000000
44,SK Hynix,半導體, - SK Hynix Inc (KRX),KRW,0.0009,5615100000000
45,JD.com,電商, - JD.Com Inc(ADR) (NASDAQ),USD,1.0,5509100000000
46,America Movil,電信, - America Movil SAB de CV (BMV),MXN,0.0509,5446300000000
47,Hikvision,電子, - 海康威視 (SHE),CNY,0.1511,5176821990000
48,Intuit,軟體, - Intuit Inc. (NASDAQ),USD,1.0,5093200000000
49,Schneider Electric,機電設備, - Schneider Electric SE (EPA),EUR,1.1658,4873277160000
50,Saudi Telecom,電信, - Saudi Telecom Company SJSC (TADAWUL),SAR,0.26663948,4821001782088
51,Hon Hai Precision,資訊硬體, - 鴻海精密 (TPE),TWD,0.03279735,4722818400000
52,Applied Materials,半導體," - Applied Materials, Inc. (NASDAQ)",USD,1.0,4652100000000
53,Orange,電信, - Orange SA (EPA),EUR,1.1658,4493576100000
54,Nidec,機電設備, - NIDEC CORPORATION (TYO),JPY,0.009,4464000000000
55,Crown Castle International,電信, - CROWN CASTLE In/SH SH (NYSE),USD,1.0,4463500000000
56,Telefónica,電信, - Telefonica SA (BME),EUR,1.1658,4445311980000
57,Emerson Electric,機電設備, - Emerson Electric Co. (NYSE),USD,1.0,4353900000000
58,Infosys,資訊服務, - Infosys Ltd (NSE),INR,0.0146,4146400000000
59,Philips,工業, - Koninklijke Philips NV (AMS),EUR,1.1658,4040196480000
60,China Unicom,電信, - 中國聯通 (HKG),HKD,0.1275,3823240500000
61,China Telecom,電信, - 中國電信 (HKG),HKD,0.1275,3787030500000
62,Murata Manufacturing,電子," - Murata Manufacturing Co., Ltd. (TYO)",JPY,0.009,3770999999999
63,NXP Semiconductors,半導體, - NXP Semiconductors NV (NASDAQ),USD,1.0,3750300000000
64,Dassault Systemes,軟體, - Dassault Systemes SE (EPA),EUR,1.1658,3710508240000
65,SingTel,電信, - Singapore Telecommunications Limited (SGX),SGD,0.7334,3688561960000
66,BCE,電信, - BCE Inc. (USA) (TSE),CAD,0.755,3688175000000
67,HP,資訊硬體, - HP Inc (NYSE),USD,1.0,3676800000000
68,eBay,電商, - eBay Inc (NASDAQ),USD,1.0,3620100000000
69,Analog Devices,半導體," - Analog Devices, Inc. (NASDAQ)",USD,1.0,3578000000000
70,Amadeus IT Group,軟體, - Amadeus It Group SA (BME),EUR,1.1658,3504744540000
71,Hitachi,電子," - Hitachi, Ltd. (TYO)",JPY,0.009,3401999999999
72,Equinix,資訊服務, - Equinix Inc (NASDAQ),USD,1.0,3393200000000
73,Nokia,通訊設備, - Nokia Oyj (HEL),EUR,1.1658,3310988580000
74,Panasonic,資訊硬體, - Panasonic Corporation (TYO),JPY,0.009,3293999999999
75,Netease,網路服務, - NetEase Inc (ADR) (NASDAQ),USD,1.0,3281000000000
76,Vivendi,電信, - Vivendi SA (EPA),EUR,1.1658,3239991360000
77,TE Connectivity,電子, - TE Connectivity Ltd (NYSE),USD,1.0,3236900000000
78,Fiserv,軟體, - Fiserv Inc (NASDAQ),USD,1.0,3006000000000
79,ServiceNow,軟體, - ServiceNow Inc (NYSE),USD,1.0,2968700000000
80,BT Group,電信, - BT Group - CLASS A Common Stock (LON),GBP,1.3157,2856253130000
81,Mitsubishi Electric,機電設備, - Mitsubishi Electric Corporation (TYO),JPY,0.009,2853000000000
82,Tokyo Electron,半導體, - Tokyo Electron Ltd (TYO),JPY,0.009,2826000000000
83,Lam Research,半導體, - Lam Research Corporation (NASDAQ),USD,1.0,2817800000000
84,Autodesk,軟體," - Autodesk, Inc. (NASDAQ)",USD,1.0,2815000000000
85,Chunghwa Telecom,電信, - 中華電信 (TPE),TWD,0.03279689,2798620937791
86,Ericsson,通訊設備, - ERICSSON/SH B (STO),SEK,0.1115,2612132800000
87,Amphenol,電子, - Amphenol Corporation (NYSE),USD,1.0,2603200000000
88,Workday,軟體, - Workday Inc (NASDAQ),USD,1.0,2558000000000
89,Red Hat,軟體, - Red Hat Inc (NYSE),USD,1.0,2352800000000
90,Swisscom,電信, - Swisscom AG (VTX),CHF,1.0077,2333430120000
91,Western Digital,儲存, - Western Digital Corp (NASDAQ),USD,1.0,2327600000000
92,Corning,材料, - Corning Incorporated (NYSE),USD,1.0,2327500000000
93,Telstra,電信, - Telstra Corporation Ltd (ASX),AUD,0.7385,2301166000000
94,Capgemini,資訊服務, - Capgemini SE (EPA),EUR,1.1658,2272727100000
95,Naver,網路服務, - Naver Corp (KRX),KRW,0.0009,2263500000000
96,Bharti Airtel,電信, - Bharti Airtel Limited (NSE),INR,0.0146,2233800000000
97,Hewlett Packard Enterprise,資訊硬體, - Hewlett Packard Enterprise Co (NYSE),USD,1.0,2213400000000
98,Microchip Technology,半導體, - Microchip Technology Inc. (NASDAQ),USD,1.0,2134300000000
99,Kyocera,電子, - Kyocera Corp (TYO),JPY,0.009,2123999999999
100,Focus Media Information Technology,資訊硬體, - 分眾傳媒 (SHE),CNY,0.1511,2122456370000
101,Best Buy,電商, - Best Buy Co Inc (NYSE),USD,1.0,2058400000000
102,TELUS,電信, - TELUS Corporation (USA) (TSE),CAD,0.755,2043936000000
103,NetApp,儲存, - NetApp Inc. (NASDAQ),USD,1.0,2043200000000
104,Teliasonera,電信, - Telia Company AB (STO),SEK,0.1115,2023401650000
105,Fujifilm Holdings,資訊硬體, - FUJIFILM Holdings Corp (TYO),JPY,0.009,2006999999999
106,CenturyLink,電信, - Centurylink Inc (NYSE),USD,1.0,2005600000000
107,Legrand,機電設備, - Legrand SA (EPA),EUR,1.1658,1989321120000
108,LARGAN Precision,電子, - 大立光電 (TPE),TWD,0.03279689,1975320608121
109,Agilent Technologies,電子, - Agilent Technologies Inc (NYSE),USD,1.0,1973700000000
110,Toshiba,電子, - Toshiba Corp (TYO),JPY,0.009,1952999999999
111,SBA Communications,電信, - SBA Communications Corporation (NASDAQ),USD,1.0,1899800000000
112,HCL Technologies,軟體, - HCL Technologies Ltd (NSE),INR,0.0146,1883400000000
113,BOE Technology Group,電子, - 京東方A (SHE),CNY,0.1511,1846442000000
114,Expedia,網路服務, - Expedia Group Inc (NASDAQ),USD,1.0,1802200000000
115,Secom,保全系統, - Secom Co Ltd (TYO),JPY,0.009,1781999999999
116,Skyworks Solutions,半導體, - Skyworks Solutions Inc (NASDAQ),USD,1.0,1749700000000
117,Wipro,資訊服務, - Wipro Limited (NSE),INR,0.0146,1722800000000
118,AAC Technologies Holdings,電子, - 瑞聲科技 (HKG),HKD,0.1275,1721645250000
119,Harris,通訊設備, - Harris Corporation (NYSE),USD,1.0,1705000000000
120,SK Telecom,電信, - SK Telecom Co Ltd (KRX),KRW,0.0009,1692900000000
121,Ametek,機電設備," - AMETEK, Inc. (NYSE)",USD,1.0,1666400000000
122,VeriSign,軟體," - Verisign, Inc. (NASDAQ)",USD,1.0,1663800000000
123,Advanced Info Service,電信, - Advanced Info Service PCL (BKK),THB,0.0302,1661069460000
124,Dell Technologies,資訊硬體, - Dell Technologies Inc (NYSE),USD,1.0,1661000000000
125,Maxim Integrated Products,半導體, - Maxim Integrated Products Inc. (NASDAQ),USD,1.0,1633000000000
126,Renesas Electronics,半導體, - Renesas Electronics Corporation (TYO),JPY,0.009,1628999999999
127,Xilinx,半導體," - Xilinx, Inc. (NASDAQ)",USD,1.0,1627600000000
128,Seagate Technology,儲存, - Seagate Technology PLC (NASDAQ),USD,1.0,1601800000000
129,KLA-Tencor,半導體, - KLA-Tencor Corp (NASDAQ),USD,1.0,1579800000000
130,Snap,軟體, - Snap Inc (NYSE),USD,1.0,1575700000000
131,Mediatek,半導體, - 聯發科技 (TPE),TWD,0.03279689,1553854334109
132,Telecom Italia,電信, - Telecom Italia SpA (BIT),EUR,1.1658,1546783440000
133,Check Point Software,軟體, - Check Point Software Technologies Ltd. (NASDAQ),USD,1.0,1529400000000
134,MTN Group,電信, - MTN Group Limited (JSE),ZAR,0.0726,1482825960000
135,CA,軟體," - CA, Inc. (NASDAQ)",USD,1.0,1476500000000
136,Advanced Micro Devices,半導體," - Advanced Micro Devices, Inc. (NASDAQ)",USD,1.0,1420800000000
137,Citrix Systems,軟體," - Citrix Systems, Inc. (NASDAQ)",USD,1.0,1399300000000
138,Samsung SDS,資訊服務, - Samsung SDS Co Ltd (KRX),KRW,0.0009,1395900000000
139,Liberty Broadband,電信, - Liberty Broadband Corp Series A (NASDAQ),USD,1.0,1375900000000
140,Samsung SDI,電子, - Samsung SDI Co Ltd (KRX),KRW,0.0009,1337400000000
141,TDK,電子, - TDK Corp (TYO),JPY,0.009,1323000000000
142,Olympus,資訊硬體, - Olympus Corp (TYO),JPY,0.009,1278000000000
143,LG Electronics,資訊硬體, - LG Electronics Inc. (KRX),KRW,0.0009,1275300000000
144,Symantec,軟體, - Symantec Corporation (NASDAQ),USD,1.0,1273400000000
145,Fujitsu,資訊硬體, - Fujitsu Ltd (TYO),JPY,0.009,1251000000000
146,Akamai Technologies,資訊服務," - Akamai Technologies, Inc. (NASDAQ)",USD,1.0,1249200000000
147,Sharp,資訊硬體, - Sharp Corporation (TYO),JPY,0.009,1215000000000
148,Nomura Research Institute,資訊服務, - Nomura Research Institute Ltd (TYO),JPY,0.009,1215000000000
149,CDW,軟體, - CDW common stock (NASDAQ),USD,1.0,1213300000000
150,Garmin,資訊硬體, - Garmin Ltd. (NASDAQ),USD,1.0,1188800000000
151,KPN,電信, - Koninklijke KPN N.V. (AMS),EUR,1.1658,1160670480000
152,F5 Networks,資訊服務," - F5 Networks, Inc. (NASDAQ)",USD,1.0,1038200000000
153,OMRON,電子, - OMRON Corporation (TYO),JPY,0.009,998999999999
154,Liberty Interactive,電商, - Qurate Retail Inc Series A (NASDAQ),USD,1.0,975300000000
155,Rakuten,電商, - Rakuten Inc (TYO),JPY,0.009,971999999999
156,Amdocs,軟體, - Amdocs Limited (NASDAQ),USD,1.0,950800000000
157,Juniper Networks,通訊設備," - Juniper Networks, Inc. (NYSE)",USD,1.0,939100000000
158,Delta Electronics,電子, - 台達電子 (TPE),TWD,0.03279689,932845221959
159,Open Text,軟體, - Open Text Corp (USA) (NASDAQ),USD,1.0,930500000000
160,Nanya Technology,半導體, - 南亞科技 (TPE),TWD,0.03279689,834877631840
161,ZTE,通訊設備, - 中興通訊 (SHE),CNY,0.1511,791204930000
162,Proximus,電信, - Proximus NV (EBR),EUR,1.1658,768029040000
163,Flextronics International,電子, - Flex Ltd (NASDAQ),USD,1.0,755800000000
164,Legend Holding,資訊硬體, - 聯想控股 (HKG),HKD,0.1275,718003500000
165,NEC,電子, - NEC Corp (TYO),JPY,0.009,712655100000
166,Asustek Computer,資訊硬體, - 華碩 (TPE),TWD,0.03279689,678433186851
167,Quanta Computer,資訊硬體, - 廣達電腦 (TPE),TWD,0.03279689,677701816204
168,Arrow Electronics,電子," - Arrow Electronics, Inc. (NYSE)",USD,1.0,661800000000
169,KT Corp,電信, - KT Corp (KRX),KRW,0.0009,643500000000
170,China Railway Signal & Communication Corporation,機電設備, - 中國通號 (HKG),HKD,0.1275,624227250000
171,TCL Corp,資訊硬體, - TCL集團 (SHE),CNY,0.1511,593732340000
172,LG Display,電子, - LG Display Co Ltd (KRX),KRW,0.0009,589500000000
173,Turkcell,電信, - Turkcell Iletisim Hizmetleri A.S. (IST),TRY,0.2184,580004880000
174,Altice,電信, - Altice N.V/EQ (AMS),EUR,1.1658,570892260000
175,LG Uplus,電信, - LG Uplus Corp (KRX),KRW,0.0009,549900000000
176,G4S,保全系統, - G4S plc (LON),GBP,1.3157,548778470000
177,Pegatron,資訊硬體, - 和碩聯合科技 (TPE),TWD,0.03279689,537373762961
178,Avnet,電子," - Avnet, Inc. (NASDAQ)",USD,1.0,511200000000
179,Yamada Denki,電子通路, - Yamada Denki Co Ltd (TYO),JPY,0.009,479282399999
180,Jabil Circuit,電子, - Jabil Inc (NYSE),USD,1.0,476200000000
181,Konica Minolta Business Solutions,資訊硬體, - Konica Minolta Inc (TYO),JPY,0.009,465517799999
182,China Communications Services,電信, - 中國通信服務股份有限公司 (HKG),HKD,0.1275,438880500000
183,VEON,電信, - VEON Ltd (ADR) (NASDAQ),USD,1.0,426200000000
184,AU Optronics,電子, - 友達光電 (TPE),TWD,0.03279689,407183228417
185,Tsinghua Tongfang,資訊服務, - 清華同方 (SHA),CNY,0.1511,393675940000
186,SYNNEX,資訊服務, - SYNNEX Corporation (NYSE),USD,1.0,390000000000
187,Innolux,電子, - 群創光電 (TPE),TWD,0.03279689,357404108775
188,中國長城科技,資訊硬體, - 中國長城 (SHE),CNY,0.1511,316282520000
189,Tech Data,電子, - Tech Data Corp (NASDAQ),USD,1.0,314500000000
190,Inventec,資訊硬體, - 英業達集團 (TPE),TWD,0.03279689,281790878880
191,WPG Holdings,電子通路, - 大聯大投資控股股份有限公司 (TPE),TWD,0.03279689,258580519827
192,Intelsat,電信, - Intelsat SA (NYSE),USD,1.0,207100000000
193,Wistron,資訊硬體, - 緯創資通 (TPE),TWD,0.03279689,204186877762
194,Sistema,電信, - AFK Sistema PAO (MCX),RUB,0.0159,134159430000
195,Frontier Communications,電信, - Frontier Communications Corp (NASDAQ),USD,1.0,49000000000
196,Softbank,電信, - SoftBank Group Corp (TYO),JPY,0.009,30895199999
197,ATOS,資訊服務, - Atossa Genetics Inc (NASDAQ),USD,1.0,609020000
198,Rogers Communications,電信, - Rogers Communications Inc. (USA) Class B (TSE),CAD,0.755,614588
199,CGI Group,資訊服務, - CGI (TSE),CAD,0.755,350899
200,Telenor,電信, - Telenor ASA (SWX),CHF,1.0077,237424
201,ABB,工業, - ABB India Ltd (NSE),INR,0.0146,1172
202,Advanced Semiconductor,半導體,,,1.0,0
203,Synnex Technology Intl,電子通路,,,1.0,0
204,Maxis,電信,,,1.0,0
205,Compal Electronics,資訊硬體,,,1.0,0
206,Taiwan Mobile,電信,,,1.0,0
207,Ooredoo Telecom,電信,,,1.0,0
208,Etisalat,電信,,,1.0,0
209,Emirates Integrated Telecom,電信,,,1.0,0
210,STMicroelectronics,半導體,,,1.0,0
211,Level 3 Communications,電信,,,1.0,0
212,Telkom Indonesia,電信,,,1.0,0
213,Lenovo Group,資訊硬體,,,1.0,0
214,Infineon Technologies,半導體,,,1.0,0
215,Axiata Group,電信,,,1.0,0
