rank,name,industry,exchange,code,rate,market_cap
1,Apple,資訊硬體, - Apple Inc. (NASDAQ),USD,1.0,93535100000000
2,Amazon.com,電商," - Amazon.com, Inc. (NASDAQ)",USD,1.0,89386600000000
3,Alphabet,網路服務, - Alphabet Inc Class A (NASDAQ),USD,1.0,84120900000000
4,Microsoft,軟體, - Microsoft Corporation (NASDAQ),USD,1.0,80719500000000
5,Facebook,網路服務," - Facebook, Inc. Common Stock (NASDAQ)",USD,1.0,60984000000000
6,Alibaba,電商, - Alibaba Group Holding Ltd (NYSE),USD,1.0,48938500000000
7,Tencent Holdings,網路服務, - 騰訊 (HKG),HKD,0.1274,45736600000000
8,Samsung Electronics,半導體, - Samsung Electronics Co Ltd (KRX),KRW,0.0009,29947500000000
9,Intel,半導體, - Intel Corporation (NASDAQ),USD,1.0,24038600000000
10,AT&T,電信, - AT&T Inc. (NYSE),USD,1.0,23271000000000
11,Verizon Communications,電信, - Verizon Communications Inc. (NYSE),USD,1.0,21089200000000
12,Cisco Systems,通訊設備," - Cisco Systems, Inc. (NASDAQ)",USD,1.0,19904900000000
13,Oracle,軟體, - Oracle Corporation (NYSE),USD,1.0,19328500000000
14,Taiwan Semiconductor,半導體, - 台灣積體電路製造 (TPE),TWD,0.03271383,18908593740000
15,China Mobile,電信, - 中國移動 (HKG),HKD,0.1274,17708600000000
16,Netflix,網路服務," - Netflix, Inc. (NASDAQ)",USD,1.0,16454000000000
17,NVIDIA,半導體, - NVIDIA Corporation (NASDAQ),USD,1.0,15304700000000
18,SAP,軟體, - SAP SE (ETR),EUR,1.1611,14931746000000
19,International Business Machines,資訊服務, - IBM Common Stock (NYSE),USD,1.0,13216900000000
20,Adobe Systems,軟體, - Adobe Systems Incorporated (NASDAQ),USD,1.0,12731200000000
21,3M,材料, - 3M Co (NYSE),USD,1.0,12004500000000
22,General Electric,工業, - General Electric Company (NYSE),USD,1.0,11946700000000
23,Siemens,工業, - Siemens AG (ETR),EUR,1.1611,11681362660000
24,Texas Instruments,半導體, - Texas Instruments Incorporated (NASDAQ),USD,1.0,11302600000000
25,Accenture,資訊服務, - Accenture Plc (NYSE),USD,1.0,11209600000000
26,Tata Consultancy Services,資訊服務, - Tata Consultancy Services Limited (NSE),INR,0.0146,11198200000000
27,Honeywell International,工業, - Honeywell International Inc. (NYSE),USD,1.0,11123300000000
28,Salesforce.com,網路服務," - salesforce.com, inc. (NYSE)",USD,1.0,10803000000000
29,Booking Holdings,網路服務, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000
30,Nippon Telegraph & Tel,電信, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.0089,9674300000000
31,Baidu,網路服務, - Baidu Inc (ADR) (NASDAQ),USD,1.0,9370200000000
