rank,name,industry,exchange,code,rate,market_cap
1,Apple,資訊硬體, - Apple Inc. (NASDAQ),USD,1.0,94213700000000
2,Amazon.com,電商," - Amazon.com, Inc. (NASDAQ)",USD,1.0,89269400000000
3,Alphabet,網路服務, - Alphabet Inc Class A (NASDAQ),USD,1.0,84575100000000
4,Microsoft,軟體, - Microsoft Corporation (NASDAQ),USD,1.0,81741300000000
5,Facebook,網路服務," - Facebook, Inc. Common Stock (NASDAQ)",USD,1.0,60602200000000
6,Alibaba,電商, - Alibaba Group Holding Ltd (NYSE),USD,1.0,49068500000000
7,Tencent Holdings,網路服務, - 騰訊 (HKG),HKD,0.1274,45481800000000
8,Samsung Electronics,半導體, - Samsung Electronics Co Ltd (KRX),KRW,0.0009,29484000000000
9,Intel,半導體, - Intel Corporation (NASDAQ),USD,1.0,24194200000000
10,AT&T,電信, - AT&T Inc. (NYSE),USD,1.0,23154200000000
11,Verizon Communications,電信, - Verizon Communications Inc. (NYSE),USD,1.0,21345000000000
12,Cisco Systems,通訊設備," - Cisco Systems, Inc. (NASDAQ)",USD,1.0,19639400000000
13,Oracle,軟體, - Oracle Corporation (NYSE),USD,1.0,19484200000000
14,Taiwan Semiconductor,半導體, - 台灣積體電路製造 (TPE),TWD,0.03273295,18788713300000
15,China Mobile,電信, - 中國移動 (HKG),HKD,0.1274,17836000000000
16,Netflix,網路服務," - Netflix, Inc. (NASDAQ)",USD,1.0,16376800000000
17,NVIDIA,半導體, - NVIDIA Corporation (NASDAQ),USD,1.0,15365400000000
18,SAP,軟體, - SAP SE (ETR),EUR,1.1707,14928649330000
19,International Business Machines,資訊服務, - IBM Common Stock (NYSE),USD,1.0,13262400000000
20,Adobe Systems,軟體, - Adobe Systems Incorporated (NASDAQ),USD,1.0,12744700000000
21,3M,材料, - 3M Co (NYSE),USD,1.0,12047200000000
22,General Electric,工業, - General Electric Company (NYSE),USD,1.0,11860000000000
23,Siemens,工業, - Siemens AG (ETR),EUR,1.1707,11658533020000
24,Accenture,資訊服務, - Accenture Plc (NYSE),USD,1.0,11401900000000
25,Texas Instruments,半導體, - Texas Instruments Incorporated (NASDAQ),USD,1.0,11288000000000
26,Tata Consultancy Services,資訊服務, - Tata Consultancy Services Limited (NSE),INR,0.0146,11198200000000
27,Honeywell International,工業, - Honeywell International Inc. (NYSE),USD,1.0,11120300000000
28,Salesforce.com,網路服務," - salesforce.com, inc. (NYSE)",USD,1.0,10854500000000
29,Booking Holdings,網路服務, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000
30,Nippon Telegraph & Tel,電信, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.0089,9558600000000
31,Baidu,網路服務, - Baidu Inc (ADR) (NASDAQ),USD,1.0,9412900000000
32,Broadcom,半導體, - Broadcom Inc (NASDAQ),USD,1.0,8773900000000
33,ASML Holding,半導體, - ASML Holding NV (EPA),EUR,1.1707,8690574380000
34,Qualcomm,半導體," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8663000000000
35,Deutsche Telekom,電信, - Deutsche Telekom AG (ETR),EUR,1.1707,7642329600000
36,KDDI,電信, - KDDI Corp (TYO),JPY,0.0089,7111100000000
37,Sony,資訊硬體, - Sony Corp (TYO),JPY,0.0089,6781800000000
38,Micron Technology,半導體," - Micron Technology, Inc. (NASDAQ)",USD,1.0,6625200000000
39,Keyence,電子, - KEYENCE CORPORATION (TYO),JPY,0.0089,6461400000000
40,Vodafone,電信, - Vodafone Group plc (LON),GBP,1.3195,6380046399999
41,VMware,軟體," - VMware, Inc. (NYSE)",USD,1.0,6336400000000
42,Altaba,網路服務, - Altaba Inc (NASDAQ),USD,1.0,6131600000000
43,Automatic Data Processing,資訊服務, - Automatic Data Processing (NASDAQ),USD,1.0,6067800000000
44,America Movil,電信, - America Movil SAB de CV (BMV),MXN,0.0528,5860800000000
45,SK Hynix,半導體, - SK Hynix Inc (KRX),KRW,0.0009,5805000000000
46,Intuit,軟體, - Intuit Inc. (NASDAQ),USD,1.0,5517800000000
47,JD.com,電商, - JD.Com Inc(ADR) (NASDAQ),USD,1.0,5490500000000
48,Hikvision,電子, - 海康威視 (SHE),CNY,0.1495,4975778600000
49,Schneider Electric,機電設備, - Schneider Electric SE (EPA),EUR,1.1707,4751754230000
50,Applied Materials,半導體," - Applied Materials, Inc. (NASDAQ)",USD,1.0,4714900000000
51,Hon Hai Precision,資訊硬體, - 鴻海精密 (TPE),TWD,0.03273295,4713544800000
52,Saudi Telecom,電信, - Saudi Telecom Company SJSC (TADAWUL),SAR,0.26664885,4693019760000
53,Crown Castle International,電信, - CROWN CASTLE In/SH SH (NYSE),USD,1.0,4586700000000
54,Telefónica,電信, - Telefonica SA (BME),EUR,1.1707,4526043270000
55,Nidec,機電設備, - NIDEC CORPORATION (TYO),JPY,0.0089,4485600000000
56,Emerson Electric,機電設備, - Emerson Electric Co. (NYSE),USD,1.0,4453600000000
57,Orange,電信, - Orange SA (EPA),EUR,1.1707,4422085110000
58,Infosys,資訊服務, - Infosys Ltd (NSE),INR,0.0146,4190200000000
59,Philips,工業, - Koninklijke Philips NV (EPA),EUR,1.1707,4108688720000
60,Dassault Systemes,軟體, - Dassault Systemes SE (EPA),EUR,1.1707,3986584710000
61,Murata Manufacturing,電子," - Murata Manufacturing Co., Ltd. (TYO)",JPY,0.0089,3924900000000
62,SingTel,電信, - Singapore Telecommunications Limited (SGX),SGD,0.7344,3921402240000
63,Axiata Group,電信, - Axiata Group Bhd (KLSE),,1.0,3828000000000
64,HP,資訊硬體, - HP Inc (NYSE),USD,1.0,3826600000000
65,eBay,電商, - eBay Inc (NASDAQ),USD,1.0,3774000000000
66,Amadeus IT Group,軟體, - Amadeus It Group SA (BME),EUR,1.1707,3745069300000
67,BCE,電信, - BCE Inc. (USA) (TSE),CAD,0.76,3712600000000
68,China Telecom,電信, - 中國電信 (HKG),HKD,0.1274,3711875440000
69,NXP Semiconductors,半導體, - NXP Semiconductors NV (NASDAQ),USD,1.0,3683400000000
70,Analog Devices,半導體," - Analog Devices, Inc. (NASDAQ)",USD,1.0,3647100000000
71,China Unicom,電信, - 中國聯通 (HKG),HKD,0.1274,3644812080000
72,Ericsson,通訊設備, - ERICSSON/SH B (CPH),DKK,0.1571,3540688380000
73,Equinix,資訊服務, - Equinix Inc (NASDAQ),USD,1.0,3494400000000
74,Netease,網路服務, - NetEase Inc (ADR) (NASDAQ),USD,1.0,3491700000000
75,ServiceNow,軟體, - ServiceNow Inc (NYSE),USD,1.0,3411300000000
76,Hitachi,電子," - Hitachi, Ltd. (TYO)",JPY,0.0089,3408700000000
77,TE Connectivity,電子, - TE Connectivity Ltd (NYSE),USD,1.0,3244600000000
78,Vivendi,電信, - Vivendi SA (EPA),EUR,1.1707,3231132000000
79,Fiserv,軟體, - Fiserv Inc (NASDAQ),USD,1.0,3189700000000
80,Panasonic,資訊硬體, - Panasonic Corporation (TYO),JPY,0.0089,3150600000000
81,Autodesk,軟體," - Autodesk, Inc. (NASDAQ)",USD,1.0,3021300000000
82,Infineon Technologies,半導體, - Infineon Technologies AG (ETR),EUR,1.1707,2975451120000
83,Workday,軟體, - Workday Inc (NASDAQ),USD,1.0,2908200000000
84,Lam Research,半導體, - Lam Research Corporation (NASDAQ),USD,1.0,2884600000000
85,Chunghwa Telecom,電信, - 中華電信 (TPE),TWD,0.03273295,2843949988029
86,Tokyo Electron,半導體, - Tokyo Electron Ltd (TYO),JPY,0.0089,2776800000000
87,Mitsubishi Electric,機電設備, - Mitsubishi Electric Corporation (TYO),JPY,0.0089,2705600000000
88,Amphenol,電子, - Amphenol Corporation (NYSE),USD,1.0,2678600000000
89,Teliasonera,電信, - Telia Company AB (CPH),DKK,0.1571,2670008760000
90,Red Hat,軟體, - Red Hat Inc (NYSE),USD,1.0,2638100000000
91,Corning,材料, - Corning Incorporated (NYSE),USD,1.0,2431500000000
92,Telstra,電信, - Telstra Corporation Ltd (ASX),AUD,0.7405,2430765300000
93,Western Digital,儲存, - Western Digital Corp (NASDAQ),USD,1.0,2396000000000
94,Hewlett Packard Enterprise,資訊硬體, - Hewlett Packard Enterprise Co (NYSE),USD,1.0,2363100000000
95,Capgemini,資訊服務, - Capgemini SE (EPA),EUR,1.1707,2332385610000
