rank,name,industry,exchange,code,rate,market_cap
1,Apple,資訊硬體, - Apple Inc. (NASDAQ),USD,1.0,90760200000000
2,Amazon.com,電商," - Amazon.com, Inc. (NASDAQ)",USD,1.0,83221000000000
3,Alphabet,網路服務, - Alphabet Inc Class A (NASDAQ),USD,1.0,80487900000000
4,Microsoft,軟體, - Microsoft Corporation (NASDAQ),USD,1.0,76937400000000
5,Facebook,網路服務," - Facebook, Inc. Common Stock (NASDAQ)",USD,1.0,57024500000000
6,Alibaba,電商, - Alibaba Group Holding Ltd (NYSE),USD,1.0,51337100000000
7,Tencent Holdings,網路服務, - 騰訊 (HKG),HKD,0.1275,48195000000000
8,Samsung Electronics,半導體, - Samsung Electronics Co Ltd (KRX),KRW,0.0009,30331800000000
9,Intel,半導體, - Intel Corporation (NASDAQ),USD,1.0,24079400000000
10,Cisco Systems,通訊設備," - Cisco Systems, Inc. (NASDAQ)",USD,1.0,20334800000000
11,Verizon Communications,電信, - Verizon Communications Inc. (NYSE),USD,1.0,20264700000000
12,AT&T,電信, - AT&T Inc. (NYSE),USD,1.0,19642100000000
13,Taiwan Semiconductor,半導體, - 台灣積體電路製造 (TPE),TWD,0.03300224,19471321600000
14,Oracle,軟體, - Oracle Corporation (NYSE),USD,1.0,19012400000000
15,China Mobile,電信, - 中國移動 (HKG),HKD,0.1275,17977500000000
16,Netflix,網路服務," - Netflix, Inc. (NASDAQ)",USD,1.0,17548400000000
17,NVIDIA,半導體, - NVIDIA Corporation (NASDAQ),USD,1.0,15479300000000
18,SAP,軟體, - SAP SE (ETR),EUR,1.1538,14193701460000
19,International Business Machines,資訊服務, - IBM Common Stock (NYSE),USD,1.0,13081800000000
20,Adobe Systems,軟體, - Adobe Systems Incorporated (NASDAQ),USD,1.0,12278500000000
21,3M,材料, - 3M Co (NYSE),USD,1.0,11684600000000
22,Siemens,工業, - Siemens AG (ETR),EUR,1.1538,11358814860000
23,Broadcom,半導體, - Broadcom Inc (NASDAQ),USD,1.0,11276400000000
24,General Electric,工業, - General Electric Company (NYSE),USD,1.0,11082500000000
25,Texas Instruments,半導體, - Texas Instruments Incorporated (NASDAQ),USD,1.0,10974600000000
26,Honeywell International,工業, - Honeywell International Inc. (NYSE),USD,1.0,10807800000000
27,Accenture,資訊服務, - Accenture Plc (NYSE),USD,1.0,10389300000000
28,Tata Consultancy Services,資訊服務, - Tata Consultancy Services Limited (NSE),INR,0.0147,10201800000000
29,Salesforce.com,網路服務," - salesforce.com, inc. (NYSE)",USD,1.0,10161300000000
30,Booking Holdings,網路服務, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000
31,Nippon Telegraph & Tel,電信, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.009,9729000000000
32,ASML Holding,半導體, - ASML Holding NV (AMS),EUR,1.1538,8858761020000
33,Qualcomm,半導體," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8697100000000
34,Deutsche Telekom,電信, - Deutsche Telekom AG (ETR),EUR,1.1538,7405549920000
35,Keyence,電子, - KEYENCE CORPORATION (TYO),JPY,0.009,7280999999999
36,Micron Technology,半導體," - Micron Technology, Inc. (NASDAQ)",USD,1.0,6928700000000
37,KDDI,電信, - KDDI Corp (TYO),JPY,0.009,6920999999999
38,Vodafone,電信, - Vodafone Group plc (LON),GBP,1.3206,6545157720000
39,Altaba,網路服務, - Altaba Inc (NASDAQ),USD,1.0,6436600000000
40,Sony,資訊硬體, - Sony Corp (TYO),JPY,0.009,6273000000000
41,VMware,軟體," - VMware, Inc. (NYSE)",USD,1.0,6141500000000
42,Automatic Data Processing,資訊服務, - Automatic Data Processing (NASDAQ),USD,1.0,6124200000000
43,JD.com,電商, - JD.Com Inc(ADR) (NASDAQ),USD,1.0,5884300000000
44,SK Hynix,半導體, - SK Hynix Inc (KRX),KRW,0.0009,5864400000000
45,Intuit,軟體, - Intuit Inc. (NASDAQ),USD,1.0,5309900000000
46,Hikvision,電子, - 海康威視 (SHE),CNY,0.1539,5289789240000
47,America Movil,電信, - America Movil SAB de CV (BMV),MXN,0.049,5194000000000
48,Applied Materials,半導體," - Applied Materials, Inc. (NASDAQ)",USD,1.0,4938400000000
49,Schneider Electric,機電設備, - Schneider Electric SE (EPA),EUR,1.1538,4770732240000
50,Saudi Telecom,電信, - Saudi Telecom Company SJSC (TADAWUL),SAR,0.26664842,4731542888690
51,Hon Hai Precision,資訊硬體, - 鴻海精密 (TPE),TWD,0.03300224,4719320320000
52,Nidec,機電設備, - NIDEC CORPORATION (TYO),JPY,0.009,4545000000000
53,Telefónica,電信, - Telefonica SA (BME),EUR,1.1538,4468436640000
54,Orange,電信, - Orange SA (EPA),EUR,1.1538,4433476500000
55,Emerson Electric,機電設備, - Emerson Electric Co. (NYSE),USD,1.0,4370800000000
56,Crown Castle International,電信, - CROWN CASTLE In/SH SH (NYSE),USD,1.0,4255700000000
57,Infosys,資訊服務, - Infosys Ltd (NSE),INR,0.0147,3983700000000
58,Philips,工業, - Koninklijke Philips NV (AMS),EUR,1.1538,3912074280000
59,Axiata Group,電信, - Axiata Group Bhd (KLSE),,1.0,3855200000000
60,HP,資訊硬體, - HP Inc (NYSE),USD,1.0,3820400000000
61,China Unicom,電信, - 中國聯通 (HKG),HKD,0.1275,3819339000000
62,eBay,電商, - eBay Inc (NASDAQ),USD,1.0,3770400000000
63,NXP Semiconductors,半導體, - NXP Semiconductors NV (NASDAQ),USD,1.0,3768400000000
64,SingTel,電信, - Singapore Telecommunications Limited (SGX),SGD,0.7342,3740528740000
65,Murata Manufacturing,電子," - Murata Manufacturing Co., Ltd. (TYO)",JPY,0.009,3698999999999
66,BCE,電信, - BCE Inc. (USA) (TSE),CAD,0.7501,3664238500000
67,Dassault Systemes,軟體, - Dassault Systemes SE (EPA),EUR,1.1538,3663776520000
68,Analog Devices,半導體," - Analog Devices, Inc. (NASDAQ)",USD,1.0,3643600000000
69,China Telecom,電信, - 中國電信 (HKG),HKD,0.1275,3611603250000
70,Amadeus IT Group,軟體, - Amadeus It Group SA (BME),EUR,1.1538,3586702680000
71,Hitachi,電子," - Hitachi, Ltd. (TYO)",JPY,0.009,3401999999999
72,TE Connectivity,電子, - TE Connectivity Ltd (NYSE),USD,1.0,3346900000000
73,Panasonic,資訊硬體, - Panasonic Corporation (TYO),JPY,0.009,3320999999999
74,Nokia,通訊設備, - Nokia Oyj (HEL),EUR,1.1538,3294329760000
75,Equinix,資訊服務, - Equinix Inc (NASDAQ),USD,1.0,3263500000000
76,Netease,網路服務, - NetEase Inc (ADR) (NASDAQ),USD,1.0,3263500000000
77,Vivendi,電信, - Vivendi SA (EPA),EUR,1.1538,3230986140000
78,ServiceNow,軟體, - ServiceNow Inc (NYSE),USD,1.0,3165100000000
79,Telenor,電信, - Telenor ASA (ADR) (OTCMKTS),,1.0,3161300000000
80,Fiserv,軟體, - Fiserv Inc (NASDAQ),USD,1.0,3100700000000
81,Autodesk,軟體," - Autodesk, Inc. (NASDAQ)",USD,1.0,3020600000000
82,Red Hat,軟體, - Red Hat Inc (NYSE),USD,1.0,2969300000000
83,Lam Research,半導體, - Lam Research Corporation (NASDAQ),USD,1.0,2868300000000
84,Mitsubishi Electric,機電設備, - Mitsubishi Electric Corporation (TYO),JPY,0.009,2826000000000
85,Tokyo Electron,半導體, - Tokyo Electron Ltd (TYO),JPY,0.009,2817000000000
86,Chunghwa Telecom,電信, - 中華電信 (TPE),TWD,0.03300224,2816143843456
87,Workday,軟體, - Workday Inc (NASDAQ),USD,1.0,2734500000000
88,Amphenol,電子, - Amphenol Corporation (NYSE),USD,1.0,2661800000000
89,Ericsson,通訊設備, - ERICSSON/SH B (STO),SEK,0.1118,2555692100000
90,Hewlett Packard Enterprise,資訊硬體, - Hewlett Packard Enterprise Co (NYSE),USD,1.0,2450100000000
91,Tsinghua Tongfang,資訊服務, - 清華同方 (SHA),,1.0,2442100000000
92,Western Digital,儲存, - Western Digital Corp (NASDAQ),USD,1.0,2429300000000
93,Corning,材料, - Corning Incorporated (NYSE),USD,1.0,2348200000000
94,Telstra,電信, - Telstra Corporation Ltd (ASX),AUD,0.7366,2347838840000
95,Swisscom,電信, - Swisscom AG (VTX),CHF,1.0037,2309011850000
96,Microchip Technology,半導體, - Microchip Technology Inc. (NASDAQ),USD,1.0,2300800000000
97,Focus Media Information Technology,資訊硬體, - 分眾傳媒 (SHE),CNY,0.1539,2277750780000
98,Capgemini,資訊服務, - Capgemini SE (EPA),EUR,1.1538,2205373320000
99,Bharti Airtel,電信, - Bharti Airtel Limited (NSE),INR,0.0147,2190300000000
100,Best Buy,電商, - Best Buy Co Inc (NYSE),USD,1.0,2173400000000
101,Naver,網路服務, - Naver Corp (KRX),KRW,0.0009,2144700000000
102,Kyocera,電子, - Kyocera Corp (TYO),JPY,0.009,2105999999999
103,Agilent Technologies,電子, - Agilent Technologies Inc (NYSE),USD,1.0,2040400000000
104,TELUS,電信, - TELUS Corporation (USA) (TSE),CAD,0.7501,2030670720000
105,Teliasonera,電信, - Telia Company AB (STO),SEK,0.1118,2006642300000
106,Toshiba,電子, - Toshiba Corp (TYO),JPY,0.009,1979999999999
107,CenturyLink,電信, - Centurylink Inc (NYSE),USD,1.0,1976500000000
108,Fujifilm Holdings,資訊硬體, - FUJIFILM Holdings Corp (TYO),JPY,0.009,1952999999999
109,Legrand,機電設備, - Legrand SA (EPA),EUR,1.1538,1941268500000
110,LARGAN Precision,電子, - 大立光電 (TPE),TWD,0.03300224,1934568207232
111,HCL Technologies,軟體, - HCL Technologies Ltd (NSE),INR,0.0147,1881600000000
112,Expedia,網路服務, - Expedia Group Inc (NASDAQ),USD,1.0,1852900000000
113,BOE Technology Group,電子, - 京東方A (SHE),CNY,0.1539,1839505140000
114,SBA Communications,電信, - SBA Communications Corporation (NASDAQ),USD,1.0,1829200000000
115,AAC Technologies Holdings,電子, - 瑞聲科技 (HKG),HKD,0.1275,1804227000000
116,Skyworks Solutions,半導體, - Skyworks Solutions Inc (NASDAQ),USD,1.0,1789400000000
117,Dell Technologies,資訊硬體, - Dell Technologies Inc (NYSE),USD,1.0,1772100000000
118,SK Telecom,電信, - SK Telecom Co Ltd (KRX),KRW,0.0009,1758600000000
119,Secom,保全系統, - Secom Co Ltd (TYO),JPY,0.009,1754999999999
120,VeriSign,軟體," - Verisign, Inc. (NASDAQ)",USD,1.0,1741300000000
121,Snap,軟體, - Snap Inc (NYSE),USD,1.0,1732200000000
122,KLA-Tencor,半導體, - KLA-Tencor Corp (NASDAQ),USD,1.0,1732100000000
123,Wipro,資訊服務, - Wipro Limited (NSE),INR,0.0147,1719900000000
124,Xilinx,半導體," - Xilinx, Inc. (NASDAQ)",USD,1.0,1711500000000
125,Harris,通訊設備, - Harris Corporation (NYSE),USD,1.0,1702200000000
126,Advanced Info Service,電信, - Advanced Info Service PCL (BKK),THB,0.0304,1694663200000
127,Ametek,機電設備," - AMETEK, Inc. (NYSE)",USD,1.0,1680300000000
128,Seagate Technology,儲存, - Seagate Technology PLC (NASDAQ),USD,1.0,1673800000000
129,Maxim Integrated Products,半導體, - Maxim Integrated Products Inc. (NASDAQ),USD,1.0,1667800000000
130,Renesas Electronics,半導體, - Renesas Electronics Corporation (TYO),JPY,0.009,1664999999999
131,Mediatek,半導體, - 聯發科技 (TPE),TWD,0.03300224,1618307741312
132,Telecom Italia,電信, - Telecom Italia SpA (BIT),EUR,1.1538,1578629160000
133,Check Point Software,軟體, - Check Point Software Technologies Ltd. (NASDAQ),USD,1.0,1565000000000
134,Advanced Micro Devices,半導體," - Advanced Micro Devices, Inc. (NASDAQ)",USD,1.0,1532600000000
135,CA,軟體," - CA, Inc. (NASDAQ)",USD,1.0,1527600000000
136,Citrix Systems,軟體," - Citrix Systems, Inc. (NASDAQ)",USD,1.0,1447900000000
137,Samsung SDI,電子, - Samsung SDI Co Ltd (KRX),KRW,0.0009,1418400000000
138,Samsung SDS,資訊服務, - Samsung SDS Co Ltd (KRX),KRW,0.0009,1399500000000
139,Akamai Technologies,資訊服務," - Akamai Technologies, Inc. (NASDAQ)",USD,1.0,1383400000000
140,Liberty Broadband,電信, - Liberty Broadband Corp Series A (NASDAQ),USD,1.0,1361200000000
141,TDK,電子, - TDK Corp (TYO),JPY,0.009,1341000000000
142,Symantec,軟體, - Symantec Corporation (NASDAQ),USD,1.0,1291600000000
143,CDW,軟體, - CDW common stock (NASDAQ),USD,1.0,1282200000000
144,Olympus,資訊硬體, - Olympus Corp (TYO),JPY,0.009,1269000000000
145,LG Electronics,資訊硬體, - LG Electronics Inc. (KRX),KRW,0.0009,1265400000000
146,Fujitsu,資訊硬體, - Fujitsu Ltd (TYO),JPY,0.009,1260000000000
147,Nomura Research Institute,資訊服務, - Nomura Research Institute Ltd (TYO),JPY,0.009,1251000000000
148,Garmin,資訊硬體, - Garmin Ltd. (NASDAQ),USD,1.0,1181000000000
149,Sharp,資訊硬體, - Sharp Corporation (TYO),JPY,0.009,1179000000000
150,KPN,電信, - Koninklijke KPN N.V. (AMS),EUR,1.1538,1175952960000
151,F5 Networks,資訊服務," - F5 Networks, Inc. (NASDAQ)",USD,1.0,1086500000000
152,OMRON,電子, - OMRON Corporation (TYO),JPY,0.009,1025999999999
153,Amdocs,軟體, - Amdocs Limited (NASDAQ),USD,1.0,995400000000
154,Liberty Interactive,電商, - Qurate Retail Inc Series A (NASDAQ),USD,1.0,995000000000
155,Delta Electronics,電子, - 台達電子 (TPE),TWD,0.03300224,947259994496
156,Open Text,軟體, - Open Text Corp (USA) (NASDAQ),USD,1.0,942400000000
157,Juniper Networks,通訊設備," - Juniper Networks, Inc. (NYSE)",USD,1.0,935700000000
158,Nanya Technology,半導體, - 南亞科技 (TPE),TWD,0.03300224,934012895360
159,Rakuten,電商, - Rakuten Inc (TYO),JPY,0.009,908999999999
160,ZTE,通訊設備, - 中興通訊 (SHE),CNY,0.1539,884340180000
161,Proximus,電信, - Proximus NV (EBR),EUR,1.1538,815159700000
162,Flextronics International,電子, - Flex Ltd (NASDAQ),USD,1.0,765100000000
163,Legend Holding,資訊硬體, - 聯想控股 (HKG),HKD,0.1275,730014000000
164,NEC,電子, - NEC Corp (TYO),JPY,0.009,723204000000
165,Quanta Computer,資訊硬體, - 廣達電腦 (TPE),TWD,0.03300224,694690551552
166,Arrow Electronics,電子," - Arrow Electronics, Inc. (NYSE)",USD,1.0,677900000000
167,KT Corp,電信, - KT Corp (KRX),KRW,0.0009,650700000000
168,LG Display,電子, - LG Display Co Ltd (KRX),KRW,0.0009,612000000000
169,China Railway Signal & Communication Corporation,機電設備, - 中國通號 (HKG),HKD,0.1275,607422750000
170,TCL Corp,資訊硬體, - TCL集團 (SHE),CNY,0.1539,583881210000
171,LG Uplus,電信, - LG Uplus Corp (KRX),KRW,0.0009,567900000000
172,Pegatron,資訊硬體, - 和碩聯合科技 (TPE),TWD,0.03300224,560572748416
173,G4S,保全系統, - G4S plc (LON),GBP,1.3206,554519940000
174,Altice,電信, - Altice N.V/EQ (AMS),EUR,1.1538,540093780000
175,Turkcell,電信, - Turkcell Iletisim Hizmetleri A.S. (IST),TRY,0.2107,534461620000
176,Avnet,電子," - Avnet, Inc. (NASDAQ)",USD,1.0,500900000000
177,Konica Minolta Business Solutions,資訊硬體, - Konica Minolta Inc (TYO),JPY,0.009,470041199999
178,Yamada Denki,電子通路, - Yamada Denki Co Ltd (TYO),JPY,0.009,467974799999
179,Jabil Circuit,電子, - Jabil Inc (NYSE),USD,1.0,459300000000
180,SYNNEX,資訊服務, - SYNNEX Corporation (NYSE),USD,1.0,450300000000
181,China Communications Services,電信, - 中國通信服務股份有限公司 (HKG),HKD,0.1275,433589250000
182,VEON,電信, - VEON Ltd (ADR) (NASDAQ),USD,1.0,413900000000
183,Innolux,電子, - 群創光電 (TPE),TWD,0.03300224,367852867712
184,Tech Data,電子, - Tech Data Corp (NASDAQ),USD,1.0,327100000000
185,Inventec,資訊硬體, - 英業達集團 (TPE),TWD,0.03300224,293617629056
186,中國長城科技,資訊硬體, - 中國長城 (SHE),CNY,0.1539,288624060000
187,WPG Holdings,電子通路, - 大聯大投資控股股份有限公司 (TPE),TWD,0.03300224,264113626496
188,Wistron,資訊硬體, - 緯創資通 (TPE),TWD,0.03300224,206372907392
189,Intelsat,電信, - Intelsat SA (NYSE),USD,1.0,194400000000
190,Sistema,電信, - AFK Sistema PAO (MCX),RUB,0.0157,139337500000
191,Frontier Communications,電信, - Frontier Communications Corp (NASDAQ),USD,1.0,56900000000
192,Softbank,電信, - SoftBank Group Corp (TYO),JPY,0.009,32322599999
193,ATOS,資訊服務, - Atossa Genetics Inc (NASDAQ),USD,1.0,632740000
194,AU Optronics,電子, - AU Optronics Corp (ADR) (NYSE),USD,1.0,0
195,Compal Electronics,資訊硬體,,,1.0,0
196,Synnex Technology Intl,電子通路,,,1.0,0
197,Taiwan Mobile,電信,,,1.0,0
198,Asustek Computer,資訊硬體,,,1.0,0
199,Emirates Integrated Telecom,電信,,,1.0,0
200,Etisalat,電信,,,1.0,0
201,STMicroelectronics,半導體,,,1.0,0
202,CGI Group,資訊服務, - CGI (TSE),CAD,0.7501,0
203,NetApp,儲存,,,1.0,0
204,Maxis,電信,,,1.0,0
205,BT Group,電信, - BT Group plc (ADR) (NYSE),USD,1.0,0
206,ABB,工業, - ABB India Ltd (NSE),INR,0.0147,0
207,Advanced Semiconductor,半導體,,,1.0,0
208,Telkom Indonesia,電信,,,1.0,0
209,Rogers Communications,電信, - Rogers Communications Inc. (USA) Class B (TSE),CAD,0.7501,0
210,Ooredoo Telecom,電信,,,1.0,0
211,Infineon Technologies,半導體,,,1.0,0
212,Level 3 Communications,電信,,,1.0,0
213,Baidu,網路服務, - Baidu Inc (ADR) (NASDAQ),USD,1.0,0
214,Lenovo Group,資訊硬體,,,1.0,0
215,MTN Group,電信, - MTN Group Limited (JSE),ZAC,,0
