rank,name,industry,exchange,code,rate,market_cap
1,Apple,資訊硬體, - Apple Inc. (NASDAQ),USD,1.0,90326900000000.0
2,Amazon.com,電商," - Amazon.com, Inc. (NASDAQ)",USD,1.0,80494300000000.0
3,Alphabet,網路服務, - Alphabet Inc Class A (NASDAQ),USD,1.0,77289600000000.0
4,Microsoft,軟體, - Microsoft Corporation (NASDAQ),USD,1.0,74926700000000.0
5,Facebook,網路服務," - Facebook, Inc. Common Stock (NASDAQ)",USD,1.0,56136600000000.0
6,Tencent Holdings,網路服務, - 騰訊 (HKG),HKD,0.1275,47685000000000.0
7,Alibaba,電商, - Alibaba Group Holding Ltd (NYSE),USD,1.0,46669600000000.0
8,Samsung Electronics,半導體, - Samsung Electronics Co Ltd (KRX),KRW,0.0009,30110400000000.0
9,AT&T,電信, - AT&T Inc. (NYSE),USD,1.0,23129200000000.0
10,Intel,半導體, - Intel Corporation (NASDAQ),USD,1.0,22934400000000.0
11,Verizon Communications,電信, - Verizon Communications Inc. (NYSE),USD,1.0,20154100000000.0
12,Cisco Systems,通訊設備," - Cisco Systems, Inc. (NASDAQ)",USD,1.0,19949000000000.0
13,Taiwan Semiconductor,半導體, - 台灣積體電路製造 (TPE),TWD,0.03279922,18400362420000.0
14,China Mobile,電信, - 中國移動 (HKG),HKD,0.1275,18232500000000.0
15,Oracle,軟體, - Oracle Corporation (NYSE),USD,1.0,17826700000000.0
16,Netflix,網路服務," - Netflix, Inc. (NASDAQ)",USD,1.0,16798700000000.0
17,SAP,軟體, - SAP SE (ETR),EUR,1.1658,14560492260000.0
18,NVIDIA,半導體, - NVIDIA Corporation (NASDAQ),USD,1.0,14073000000000.0
19,International Business Machines,資訊服務, - IBM Common Stock (NYSE),USD,1.0,12589600000000.0
20,General Electric,工業, - General Electric Company (NYSE),USD,1.0,11931900000000.0
21,Adobe Systems,軟體, - Adobe Systems Incorporated (NASDAQ),USD,1.0,11900300000000.0
22,3M,材料, - 3M Co (NYSE),USD,1.0,11616500000000.0
23,Siemens,工業, - Siemens AG (ETR),EUR,1.1658,11407119840000.0
24,Texas Instruments,半導體, - Texas Instruments Incorporated (NASDAQ),USD,1.0,10760900000000.0
25,Honeywell International,工業, - Honeywell International Inc. (NYSE),USD,1.0,10760300000000.0
26,Broadcom,半導體, - Broadcom Inc (NASDAQ),USD,1.0,10571900000000.0
27,Tata Consultancy Services,資訊服務, - Tata Consultancy Services Limited (NSE),INR,0.0146,10307600000000.0
28,Booking Holdings,網路服務, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000.0
29,Accenture,資訊服務, - Accenture Plc (NYSE),USD,1.0,9934500000000.0
30,Salesforce.com,網路服務," - salesforce.com, inc. (NYSE)",USD,1.0,9869600000000.0
31,Nippon Telegraph & Tel,電信, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.009,9450000000000.0
32,ASML Holding,半導體, - ASML Holding NV (AMS),EUR,1.1658,8790831480000.0
33,Baidu,網路服務, - Baidu Inc (ADR) (NASDAQ),USD,1.0,8501800000000.0
34,Qualcomm,半導體," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8211800000000.0
35,Softbank,電信, - SoftBank Group Corp (TYO),JPY,0.009,7973999999999.0
36,Deutsche Telekom,電信, - Deutsche Telekom AG (ETR),EUR,1.1658,7404928440000.0
37,KDDI,電信, - KDDI Corp (TYO),JPY,0.009,6884999999999.0
38,Keyence,電子, - KEYENCE CORPORATION (TYO),JPY,0.009,6839999999999.0
39,Sony,資訊硬體, - Sony Corp (TYO),JPY,0.009,6542999999999.0
40,Vodafone,電信, - Vodafone Group plc (LON),GBP,1.3157,6483243320000.0
41,Micron Technology,半導體," - Micron Technology, Inc. (NASDAQ)",USD,1.0,5981300000000.0
42,Altaba,網路服務, - Altaba Inc (NASDAQ),USD,1.0,5884800000000.0
43,Automatic Data Processing,資訊服務, - Automatic Data Processing (NASDAQ),USD,1.0,5857200000000.0
44,VMware,軟體," - VMware, Inc. (NYSE)",USD,1.0,5817500000000.0
45,SK Hynix,半導體, - SK Hynix Inc (KRX),KRW,0.0009,5601600000000.0
46,JD.com,電商, - JD.Com Inc(ADR) (NASDAQ),USD,1.0,5509100000000.0
47,America Movil,電信, - America Movil SAB de CV (BMV),MXN,0.0509,5446300000000.0
48,Hikvision,電子, - 海康威視 (SHE),CNY,0.1511,5176821990000.0
49,Intuit,軟體, - Intuit Inc. (NASDAQ),USD,1.0,5093200000000.0
50,Schneider Electric,機電設備, - Schneider Electric SE (EPA),EUR,1.1658,4873277160000.0
51,Saudi Telecom,電信, - Saudi Telecom Company SJSC (TADAWUL),SAR,0.26663963,4799513340000.0
52,Hon Hai Precision,資訊硬體, - 鴻海精密 (TPE),TWD,0.03279922,4723087680000.0
53,Applied Materials,半導體," - Applied Materials, Inc. (NASDAQ)",USD,1.0,4652100000000.0
54,Orange,電信, - Orange SA (EPA),EUR,1.1658,4493576100000.0
55,Nidec,機電設備, - NIDEC CORPORATION (TYO),JPY,0.009,4491000000000.0
56,Crown Castle International,電信, - CROWN CASTLE In/SH SH (NYSE),USD,1.0,4463500000000.0
57,Telefónica,電信, - Telefonica SA (BME),EUR,1.1658,4445311980000.0
58,Emerson Electric,機電設備, - Emerson Electric Co. (NYSE),USD,1.0,4353900000000.0
59,Infosys,資訊服務, - Infosys Ltd (NSE),INR,0.0146,4146400000000.0
60,Philips,工業, - Koninklijke Philips NV (AMS),EUR,1.1658,4040196480000.0
61,China Unicom,電信, - 中國聯通 (HKG),HKD,0.1275,3823240500000.0
62,Murata Manufacturing,電子," - Murata Manufacturing Co., Ltd. (TYO)",JPY,0.009,3788999999999.0
63,China Telecom,電信, - 中國電信 (HKG),HKD,0.1275,3787030500000.0
64,NXP Semiconductors,半導體, - NXP Semiconductors NV (NASDAQ),USD,1.0,3750300000000.0
65,Dassault Systemes,軟體, - Dassault Systemes SE (EPA),EUR,1.1658,3710508240000.0
66,SingTel,電信, - Singapore Telecommunications Limited (SGX),SGD,0.7334,3688561960000.0
67,BCE,電信, - BCE Inc. (USA) (TSE),CAD,0.755,3688175000000.0
68,HP,資訊硬體, - HP Inc (NYSE),USD,1.0,3676800000000.0
69,eBay,電商, - eBay Inc (NASDAQ),USD,1.0,3620100000000.0
70,Analog Devices,半導體," - Analog Devices, Inc. (NASDAQ)",USD,1.0,3578000000000.0
71,Amadeus IT Group,軟體, - Amadeus It Group SA (BME),EUR,1.1658,3504744540000.0
72,Axiata Group,電信, - Axiata Group Bhd (KLSE),,1.0,3438900000000.0
73,Hitachi,電子," - Hitachi, Ltd. (TYO)",JPY,0.009,3419999999999.0
74,Equinix,資訊服務, - Equinix Inc (NASDAQ),USD,1.0,3393200000000.0
75,Panasonic,資訊硬體, - Panasonic Corporation (TYO),JPY,0.009,3338999999999.0
