rank,name,industry,exchange,code,rate,market_cap
27,Tata Consultancy Services,資訊服務, - Tata Consultancy Services Limited (NSE),INR,0.0145,10541500000000
28,Accenture,資訊服務, - Accenture Plc (NYSE),USD,1.0,10520800000000
29,Salesforce.com,網路服務," - salesforce.com, inc. (NYSE)",USD,1.0,10231900000000
30,Booking Holdings,網路服務, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000
31,Nippon Telegraph & Tel,電信, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.009,9369000000000
32,Baidu,網路服務, - Baidu Inc (ADR) (NASDAQ),USD,1.0,8883700000000
33,ASML Holding,半導體, - ASML Holding NV (EPA),EUR,1.1724,8346432840000
34,Qualcomm,半導體," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8277700000000
35,Deutsche Telekom,電信, - Deutsche Telekom AG (ETR),EUR,1.1724,7697978400000
36,KDDI,電信, - KDDI Corp (TYO),JPY,0.009,7019999999999
37,Vodafone,電信, - Vodafone Group plc (LON),GBP,1.3233,6780589200000
38,VMware,軟體," - VMware, Inc. (NYSE)",USD,1.0,6524000000000
39,Keyence,電子, - KEYENCE CORPORATION (TYO),JPY,0.009,6470999999999
40,Sony,資訊硬體, - Sony Corp (TYO),JPY,0.009,6219000000000
41,Altaba,網路服務, - Altaba Inc (NASDAQ),USD,1.0,6087400000000
42,Micron Technology,半導體," - Micron Technology, Inc. (NASDAQ)",USD,1.0,6005200000000
43,Automatic Data Processing,資訊服務, - Automatic Data Processing (NASDAQ),USD,1.0,5901900000000
44,JD.com,電商, - JD.Com Inc(ADR) (NASDAQ),USD,1.0,5644100000000
45,SK Hynix,半導體, - SK Hynix Inc (KRX),KRW,0.0009,5589000000000
46,America Movil,電信, - America Movil SAB de CV (BMV),MXN,0.0522,5585400000000
47,Intuit,軟體, - Intuit Inc. (NASDAQ),USD,1.0,5312300000000
48,Schneider Electric,機電設備, - Schneider Electric SE (EPA),EUR,1.1724,4722427200000
49,Saudi Telecom,電信, - Saudi Telecom Company SJSC (TADAWUL),SAR,0.26665822,4709237496844
50,Telefónica,電信, - Telefonica SA (BME),EUR,1.1724,4647393600000
51,Orange,電信, - Orange SA (EPA),EUR,1.1724,4606125120000
52,Crown Castle International,電信, - CROWN CASTLE In/SH SH (NYSE),USD,1.0,4604500000000
53,Hon Hai Precision,資訊硬體, - 鴻海精密 (TPE),TWD,0.03277951,4556351890000
54,Applied Materials,半導體," - Applied Materials, Inc. (NASDAQ)",USD,1.0,4553800000000
55,Hikvision,電子, - 海康威視 (SHE),CNY,0.1504,4510285440000
56,Nidec,機電設備, - NIDEC CORPORATION (TYO),JPY,0.009,4364999999999
57,Emerson Electric,機電設備, - Emerson Electric Co. (NYSE),USD,1.0,4352500000000
58,Infosys,資訊服務, - Infosys Ltd (NSE),INR,0.0145,4234000000000
59,Philips,工業, - Koninklijke Philips NV (EPA),EUR,1.1724,4077607200000
60,SingTel,電信, - Singapore Telecommunications Limited (SGX),SGD,0.7351,3877137930000
61,Murata Manufacturing,電子," - Murata Manufacturing Co., Ltd. (TYO)",JPY,0.009,3851999999999
62,China Telecom,電信, - 中國電信 (HKG),HKD,0.1274,3732501500000
63,NXP Semiconductors,半導體, - NXP Semiconductors NV (NASDAQ),USD,1.0,3729300000000
64,BCE,電信, - BCE Inc. (USA) (TSE),CAD,0.7614,3719439000000
65,HP,資訊硬體, - HP Inc (NYSE),USD,1.0,3702100000000
66,eBay,電商, - eBay Inc (NASDAQ),USD,1.0,3685200000000
67,China Unicom,電信, - 中國聯通 (HKG),HKD,0.1274,3668202720000
68,Dassault Systemes,軟體, - Dassault Systemes SE (EPA),EUR,1.1724,3661053480000
69,Ericsson,通訊設備, - ERICSSON/SH B (CPH),DKK,0.1573,3527326660000
70,Analog Devices,半導體," - Analog Devices, Inc. (NASDAQ)",USD,1.0,3519500000000
71,Equinix,資訊服務, - Equinix Inc (NASDAQ),USD,1.0,3497300000000
72,Axiata Group,電信, - Axiata Group Bhd (KLSE),,1.0,3484100000000
73,Amadeus IT Group,軟體, - Amadeus It Group SA (BME),EUR,1.1724,3461393760000
74,Netease,網路服務, - NetEase Inc (ADR) (NASDAQ),USD,1.0,3337700000000
75,Hitachi,電子," - Hitachi, Ltd. (TYO)",JPY,0.009,3302999999999
76,ServiceNow,軟體, - ServiceNow Inc (NYSE),USD,1.0,3192500000000
77,Vivendi,電信, - Vivendi SA (EPA),EUR,1.1724,3151880160000
78,TE Connectivity,電子, - TE Connectivity Ltd (NYSE),USD,1.0,3146900000000
79,Panasonic,資訊硬體, - Panasonic Corporation (TYO),JPY,0.009,3114000000000
80,Fiserv,軟體, - Fiserv Inc (NASDAQ),USD,1.0,3064100000000
81,BT Group,電信, - BT Group - CLASS A Common Stock (LON),GBP,1.3233,3034194570000
82,Autodesk,軟體," - Autodesk, Inc. (NASDAQ)",USD,1.0,2934300000000
83,Chunghwa Telecom,電信, - 中華電信 (TPE),TWD,0.03277951,2847995279134
84,Teliasonera,電信, - Telia Company AB (CPH),DKK,0.1573,2826555160000
85,Lam Research,半導體, - Lam Research Corporation (NASDAQ),USD,1.0,2755500000000
86,Mitsubishi Electric,機電設備, - Mitsubishi Electric Corporation (TYO),JPY,0.009,2727000000000
87,Workday,軟體, - Workday Inc (NASDAQ),USD,1.0,2719700000000
88,Tokyo Electron,半導體, - Tokyo Electron Ltd (TYO),JPY,0.009,2691000000000
89,Amphenol,電子, - Amphenol Corporation (NYSE),USD,1.0,2630400000000
90,Telstra,電信, - Telstra Corporation Ltd (ASX),AUD,0.7416,2469602160000
91,Red Hat,軟體, - Red Hat Inc (NYSE),USD,1.0,2433200000000
92,Swisscom,電信, - Swisscom AG (SWX),CHF,1.0077,2389155930000
93,Western Digital,儲存, - Western Digital Corp (NASDAQ),USD,1.0,2312600000000
94,Corning,材料, - Corning Incorporated (NYSE),USD,1.0,2294600000000
95,Hewlett Packard Enterprise,資訊硬體, - Hewlett Packard Enterprise Co (NYSE),USD,1.0,2264000000000
96,Naver,網路服務, - Naver Corp (KRX),KRW,0.0009,2222100000000
97,Capgemini,資訊服務, - Capgemini SE (EPA),EUR,1.1724,2210325720000
98,Microchip Technology,半導體, - Microchip Technology Inc. (NASDAQ),USD,1.0,2142300000000
99,Bharti Airtel,電信, - Bharti Airtel Limited (NSE),INR,0.0145,2117000000000
100,Kyocera,電子, - Kyocera Corp (TYO),JPY,0.009,2078999999999
101,CenturyLink,電信, - Centurylink Inc (NYSE),USD,1.0,2076500000000
102,Best Buy,電商, - Best Buy Co Inc (NYSE),USD,1.0,2066100000000
103,NetApp,儲存, - NetApp Inc. (NASDAQ),USD,1.0,2062900000000
104,TELUS,電信, - TELUS Corporation (USA) (TSE),CAD,0.7614,2061262080000
105,Toshiba,電子, - Toshiba Corp (TYO),JPY,0.009,2033999999999
106,LARGAN Precision,電子, - 大立光電 (TPE),TWD,0.03277951,2024842779915
107,Agilent Technologies,電子, - Agilent Technologies Inc (NYSE),USD,1.0,1968000000000
108,Fujifilm Holdings,資訊硬體, - FUJIFILM Holdings Corp (TYO),JPY,0.009,1961999999999
109,Legrand,機電設備, - Legrand SA (EPA),EUR,1.1724,1960018320000
110,SBA Communications,電信, - SBA Communications Corporation (NASDAQ),USD,1.0,1912400000000
111,HCL Technologies,軟體, - HCL Technologies Ltd (NSE),INR,0.0145,1885000000000
112,Dell Technologies,資訊硬體, - Dell Technologies Inc (NYSE),USD,1.0,1883000000000
113,Expedia,網路服務, - Expedia Group Inc (NASDAQ),USD,1.0,1880400000000
114,Advanced Info Service,電信, - Advanced Info Service PCL (BKK),THB,0.0301,1758481130000
115,Secom,保全系統, - Secom Co Ltd (TYO),JPY,0.009,1754999999999
116,Focus Media Information Technology,資訊硬體, - 分眾傳媒 (SHE),CNY,0.1504,1751332800000
117,Harris,通訊設備, - Harris Corporation (NYSE),USD,1.0,1741100000000
118,Skyworks Solutions,半導體, - Skyworks Solutions Inc (NASDAQ),USD,1.0,1735100000000
119,BOE Technology Group,電子, - 京東方A (SHE),CNY,0.1504,1725433920000
120,VeriSign,軟體," - Verisign, Inc. (NASDAQ)",USD,1.0,1724700000000
121,Wipro,資訊服務, - Wipro Limited (NSE),INR,0.0145,1711000000000
122,Snap,軟體, - Snap Inc (NYSE),USD,1.0,1698300000000
123,Ametek,機電設備," - AMETEK, Inc. (NYSE)",USD,1.0,1661100000000
124,SK Telecom,電信, - SK Telecom Co Ltd (KRX),KRW,0.0009,1653300000000
125,AAC Technologies Holdings,電子, - 瑞聲科技 (HKG),HKD,0.1274,1648683400000
126,Xilinx,半導體," - Xilinx, Inc. (NASDAQ)",USD,1.0,1636700000000
127,Seagate Technology,儲存, - Seagate Technology PLC (NASDAQ),USD,1.0,1635100000000
128,Check Point Software,軟體, - Check Point Software Technologies Ltd. (NASDAQ),USD,1.0,1623200000000
129,Maxim Integrated Products,半導體, - Maxim Integrated Products Inc. (NASDAQ),USD,1.0,1615200000000
130,KLA-Tencor,半導體, - KLA-Tencor Corp (NASDAQ),USD,1.0,1593300000000
131,Renesas Electronics,半導體, - Renesas Electronics Corporation (TYO),JPY,0.009,1584000000000
132,Telecom Italia,電信, - Telecom Italia SpA (BIT),EUR,1.1724,1569843600000
133,Advanced Micro Devices,半導體," - Advanced Micro Devices, Inc. (NASDAQ)",USD,1.0,1523900000000
134,MTN Group,電信, - MTN Group Limited (JSE),ZAR,0.0736,1523674560000
135,CA,軟體," - CA, Inc. (NASDAQ)",USD,1.0,1522200000000
136,Mediatek,半導體, - 聯發科技 (TPE),TWD,0.03277951,1475379521492
137,Citrix Systems,軟體," - Citrix Systems, Inc. (NASDAQ)",USD,1.0,1453400000000
138,Samsung SDI,電子, - Samsung SDI Co Ltd (KRX),KRW,0.0009,1444500000000
139,Liberty Broadband,電信, - Liberty Broadband Corp Series A (NASDAQ),USD,1.0,1426600000000
140,Samsung SDS,資訊服務, - Samsung SDS Co Ltd (KRX),KRW,0.0009,1347300000000
141,Symantec,軟體, - Symantec Corporation (NASDAQ),USD,1.0,1305000000000
142,TDK,電子, - TDK Corp (TYO),JPY,0.009,1305000000000
143,Fujitsu,資訊硬體, - Fujitsu Ltd (TYO),JPY,0.009,1296000000000
144,Akamai Technologies,資訊服務," - Akamai Technologies, Inc. (NASDAQ)",USD,1.0,1282100000000
145,Olympus,資訊硬體, - Olympus Corp (TYO),JPY,0.009,1278000000000
146,CDW,軟體, - CDW common stock (NASDAQ),USD,1.0,1262300000000
147,Nomura Research Institute,資訊服務, - Nomura Research Institute Ltd (TYO),JPY,0.009,1233000000000
148,Garmin,資訊硬體, - Garmin Ltd. (NASDAQ),USD,1.0,1216200000000
149,KPN,電信, - Koninklijke KPN N.V. (EPA),EUR,1.1724,1206165120000
150,LG Electronics,資訊硬體, - LG Electronics Inc. (KRX),KRW,0.0009,1163700000000
151,F5 Networks,資訊服務," - F5 Networks, Inc. (NASDAQ)",USD,1.0,1075100000000
152,Sharp,資訊硬體, - Sharp Corporation (TYO),JPY,0.009,1052999999999
153,Liberty Interactive,電商, - Qurate Retail Inc Series A (NASDAQ),USD,1.0,1012600000000
154,Amdocs,軟體, - Amdocs Limited (NASDAQ),USD,1.0,961200000000
155,Open Text,軟體, - Open Text Corp (USA) (NASDAQ),USD,1.0,959600000000
156,Juniper Networks,通訊設備," - Juniper Networks, Inc. (NYSE)",USD,1.0,955200000000
157,Rakuten,電商, - Rakuten Inc (TYO),JPY,0.009,953999999999
158,OMRON,電子, - OMRON Corporation (TYO),JPY,0.009,944999999999
159,Delta Electronics,電子, - 台達電子 (TPE),TWD,0.03277951,844649301876
160,Proximus,電信, - Proximus NV (EPA),EUR,1.1724,803797440000
161,Nanya Technology,半導體, - 南亞科技 (TPE),TWD,0.03277951,795322695228
162,ZTE,通訊設備, - 中興通訊 (SHE),CNY,0.1504,791825920000
163,Flextronics International,電子, - Flex Ltd (NASDAQ),USD,1.0,732500000000
164,NEC,電子, - NEC Corp (TYO),JPY,0.009,703043100000
165,Legend Holding,資訊硬體, - 聯想控股 (HKG),HKD,0.1274,691922140000
166,Arrow Electronics,電子," - Arrow Electronics, Inc. (NYSE)",USD,1.0,663900000000
167,Quanta Computer,資訊硬體, - 廣達電腦 (TPE),TWD,0.03277951,654554367484
168,KT Corp,電信, - KT Corp (KRX),KRW,0.0009,647100000000
169,Asustek Computer,資訊硬體, - 華碩 (TPE),TWD,0.03277951,628160306032
170,Turkcell,電信, - Turkcell Iletisim Hizmetleri A.S. (IST),TRY,0.217,595730100000
171,China Railway Signal & Communication Corporation,機電設備, - 中國通號 (HKG),HKD,0.1274,585670540000
172,LG Display,電子, - LG Display Co Ltd (KRX),KRW,0.0009,579600000000
173,TCL Corp,資訊硬體, - TCL集團 (SHE),CNY,0.1504,558375040000
174,G4S,保全系統, - G4S plc (LON),GBP,1.3233,545331929999
175,Altice,電信, - Altice N.V/EQ (EPA),EUR,1.1724,538366080000
176,LG Uplus,電信, - LG Uplus Corp (KRX),KRW,0.0009,536400000000
177,Pegatron,資訊硬體, - 和碩聯合科技 (TPE),TWD,0.03277951,534519079814
178,VEON,電信, - VEON Ltd (ADR) (NASDAQ),USD,1.0,528600000000
179,Avnet,電子," - Avnet, Inc. (NASDAQ)",USD,1.0,508000000000
180,Yamada Denki,電子通路, - Yamada Denki Co Ltd (TYO),JPY,0.009,473192999999
181,Jabil Circuit,電子, - Jabil Inc (NYSE),USD,1.0,466200000000
182,Konica Minolta Business Solutions,資訊硬體, - Konica Minolta Inc (TYO),JPY,0.009,443802599999
183,Nokia,通訊設備, - Nokia Oyj (CPH),DKK,0.1573,431112110000
184,AU Optronics,電子, - 友達光電 (TPE),TWD,0.03277951,410120839365
185,SYNNEX,資訊服務, - SYNNEX Corporation (NYSE),USD,1.0,401400000000
186,Tsinghua Tongfang,資訊服務, - 清華同方 (SHA),CNY,0.1504,393611840000
187,China Communications Services,電信, - 中國通信服務股份有限公司 (HKG),HKD,0.1274,391780480000
188,Innolux,電子, - 群創光電 (TPE),TWD,0.03277951,363741110666
189,Tech Data,電子, - Tech Data Corp (NASDAQ),USD,1.0,314600000000
190,中國長城科技,資訊硬體, - 中國長城 (SHE),CNY,0.1504,308184640000
191,Inventec,資訊硬體, - 英業達集團 (TPE),TWD,0.03277951,282228303149
192,WPG Holdings,電子通路, - 大聯大投資控股股份有限公司 (TPE),TWD,0.03277951,256348880003
193,Intelsat,電信, - Intelsat SA (NYSE),USD,1.0,208800000000
194,Wistron,資訊硬體, - 緯創資通 (TPE),TWD,0.03277951,197663723251
195,Sistema,電信, - AFK Sistema PAO (MCX),RUB,0.0158,139733620000
196,Frontier Communications,電信, - Frontier Communications Corp (NASDAQ),USD,1.0,41900000000
197,Softbank,電信, - SoftBank Group Corp (TYO),JPY,0.009,29759399999
198,ATOS,資訊服務, - Atossa Genetics Inc (NASDAQ),USD,1.0,679940000
199,Rogers Communications,電信, - Rogers Communications Inc. (USA) Class B (TSE),CAD,0.7614,597976
200,CGI Group,資訊服務, - CGI (TSE),CAD,0.7614,343053
201,Telenor,電信, - Telenor ASA (SWX),CHF,1.0077,242376
202,ABB,工業, - ABB India Ltd (NSE),INR,0.0145,337
203,Taiwan Mobile,電信,,,1.0,0
204,Synnex Technology Intl,電子通路,,,1.0,0
205,Maxis,電信,,,1.0,0
206,Etisalat,電信,,,1.0,0
207,Compal Electronics,資訊硬體,,,1.0,0
208,Ooredoo Telecom,電信,,,1.0,0
209,Emirates Integrated Telecom,電信,,,1.0,0
210,Telkom Indonesia,電信,,,1.0,0
211,STMicroelectronics,半導體,,,1.0,0
212,Level 3 Communications,電信,,,1.0,0
213,Lenovo Group,資訊硬體,,,1.0,0
214,Infineon Technologies,半導體,,,1.0,0
215,Advanced Semiconductor,半導體,,,1.0,0
