rank,lift,name,exchange,code,rate,market_cap
1,+ 0,Apple, - Apple Inc. (NASDAQ),USD,1.0,94596800000000.0
2,+ 0,Amazon.com," - Amazon.com, Inc. (NASDAQ)",USD,1.0,80322500000000.0
3,+ 0,Alphabet, - Alphabet Inc Class A (NASDAQ),USD,1.0,79584400000000.0
4,+ 0,Microsoft, - Microsoft Corporation (NASDAQ),USD,1.0,78038200000000.0
5,+ 0,Facebook," - Facebook, Inc. Common Stock (NASDAQ)",USD,1.0,56054500000000.0
6,+ 0,Alibaba, - Alibaba Group Holding Ltd (NYSE),USD,1.0,53392400000000.0
7,+ 0,Tencent Holdings, - 騰訊 (HKG),HKD,0.1275,50235000000000.0
8,+ 0,Samsung Electronics, - Samsung Electronics Co Ltd (KRX),KRW,0.0009,32819400000000.0
9,+ 0,Intel, - Intel Corporation (NASDAQ),USD,1.0,26603900000000.0
10,+ 0,Cisco Systems," - Cisco Systems, Inc. (NASDAQ)",USD,1.0,20427800000000.0
11,+ 0,Taiwan Semiconductor, - 台灣積體電路製造 (TPE),TWD,0.03354226,19924102440000.0
12,+ 0,AT&T, - AT&T Inc. (NYSE),USD,1.0,19903000000000.0
13,+ 0,Verizon Communications, - Verizon Communications Inc. (NYSE),USD,1.0,19742200000000.0
14,+ 0,Oracle, - Oracle Corporation (NYSE),USD,1.0,19378700000000.0
15,+ 0,China Mobile, - 中國移動 (HKG),HKD,0.1275,18742500000000.0
16,+ 0,NVIDIA, - NVIDIA Corporation (NASDAQ),USD,1.0,16044600000000.0
17,+ 0,Netflix," - Netflix, Inc. (NASDAQ)",USD,1.0,15708100000000.0
18,+ 0,SAP, - SAP SE (ETR),EUR,1.1737,14100244950000.0
19,+ 0,IBM, - IBM Common Stock (NYSE),USD,1.0,13110400000000.0
20,+ 0,Adobe Systems, - Adobe Systems Incorporated (NASDAQ),USD,1.0,12429600000000.0
21,+ 0,General Electric, - General Electric Company (NYSE),USD,1.0,12012700000000.0
22,+ 0,3M, - 3M Co (NYSE),USD,1.0,11942100000000.0
23,+ 0,Texas Instruments, - Texas Instruments Incorporated (NASDAQ),USD,1.0,11345700000000.0
24,+ 0,Siemens, - Siemens AG (ETR),EUR,1.1737,11287355530000.0
25,+ 0,Honeywell International, - Honeywell International Inc. (NYSE),USD,1.0,11198000000000.0
26,+ 0,Broadcom, - Broadcom Inc (NASDAQ),USD,1.0,10529200000000.0
27,+ 0,Accenture, - Accenture Plc (NYSE),USD,1.0,10268200000000.0
28,+ 0,Booking Holdings, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000.0
29,+ 0,Nippon Telegraph & Tel, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.0091,9864400000000.0
30,+ 0,Salesforce.com," - salesforce.com, inc. (NYSE)",USD,1.0,9673200000000.0
31,+ 0,Baidu, - Baidu Inc (ADR) (NASDAQ),USD,1.0,9028300000000.0
32,+ 0,ASML Holding, - ASML Holding NV (AMS),EUR,1.1737,8771060100000.0
33,+ 0,Qualcomm," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8650700000000.0
34,+ 0,Softbank, - SoftBank Group Corp (TYO),JPY,0.0091,7871500000000.0
35,+ 0,Deutsche Telekom, - Deutsche Telekom AG (ETR),EUR,1.1737,7449473900000.0
36,+ 0,Keyence, - KEYENCE CORPORATION (TYO),JPY,0.0091,7443800000000.0
37,+ 0,Vodafone, - Vodafone Group plc (LON),GBP,1.3387,7006354190000.0
38,+ 0,KDDI, - KDDI Corp (TYO),JPY,0.0091,6888700000000.0
39,+ 0,Micron Technology," - Micron Technology, Inc. (NASDAQ)",USD,1.0,6731300000000.0
40,+ 0,Sony, - Sony Corp (TYO),JPY,0.0091,6142500000000.0
41,+ 0,Automatic Data Processing, - Automatic Data Processing (NASDAQ),USD,1.0,5931200000000.0
42,+ 0,SK Hynix, - SK Hynix Inc (KRX),KRW,0.0009,5883300000000.0
43,+ 0,VMware," - VMware, Inc. (NYSE)",USD,1.0,5776200000000.0
44,+ 0,Hikvision, - 海康威視 (SHE),CNY,0.1561,5634757310000.0
45,+ 0,Applied Materials," - Applied Materials, Inc. (NASDAQ)",USD,1.0,5472000000000.0
46,+ 0,JD.com, - JD.Com Inc(ADR) (NASDAQ),USD,1.0,5410200000000.0
47,+ 0,Intuit, - Intuit Inc. (NASDAQ),USD,1.0,5269100000000.0
48,+ 0,America Movil, - America Movil SAB de CV (BMV),MXN,0.0502,5170600000000.0
49,+ 0,Schneider Electric, - Schneider Electric SE (EPA),EUR,1.1737,5101369680000.0
50,+ 0,Hon Hai Precision, - 鴻海精密 (TPE),TWD,0.03354226,5098423520000.0
