rank,name,industry,exchange,code,rate,market_cap
1,Apple,資訊硬體, - Apple Inc. (NASDAQ),USD,1.0,89399500000000
2,Amazon.com,電商," - Amazon.com, Inc. (NASDAQ)",USD,1.0,81525000000000
3,Alphabet,網路服務, - Alphabet Inc Class A (NASDAQ),USD,1.0,76192200000000
4,Microsoft,軟體, - Microsoft Corporation (NASDAQ),USD,1.0,75036800000000
5,Facebook,網路服務," - Facebook, Inc. Common Stock (NASDAQ)",USD,1.0,54928800000000
6,Alibaba,電商, - Alibaba Group Holding Ltd (NYSE),USD,1.0,47106600000000
7,Tencent Holdings,網路服務, - 騰訊 (HKG),HKD,0.1275,46155000000000
8,Samsung Electronics,半導體, - Samsung Electronics Co Ltd (KRX),KRW,0.0009,29494800000000
9,AT&T,電信, - AT&T Inc. (NYSE),USD,1.0,23889000000000
10,Intel,半導體, - Intel Corporation (NASDAQ),USD,1.0,22828000000000
11,Verizon Communications,電信, - Verizon Communications Inc. (NYSE),USD,1.0,20903000000000
12,Cisco Systems,通訊設備," - Cisco Systems, Inc. (NASDAQ)",USD,1.0,20170300000000
13,Taiwan Semiconductor,半導體, - 台灣積體電路製造 (TPE),TWD,0.03275186,18210034160000
14,China Mobile,電信, - 中國移動 (HKG),HKD,0.1275,17977500000000
15,Oracle,軟體, - Oracle Corporation (NYSE),USD,1.0,17894600000000
16,Netflix,網路服務," - Netflix, Inc. (NASDAQ)",USD,1.0,16687800000000
17,SAP,軟體, - SAP SE (ETR),EUR,1.1642,14167848319999
18,NVIDIA,半導體, - NVIDIA Corporation (NASDAQ),USD,1.0,14059300000000
19,International Business Machines,資訊服務, - IBM Common Stock (NYSE),USD,1.0,12797400000000
20,Adobe Systems,軟體, - Adobe Systems Incorporated (NASDAQ),USD,1.0,11945200000000
21,General Electric,工業, - General Electric Company (NYSE),USD,1.0,11820700000000
22,3M,材料, - 3M Co (NYSE),USD,1.0,11697600000000
23,Siemens,工業, - Siemens AG (ETR),EUR,1.1642,11275160580000
24,Honeywell International,工業, - Honeywell International Inc. (NYSE),USD,1.0,10769200000000
25,Texas Instruments,半導體, - Texas Instruments Incorporated (NASDAQ),USD,1.0,10662400000000
26,Accenture,資訊服務, - Accenture Plc (NYSE),USD,1.0,10527300000000
27,Broadcom,半導體, - Broadcom Inc (NASDAQ),USD,1.0,10448800000000
28,Tata Consultancy Services,資訊服務, - Tata Consultancy Services Limited (NSE),INR,0.0145,10396500000000
29,Booking Holdings,網路服務, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000
30,Salesforce.com,網路服務," - salesforce.com, inc. (NYSE)",USD,1.0,9825800000000
31,Nippon Telegraph & Tel,電信, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.0091,9564100000000
32,ASML Holding,半導體, - ASML Holding NV (EPA),EUR,1.1642,8265703579999
33,Softbank,電信, - SoftBank Group Corp (TYO),JPY,0.0091,8199100000000
34,Qualcomm,半導體," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8194600000000
35,Deutsche Telekom,電信, - Deutsche Telekom AG (ETR),EUR,1.1642,7505597399999
36,KDDI,電信, - KDDI Corp (TYO),JPY,0.0091,7052500000000
37,Vodafone,電信, - Vodafone Group plc (LON),GBP,1.3213,6545588070000
38,Keyence,電子, - KEYENCE CORPORATION (TYO),JPY,0.0091,6306300000000
39,Sony,資訊硬體, - Sony Corp (TYO),JPY,0.0091,6169800000000
40,Altaba,網路服務, - Altaba Inc (NASDAQ),USD,1.0,5937200000000
41,VMware,軟體," - VMware, Inc. (NYSE)",USD,1.0,5912800000000
42,Automatic Data Processing,資訊服務, - Automatic Data Processing (NASDAQ),USD,1.0,5856600000000
43,Micron Technology,半導體," - Micron Technology, Inc. (NASDAQ)",USD,1.0,5747100000000
44,SK Hynix,半導體, - SK Hynix Inc (KRX),KRW,0.0009,5647500000000
45,JD.com,電商, - JD.Com Inc(ADR) (NASDAQ),USD,1.0,5527600000000
46,America Movil,電信, - America Movil SAB de CV (BMV),MXN,0.0513,5335200000000
47,Intuit,軟體, - Intuit Inc. (NASDAQ),USD,1.0,5224900000000
48,Saudi Telecom,電信, - Saudi Telecom Company SJSC (TADAWUL),SAR,0.26663814,4767489943200
49,Schneider Electric,機電設備, - Schneider Electric SE (EPA),EUR,1.1642,4633516000000
50,Hon Hai Precision,資訊硬體, - 鴻海精密 (TPE),TWD,0.0327463,4617228300000
51,Hikvision,電子, - 海康威視 (SHE),CNY,0.1508,4586295480000
52,Applied Materials,半導體," - Applied Materials, Inc. (NASDAQ)",USD,1.0,4566500000000
53,Orange,電信, - Orange SA (EPA),EUR,1.1642,4509412280000
54,Crown Castle International,電信, - CROWN CASTLE In/SH SH (NYSE),USD,1.0,4487600000000
55,Telefónica,電信, - Telefonica SA (BME),EUR,1.1642,4476116160000
56,Emerson Electric,機電設備, - Emerson Electric Co. (NYSE),USD,1.0,4314400000000
57,Nidec,機電設備, - NIDEC CORPORATION (TYO),JPY,0.0091,4304300000000
58,Infosys,資訊服務, - Infosys Ltd (NSE),INR,0.0145,4002000000000
59,Philips,工業, - Koninklijke Philips NV (EPA),EUR,1.1642,3936043779999
60,Axiata Group,電信, - Axiata Group Bhd (KLSE),,1.0,3782800000000
61,China Telecom,電信, - 中國電信 (HKG),HKD,0.1275,3745746000000
62,SingTel,電信, - Singapore Telecommunications Limited (SGX),SGD,0.7326,3744318600000
63,BCE,電信, - BCE Inc. (USA) (TSE),CAD,0.7606,3715531000000
64,NXP Semiconductors,半導體, - NXP Semiconductors NV (NASDAQ),USD,1.0,3713700000000
65,Murata Manufacturing,電子," - Murata Manufacturing Co., Ltd. (TYO)",JPY,0.0091,3685500000000
66,China Unicom,電信, - 中國聯通 (HKG),HKD,0.1275,3651574500000
67,HP,資訊硬體, - HP Inc (NYSE),USD,1.0,3611100000000
68,eBay,電商, - eBay Inc (NASDAQ),USD,1.0,3601200000000
69,Dassault Systemes,軟體, - Dassault Systemes SE (EPA),EUR,1.1642,3593186879999
70,Ericsson,通訊設備, - ERICSSON/SH B (CPH),DKK,0.1563,3498712980000
71,Analog Devices,半導體," - Analog Devices, Inc. (NASDAQ)",USD,1.0,3491200000000
72,Amadeus IT Group,軟體, - Amadeus It Group SA (BME),EUR,1.1642,3448476819999
73,Equinix,資訊服務, - Equinix Inc (NASDAQ),USD,1.0,3402500000000
74,Hitachi,電子," - Hitachi, Ltd. (TYO)",JPY,0.0091,3312400000000
75,Netease,網路服務, - NetEase Inc (ADR) (NASDAQ),USD,1.0,3304100000000
76,Telenor,電信, - Telenor ASA (ADR) (OTCMKTS),,1.0,3161300000000
77,Panasonic,資訊硬體, - Panasonic Corporation (TYO),JPY,0.0091,3139500000000
78,Vivendi,電信, - Vivendi SA (EPA),EUR,1.1642,3129951699999
79,TE Connectivity,電子, - TE Connectivity Ltd (NYSE),USD,1.0,3125500000000
80,ServiceNow,軟體, - ServiceNow Inc (NYSE),USD,1.0,3040100000000
81,Fiserv,軟體, - Fiserv Inc (NASDAQ),USD,1.0,3020500000000
82,Autodesk,軟體," - Autodesk, Inc. (NASDAQ)",USD,1.0,2866200000000
83,Chunghwa Telecom,電信, - 中華電信 (TPE),TWD,0.0327463,2845109881420
84,Teliasonera,電信, - Telia Company AB (CPH),DKK,0.1563,2776857060000
85,Lam Research,半導體, - Lam Research Corporation (NASDAQ),USD,1.0,2740500000000
86,Mitsubishi Electric,機電設備, - Mitsubishi Electric Corporation (TYO),JPY,0.0091,2739100000000
87,Tokyo Electron,半導體, - Tokyo Electron Ltd (TYO),JPY,0.0091,2675400000000
88,Amphenol,電子, - Amphenol Corporation (NYSE),USD,1.0,2615000000000
89,Workday,軟體, - Workday Inc (NASDAQ),USD,1.0,2594700000000
90,Telstra,電信, - Telstra Corporation Ltd (ASX),AUD,0.7386,2424528360000
91,Red Hat,軟體, - Red Hat Inc (NYSE),USD,1.0,2368800000000
92,Swisscom,電信, - Swisscom AG (SWX),CHF,1.0074,2336865780000
93,Western Digital,儲存, - Western Digital Corp (NASDAQ),USD,1.0,2281700000000
94,Naver,網路服務, - Naver Corp (KRX),KRW,0.0009,2266200000000
95,Corning,材料, - Corning Incorporated (NYSE),USD,1.0,2254600000000
96,Hewlett Packard Enterprise,資訊硬體, - Hewlett Packard Enterprise Co (NYSE),USD,1.0,2207400000000
97,Capgemini,資訊服務, - Capgemini SE (EPA),EUR,1.1642,2189045259999
98,Microchip Technology,半導體, - Microchip Technology Inc. (NASDAQ),USD,1.0,2105600000000
99,Bharti Airtel,電信, - Bharti Airtel Limited (NSE),INR,0.0145,2102500000000
100,CenturyLink,電信, - Centurylink Inc (NYSE),USD,1.0,2072800000000
101,Kyocera,電子, - Kyocera Corp (TYO),JPY,0.0091,2065700000000
102,Best Buy,電商, - Best Buy Co Inc (NYSE),USD,1.0,2063500000000
103,TELUS,電信, - TELUS Corporation (USA) (TSE),CAD,0.7606,2059096320000
104,NetApp,儲存, - NetApp Inc. (NASDAQ),USD,1.0,2019700000000
105,LARGAN Precision,電子, - 大立光電 (TPE),TWD,0.03275186,1994578448442
106,Fujifilm Holdings,資訊硬體, - FUJIFILM Holdings Corp (TYO),JPY,0.0091,1983800000000
107,Toshiba,電子, - Toshiba Corp (TYO),JPY,0.0091,1983800000000
108,Agilent Technologies,電子, - Agilent Technologies Inc (NYSE),USD,1.0,1971500000000
109,Legrand,機電設備, - Legrand SA (EPA),EUR,1.1642,1925819639999
