rank,name,industry,exchange,code,rate,market_cap
1,Apple,資訊硬體, - Apple Inc. (NASDAQ),USD,1.0,94635700000000
2,Amazon.com,電商," - Amazon.com, Inc. (NASDAQ)",USD,1.0,88872000000000
3,Alphabet,網路服務, - Alphabet Inc Class A (NASDAQ),USD,1.0,85998000000000
4,Microsoft,軟體, - Microsoft Corporation (NASDAQ),USD,1.0,81601500000000
5,Facebook,網路服務," - Facebook, Inc. Common Stock (NASDAQ)",USD,1.0,61735000000000
6,Alibaba,電商, - Alibaba Group Holding Ltd (NYSE),USD,1.0,48742200000000
7,Tencent Holdings,網路服務, - 騰訊 (HKG),HKD,0.1275,45390000000000
8,Samsung Electronics,半導體, - Samsung Electronics Co Ltd (KRX),KRW,0.0009,29473200000000
9,Intel,半導體, - Intel Corporation (NASDAQ),USD,1.0,24289500000000
10,AT&T,電信, - AT&T Inc. (NYSE),USD,1.0,23177100000000
11,Verizon Communications,電信, - Verizon Communications Inc. (NYSE),USD,1.0,21043400000000
12,Cisco Systems,通訊設備," - Cisco Systems, Inc. (NASDAQ)",USD,1.0,19982300000000
13,Oracle,軟體, - Oracle Corporation (NYSE),USD,1.0,19423700000000
14,Taiwan Semiconductor,半導體, - 台灣積體電路製造 (TPE),TWD,0.03264507,19325881440000
15,China Mobile,電信, - 中國移動 (HKG),HKD,0.1275,18105000000000
16,Netflix,網路服務," - Netflix, Inc. (NASDAQ)",USD,1.0,15469900000000
17,NVIDIA,半導體, - NVIDIA Corporation (NASDAQ),USD,1.0,15298900000000
18,SAP,軟體, - SAP SE (ETR),EUR,1.1706,14561210460000
19,International Business Machines,資訊服務, - IBM Common Stock (NYSE),USD,1.0,13505500000000
20,Adobe Systems,軟體, - Adobe Systems Incorporated (NASDAQ),USD,1.0,12630700000000
21,3M,材料, - 3M Co (NYSE),USD,1.0,12171700000000
22,Siemens,工業, - Siemens AG (ETR),EUR,1.1706,11756921100000
23,Honeywell International,工業, - Honeywell International Inc. (NYSE),USD,1.0,11570200000000
24,General Electric,工業, - General Electric Company (NYSE),USD,1.0,11452200000000
25,Texas Instruments,半導體, - Texas Instruments Incorporated (NASDAQ),USD,1.0,11265400000000
26,Accenture,資訊服務, - Accenture Plc (NYSE),USD,1.0,11212300000000
27,Tata Consultancy Services,資訊服務, - Tata Consultancy Services Limited (NSE),INR,0.0145,10991000000000
28,Salesforce.com,網路服務," - salesforce.com, inc. (NYSE)",USD,1.0,10774400000000
29,Booking Holdings,網路服務, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000
30,Nippon Telegraph & Tel,電信, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.009,9567000000000
31,ASML Holding,半導體, - ASML Holding NV (EPA),EUR,1.1706,9452009700000
32,Softbank,電信, - SoftBank Group Corp (TYO),JPY,0.009,9378000000000
33,Broadcom,半導體, - Broadcom Inc (NASDAQ),USD,1.0,9355400000000
34,Baidu,網路服務, - Baidu Inc (ADR) (NASDAQ),USD,1.0,9025200000000
35,Qualcomm,半導體," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8704400000000
36,Deutsche Telekom,電信, - Deutsche Telekom AG (ETR),EUR,1.1706,7610772960000
37,KDDI,電信, - KDDI Corp (TYO),JPY,0.009,7010999999999
38,Sony,資訊硬體, - Sony Corp (TYO),JPY,0.009,6668999999999
39,Keyence,電子, - KEYENCE CORPORATION (TYO),JPY,0.009,6390000000000
40,Micron Technology,半導體," - Micron Technology, Inc. (NASDAQ)",USD,1.0,6349000000000
41,Vodafone,電信, - Vodafone Group plc (LON),GBP,1.3127,6229286580000
42,VMware,軟體," - VMware, Inc. (NYSE)",USD,1.0,6123100000000
43,Altaba,網路服務, - Altaba Inc (NASDAQ),USD,1.0,6109800000000
44,Automatic Data Processing,資訊服務, - Automatic Data Processing (NASDAQ),USD,1.0,6021400000000
45,America Movil,電信, - America Movil SAB de CV (BMV),MXN,0.0531,5841000000000
46,SK Hynix,半導體, - SK Hynix Inc (KRX),KRW,0.0009,5648400000000
47,Intuit,軟體, - Intuit Inc. (NASDAQ),USD,1.0,5529400000000
48,JD.com,電商, - JD.Com Inc(ADR) (NASDAQ),USD,1.0,5090400000000
49,Hikvision,電子, - 海康威視 (SHE),CNY,0.1471,5020140540000
50,ABB,工業, - ABB Ltd. (SWX),CHF,1.0069,4905214040000
51,Hon Hai Precision,資訊硬體, - 鴻海精密 (TPE),TWD,0.03264507,4831470360000
52,Schneider Electric,機電設備, - Schneider Electric SE (EPA),EUR,1.1706,4757201340000
53,Applied Materials,半導體," - Applied Materials, Inc. (NASDAQ)",USD,1.0,4710600000000
54,Saudi Telecom,電信, - Saudi Telecom Company SJSC (TADAWUL),SAR,0.26664902,4692996087098
55,Nidec,機電設備, - NIDEC CORPORATION (TYO),JPY,0.009,4545000000000
56,Crown Castle International,電信, - CROWN CASTLE In/SH SH (NYSE),USD,1.0,4513100000000
57,Telefónica,電信, - Telefonica SA (BME),EUR,1.1706,4502478780000
58,Emerson Electric,機電設備, - Emerson Electric Co. (NYSE),USD,1.0,4441800000000
59,Orange,電信, - Orange SA (EPA),EUR,1.1706,4368796260000
60,Infosys,資訊服務, - Infosys Ltd (NSE),INR,0.0145,4219500000000
61,Philips,工業, - Koninklijke Philips NV (EPA),EUR,1.1706,4116297840000
62,Murata Manufacturing,電子," - Murata Manufacturing Co., Ltd. (TYO)",JPY,0.009,3986999999999
63,Dassault Systemes,軟體, - Dassault Systemes SE (EPA),EUR,1.1706,3963417480000
64,SingTel,電信, - Singapore Telecommunications Limited (SGX),SGD,0.7331,3919372530000
65,Ericsson,通訊設備, - ERICSSON/SH B (CPH),DKK,0.1571,3836397709999
66,Amadeus IT Group,軟體, - Amadeus It Group SA (BME),EUR,1.1706,3794031660000
67,China Unicom,電信, - 中國聯通 (HKG),HKD,0.1275,3716739750000
68,BCE,電信, - BCE Inc. (USA) (TSE),CAD,0.7605,3715042500000
69,HP,資訊硬體, - HP Inc (NYSE),USD,1.0,3700100000000
70,Analog Devices,半導體," - Analog Devices, Inc. (NASDAQ)",USD,1.0,3643300000000
71,Netease,網路服務, - NetEase Inc (ADR) (NASDAQ),USD,1.0,3537300000000
72,NXP Semiconductors,半導體, - NXP Semiconductors NV (NASDAQ),USD,1.0,3518400000000
73,Hitachi,電子," - Hitachi, Ltd. (TYO)",JPY,0.009,3446999999999
74,Equinix,資訊服務, - Equinix Inc (NASDAQ),USD,1.0,3407100000000
75,eBay,電商, - eBay Inc (NASDAQ),USD,1.0,3400900000000
76,ServiceNow,軟體, - ServiceNow Inc (NYSE),USD,1.0,3297400000000
77,TE Connectivity,電子, - TE Connectivity Ltd (NYSE),USD,1.0,3281500000000
78,Vivendi,電信, - Vivendi SA (EPA),EUR,1.1706,3183680820000
79,Telenor,電信, - Telenor ASA (ADR) (OTCMKTS),,1.0,3161300000000
80,Fiserv,軟體, - Fiserv Inc (NASDAQ),USD,1.0,3153900000000
81,Panasonic,資訊硬體, - Panasonic Corporation (TYO),JPY,0.009,3123000000000
82,Infineon Technologies,半導體, - Infineon Technologies AG (ETR),EUR,1.1706,3084531000000
83,Lam Research,半導體, - Lam Research Corporation (NASDAQ),USD,1.0,2922600000000
84,Autodesk,軟體," - Autodesk, Inc. (NASDAQ)",USD,1.0,2921200000000
85,Mitsubishi Electric,機電設備, - Mitsubishi Electric Corporation (TYO),JPY,0.009,2898000000000
86,Tokyo Electron,半導體, - Tokyo Electron Ltd (TYO),JPY,0.009,2871000000000
87,Workday,軟體, - Workday Inc (NASDAQ),USD,1.0,2820300000000
88,Amphenol,電子, - Amphenol Corporation (NYSE),USD,1.0,2699200000000
89,Chunghwa Telecom,電信, - 中華電信 (TPE),TWD,0.03264507,2679481229544
90,Teliasonera,電信, - Telia Company AB (CPH),DKK,0.1571,2679466180000
91,Red Hat,軟體, - Red Hat Inc (NYSE),USD,1.0,2628700000000
92,Corning,材料, - Corning Incorporated (NYSE),USD,1.0,2472300000000
93,Telstra,電信, - Telstra Corporation Ltd (ASX),AUD,0.741,2418994500000
94,Focus Media Information Technology,資訊硬體, - 分眾傳媒 (SHE),CNY,0.1471,2365882850000
95,Hewlett Packard Enterprise,資訊硬體, - Hewlett Packard Enterprise Co (NYSE),USD,1.0,2345900000000
96,Swisscom,電信, - Swisscom AG (SWX),CHF,1.0069,2342452160000
97,Capgemini,資訊服務, - Capgemini SE (EPA),EUR,1.1706,2284894140000
98,Western Digital,儲存, - Western Digital Corp (NASDAQ),USD,1.0,2284100000000
99,Microchip Technology,半導體, - Microchip Technology Inc. (NASDAQ),USD,1.0,2223500000000
100,Naver,網路服務, - Naver Corp (KRX),KRW,0.0009,2204100000000
101,LARGAN Precision,電子, - 大立光電 (TPE),TWD,0.03264507,2190546222633
102,Kyocera,電子, - Kyocera Corp (TYO),JPY,0.009,2168999999999
