rank,name,industry,exchange,code,rate,market_cap
1,Apple,資訊硬體, - Apple Inc. (NASDAQ),USD,1.0,92259000000000
2,Amazon.com,電商," - Amazon.com, Inc. (NASDAQ)",USD,1.0,83107700000000
3,Alphabet,網路服務, - Alphabet Inc Class A (NASDAQ),USD,1.0,79715000000000
4,Microsoft,軟體, - Microsoft Corporation (NASDAQ),USD,1.0,77917700000000
5,Facebook,網路服務," - Facebook, Inc. Common Stock (NASDAQ)",USD,1.0,58396500000000
6,Alibaba,電商, - Alibaba Group Holding Ltd (NYSE),USD,1.0,49220300000000
7,Tencent Holdings,網路服務, - 騰訊 (HKG),HKD,0.1274,46755800000000
8,Samsung Electronics,半導體, - Samsung Electronics Co Ltd (KRX),KRW,0.0009,30565800000000
9,AT&T,電信, - AT&T Inc. (NYSE),USD,1.0,24120100000000
10,Intel,半導體, - Intel Corporation (NASDAQ),USD,1.0,24016900000000
11,Verizon Communications,電信, - Verizon Communications Inc. (NYSE),USD,1.0,21516200000000
12,Cisco Systems,通訊設備," - Cisco Systems, Inc. (NASDAQ)",USD,1.0,20142500000000
13,Taiwan Semiconductor,半導體, - 台灣積體電路製造 (TPE),TWD,0.0329405,18776085000000
14,Oracle,軟體, - Oracle Corporation (NYSE),USD,1.0,18434800000000
15,China Mobile,電信, - 中國移動 (HKG),HKD,0.1274,18345600000000
16,Netflix,網路服務," - Netflix, Inc. (NASDAQ)",USD,1.0,17645600000000
17,NVIDIA,半導體, - NVIDIA Corporation (NASDAQ),USD,1.0,15243000000000
18,SAP,軟體, - SAP SE (ETR),EUR,1.1713,14661747750000
19,International Business Machines,資訊服務, - IBM Common Stock (NYSE),USD,1.0,13101000000000
20,Adobe Systems,軟體, - Adobe Systems Incorporated (NASDAQ),USD,1.0,12175600000000
21,General Electric,工業, - General Electric Company (NYSE),USD,1.0,12171500000000
22,3M,材料, - 3M Co (NYSE),USD,1.0,11767500000000
23,Siemens,工業, - Siemens AG (ETR),EUR,1.1713,11649749800000
24,Texas Instruments,半導體, - Texas Instruments Incorporated (NASDAQ),USD,1.0,11153500000000
25,Accenture,資訊服務, - Accenture Plc (NYSE),USD,1.0,11127700000000
26,Honeywell International,工業, - Honeywell International Inc. (NYSE),USD,1.0,10910800000000
27,Broadcom,半導體, - Broadcom Inc (NASDAQ),USD,1.0,10681100000000
28,Salesforce.com,網路服務," - salesforce.com, inc. (NYSE)",USD,1.0,10430100000000
29,Tata Consultancy Services,資訊服務, - Tata Consultancy Services Limited (NSE),INR,0.0145,10208000000000
30,Booking Holdings,網路服務, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000
31,Nippon Telegraph & Tel,電信, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.009,9594000000000
32,Baidu,網路服務, - Baidu Inc (ADR) (NASDAQ),USD,1.0,8724300000000
33,Qualcomm,半導體," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8627200000000
34,ASML Holding,半導體, - ASML Holding NV (EPA),EUR,1.1713,8611514730000
35,Deutsche Telekom,電信, - Deutsche Telekom AG (ETR),EUR,1.1713,7718632740000
36,KDDI,電信, - KDDI Corp (TYO),JPY,0.009,7037999999999
37,Vodafone,電信, - Vodafone Group plc (LON),GBP,1.3259,6733848330000
38,VMware,軟體," - VMware, Inc. (NYSE)",USD,1.0,6482100000000
39,Keyence,電子, - KEYENCE CORPORATION (TYO),JPY,0.009,6444000000000
40,Sony,資訊硬體, - Sony Corp (TYO),JPY,0.009,6399000000000
41,Micron Technology,半導體," - Micron Technology, Inc. (NASDAQ)",USD,1.0,6317500000000
42,Altaba,網路服務, - Altaba Inc (NASDAQ),USD,1.0,6199500000000
