rank,lift,name,exchange,code,rate,market_cap
1,+ 0,Apple, - Apple Inc. (NASDAQ),USD,1.0,93992200000000.0
2,+ 0,Amazon.com," - Amazon.com, Inc. (NASDAQ)",USD,1.0,81960700000000.0
3,+ 0,Alphabet, - Alphabet Inc Class A (NASDAQ),USD,1.0,78824900000000.0
4,+ 0,Microsoft, - Microsoft Corporation (NASDAQ),USD,1.0,77638700000000.0
5,+ 0,Facebook," - Facebook, Inc. Common Stock (NASDAQ)",USD,1.0,55443700000000.0
6,+ 0,Alibaba, - Alibaba Group Holding Ltd (NYSE),USD,1.0,52682900000000.0
7,+ 0,Tencent Holdings, - 騰訊 (HKG),HKD,0.1274,50832600000000.0
8,+ 0,Samsung Electronics, - Samsung Electronics Co Ltd (KRX),KRW,0.0009,31933800000000.0
9,+ 0,Intel, - Intel Corporation (NASDAQ),USD,1.0,25406300000000.0
10,+ 0,AT&T, - AT&T Inc. (NYSE),USD,1.0,20989900000000.0
11,+ 0,Cisco Systems," - Cisco Systems, Inc. (NASDAQ)",USD,1.0,20546900000000.0
12,+ 0,Verizon Communications, - Verizon Communications Inc. (NYSE),USD,1.0,20370300000000.0
13,+ 0,Oracle, - Oracle Corporation (NYSE),USD,1.0,19672700000000.0
14,+ 0,Taiwan Semiconductor, - 台灣積體電路製造 (TPE),TWD,0.03352541,19612364850000.0
15,+ 0,China Mobile, - 中國移動 (HKG),HKD,0.1274,18727800000000.0
16,+ 0,NVIDIA, - NVIDIA Corporation (NASDAQ),USD,1.0,15820600000000.0
17,+ 0,Netflix," - Netflix, Inc. (NASDAQ)",USD,1.0,15712000000000.0
18,+ 0,SAP, - SAP SE (ETR),EUR,1.179,14741862300000.0
19,+ 0,IBM, - IBM Common Stock (NYSE),USD,1.0,13455600000000.0
20,+ 0,Adobe Systems, - Adobe Systems Incorporated (NASDAQ),USD,1.0,12361000000000.0
21,+ 0,3M, - 3M Co (NYSE),USD,1.0,12177800000000.0
22,+ 0,General Electric, - General Electric Company (NYSE),USD,1.0,12142100000000.0
23,+ 0,Siemens, - Siemens AG (ETR),EUR,1.179,11592871200000.0
24,+ 0,Honeywell International, - Honeywell International Inc. (NYSE),USD,1.0,11343600000000.0
25,+ 0,Texas Instruments, - Texas Instruments Incorporated (NASDAQ),USD,1.0,11285000000000.0
26,+ 0,Broadcom, - Broadcom Inc (NASDAQ),USD,1.0,10596200000000.0
27,+ 0,Accenture, - Accenture Plc (NYSE),USD,1.0,10466200000000.0
28,+ 0,Booking Holdings, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000.0
29,+ 0,Tata Consultancy Services, - Tata Consultancy Services Limited (NSE),INR,0.0148,9945600000000.0
30,+ 0,Nippon Telegraph & Tel, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.0091,9891700000000.0
31,+ 0,Salesforce.com," - salesforce.com, inc. (NYSE)",USD,1.0,9832800000000.0
32,+ 0,Baidu, - Baidu Inc (ADR) (NASDAQ),USD,1.0,9408000000000.0
33,+ 0,ASML Holding, - ASML Holding NV (AMS),EUR,1.179,9054837900000.0
34,+ 0,Qualcomm," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8885400000000.0
35,+ 0,Softbank, - SoftBank Group Corp (TYO),JPY,0.0091,8208200000000.0
36,+ 0,Deutsche Telekom, - Deutsche Telekom AG (ETR),EUR,1.179,7659963000000.0
37,+ 0,Keyence, - KEYENCE CORPORATION (TYO),JPY,0.0091,7452900000000.0
38,+ 0,Micron Technology," - Micron Technology, Inc. (NASDAQ)",USD,1.0,7119800000000.0
39,+ 0,KDDI, - KDDI Corp (TYO),JPY,0.0091,7116200000000.0
40,+ 0,Vodafone, - Vodafone Group plc (LON),GBP,1.337,6745699800000.0
