name,market_cap,place,symbol,rate,market_cap_format,market_cap_USD
Booking Holdings,1001.25億, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000,10012500000000
Qualcomm,868.96億," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8689600000000,8689600000000
Texas Instruments,1123.80億, - Texas Instruments Incorporated (NASDAQ),USD,1.0,11238000000000,11238000000000
Deutsche Telekom,626.43億, - Deutsche Telekom AG (ETR),EUR,1.1669,6264300000000,7309811670000
Softbank,8.44兆, - SoftBank Group Corp (TYO),JPY,0.0091,844000000000000,7680400000000
Accenture,1021.80億, - Accenture Plc (NYSE),USD,1.0,10218000000000,10218000000000
Tata Consultancy Services,3.35兆, - Tata Consultancy Services Limited (NSE),INR,0.0149,335000000000000,4991500000000
KDDI,7.49兆, - KDDI Corp (TYO),JPY,0.0091,749000000000000,6815900000000
Vodafone,518.45億, - Vodafone Group plc (LON),GBP,1.3309,5184500000000,6900051050000
Adobe Systems,1237.63億, - Adobe Systems Incorporated (NASDAQ),USD,1.0,12376300000000,12376300000000
Netflix,1564.59億," - Netflix, Inc. (NASDAQ)",USD,1.0,15645900000000,15645900000000
Baidu,866.45億, - Baidu Inc (ADR) (NASDAQ),USD,1.0,8664500000000,8664500000000
Salesforce.com,957.20億," - salesforce.com, inc. (NYSE)",USD,1.0,9572000000000,9572000000000
NVIDIA,1563.85億, - NVIDIA Corporation (NASDAQ),USD,1.0,15638500000000,15638500000000
ASML Holding,748.40億, - ASML Holding NV (AMS),EUR,1.1669,7484000000000,8733079600000
Telefónica,395.17億, - Telefonica SA (BME),EUR,1.1669,3951700000000,4611238730000
Hon Hai Precision,1.51兆, - 鴻海精密 (TPE),TWD,0.03347937,151000000000000,5055384870000
ABB,"40,761", - ABB India Ltd (NSE),INR,0.0149,,
Keyence,8.34兆, - KEYENCE CORPORATION (TYO),JPY,0.0091,834000000000000,7589400000000
America Movil,1.04兆, - America Movil SAB de CV (BMV),MXN,0.0501,104000000000000,5210400000000
Automatic Data Processing,584.71億, - Automatic Data Processing (NASDAQ),USD,1.0,5847100000000,5847100000000
JD.com,517.64億, - JD.Com Inc(ADR) (NASDAQ),USD,1.0,5176400000000,5176400000000
SingTel,540.51億, - Singapore Telecommunications Limited (SGX),SGD,0.7472,5405100000000,4038690720000
Yahoo!,,,,1.0,,
Etisalat,,,,1.0,,
Applied Materials,548.88億," - Applied Materials, Inc. (NASDAQ)",USD,1.0,5488800000000,5488800000000
Schneider Electric,443.58億, - Schneider Electric SE (EPA),EUR,1.1669,4435800000000,5176135020000
RELX Group,387.70億, - Relx NV (AMS),EUR,1.1669,3877000000000,4524071300000
Telstra,334.78億, - Telstra Corporation Ltd (ASX),AUD,0.7531,3347800000000,2521228180000
BCE,488.50億, - BCE Inc. (USA) (TSE),CAD,0.7706,4885000000000,3764381000000
Sony,6.55兆, - Sony Corp (TYO),JPY,0.0091,655000000000000,5960500000000
China Telecom,3035.33億, - 中國電信 (HKG),HKD,0.1275,30353300000000,3870045750000
Orange,395.48億, - Orange SA (EPA),EUR,1.1669,3954800000000,4614856120000
BT Group,204.49億, - BT Group - CLASS A Common Stock (LON),GBP,1.3309,2044900000000,2721557410000
Emerson Electric,449.70億, - Emerson Electric Co. (NYSE),USD,1.0,4497000000000,4497000000000
VMware,588.30億," - VMware, Inc. (NYSE)",USD,1.0,5883000000000,5883000000000
Saudi Telecom,1828.00億, - Saudi Telecom Company SJSC (TADAWUL),SAR,0.26665558,18280000000000,4874464002400
Netease,305.31億, - NetEase Inc (ADR) (NASDAQ),USD,1.0,3053100000000,3053100000000
eBay,381.09億, - eBay Inc (NASDAQ),USD,1.0,3810900000000,3810900000000
NXP Semiconductors,394.44億, - NXP Semiconductors NV (NASDAQ),USD,1.0,3944400000000,3944400000000
Infosys,2.69兆, - Infosys Ltd (NSE),INR,0.0149,269000000000000,4008100000000
Crown Castle International,432.04億, - CROWN CASTLE In/SH SH (NYSE),USD,1.0,4320400000000,4320400000000
China Unicom,3335.56億, - 中國聯通 (HKG),HKD,0.1275,33355600000000,4252839000000
SK Hynix,66.95兆, - SK Hynix Inc (KRX),KRW,0.0009,6695000000000000,6025500000000
Micron Technology,681.25億," - Micron Technology, Inc. (NASDAQ)",USD,1.0,6812500000000,6812500000000
Equinix,315.33億, - Equinix Inc (NASDAQ),USD,1.0,3153300000000,3153300000000
Altice,52.28億, - Altice NV Class A (AMS),EUR,1.1669,522800000000,610055320000
Telkom Indonesia,,,,1.0,,
Hewlett Packard Enterprise,241.21億, - Hewlett Packard Enterprise Co (NYSE),USD,1.0,2412100000000,2412100000000
Nokia,282.00億, - Nokia Oyj (HEL),EUR,1.1669,2820000000000,3290658000000
Intuit,522.67億, - Intuit Inc. (NASDAQ),USD,1.0,5226700000000,5226700000000
Mitsubishi Electric,3.38兆, - Mitsubishi Electric Corporation (TYO),JPY,0.0091,338000000000000,3075800000000
HP,372.26億, - HP Inc (NYSE),USD,1.0,3722600000000,3722600000000
Analog Devices,363.89億," - Analog Devices, Inc. (NASDAQ)",USD,1.0,3638900000000,3638900000000
Philips,335.98億, - Koninklijke Philips NV (AMS),EUR,1.1669,3359800000000,3920550620000
Hikvision,3638.65億, - 海康威視 (SHE),CNY,0.1558,36386500000000,5669016700000
Murata Manufacturing,3.69兆," - Murata Manufacturing Co., Ltd. (TYO)",JPY,0.0091,369000000000000,3357900000000
Nidec,5.23兆, - NIDEC CORPORATION (TYO),JPY,0.0091,523000000000000,4759300000000
Chunghwa Telecom,8642.32億, - 中華電信 (TPE),TWD,0.03347937,86423200000000,2893394289384
Panasonic,3.71兆, - Panasonic Corporation (TYO),JPY,0.0091,371000000000000,3376100000000
TE Connectivity,331.20億, - TE Connectivity Ltd (NYSE),USD,1.0,3312000000000,3312000000000
Hitachi,3.90兆," - Hitachi, Ltd. (TYO)",JPY,0.0091,390000000000000,3549000000000
Corning,232.08億, - Corning Incorporated (NYSE),USD,1.0,2320800000000,2320800000000
Fiserv,300.24億, - Fiserv Inc (NASDAQ),USD,1.0,3002400000000,3002400000000
Western Digital,256.96億, - Western Digital Corp (NASDAQ),USD,1.0,2569600000000,2569600000000
Snap,146.33億, - Snap Inc (NYSE),USD,1.0,1463300000000,1463300000000
Telenor,"119,839", - Telenor ASA (SWX),CHF,1.012,,
Vivendi,295.17億, - Vivendi SA (EPA),EUR,1.1669,2951700000000,3444338730000
Naver,23.16兆, - Naver Corp (KRX),KRW,0.0009,2316000000000000,2084400000000
Rogers Communications,"982,176", - Rogers Communications Inc. (USA) Class B (TSE),CAD,0.7706,,
Infineon Technologies,267.55億, - Infineon Technologies AG (ETR),EUR,1.1669,2675500000000,3122040950000
Swisscom,229.21億, - Swisscom AG (VTX),CHF,1.012,2292100000000,2319605200000
Dassault Systemes,317.61億, - Dassault Systemes SE (EPA),EUR,1.1669,3176100000000,3706191090000
Amadeus IT Group,303.05億, - Amadeus It Group SA (BME),EUR,1.1669,3030500000000,3536290450000
Amphenol,266.38億, - Amphenol Corporation (NYSE),USD,1.0,2663800000000,2663800000000
Bharti Airtel,1.56兆, - Bharti Airtel Limited (NSE),INR,0.0149,156000000000000,2324400000000
Ericsson,2195.00億, - ERICSSON/SH B (STO),SEK,0.1134,21950000000000,2489130000000
Level 3 Communications,,,,1.0,,
Lam Research,332.49億, - Lam Research Corporation (NASDAQ),USD,1.0,3324900000000,3324900000000
Fortive,257.27億, - Fortive Corp (NYSE),USD,1.0,2572700000000,2572700000000
LARGAN Precision,5789.24億, - 大立光電 (TPE),TWD,0.03347937,57892400000000,1938201079788
Sharp,1.43兆, - Sharp Corporation (TYO),JPY,0.0091,143000000000000,1301300000000
Kyocera,2.49兆, - Kyocera Corp (TYO),JPY,0.0091,249000000000000,2265900000000
TELUS,270.72億, - TELUS Corporation (USA) (TSE),CAD,0.7706,2707200000000,2086168319999
Wipro,1.19兆, - Wipro Limited (NSE),INR,0.0149,119000000000000,1773100000000
Symantec,130.65億, - Symantec Corporation (NASDAQ),USD,1.0,1306500000000,1306500000000
Expedia,180.21億, - Expedia Group Inc (NASDAQ),USD,1.0,1802100000000,1802100000000
Skyworks Solutions,183.84億, - Skyworks Solutions Inc (NASDAQ),USD,1.0,1838400000000,1838400000000
Autodesk,292.55億," - Autodesk, Inc. (NASDAQ)",USD,1.0,2925500000000,2925500000000
HCL Technologies,1.25兆, - HCL Technologies Ltd (NSE),INR,0.0149,125000000000000,1862500000000
BOE Technology Group,1451.25億, - 京東方A (SHE),CNY,0.1558,14512500000000,2261047500000
Telecom Italia,142.74億, - Telecom Italia SpA (BIT),EUR,1.1669,1427400000000,1665633060000
Hoya,2.46兆, - HOYA CORPORATION (TYO),JPY,0.0091,246000000000000,2238600000000
Fujifilm Holdings,2.17兆, - FUJIFILM Holdings Corp (TYO),JPY,0.0091,217000000000000,1974700000000
Tokyo Electron,3.46兆, - Tokyo Electron Ltd (TYO),JPY,0.0091,346000000000000,3148600000000
Check Point Software,157.51億, - Check Point Software Technologies Ltd. (NASDAQ),USD,1.0,1575100000000,1575100000000
Vestas Wind Systems,"143,237", - VESTAS WIND Sys/ADR (OTCMKTS),,1.0,,
Agilent Technologies,202.45億, - Agilent Technologies Inc (NYSE),USD,1.0,2024500000000,2024500000000
Teliasonera,1817.90億, - Telia Company AB (STO),SEK,0.1134,18179000000000,2061498600000
Secom,1.90兆, - Secom Co Ltd (TYO),JPY,0.0091,190000000000000,1729000000000
MTN Group,2274.64億, - MTN Group Limited (JSE),ZAC,,22746400000000,
Workday,271.68億, - Workday Inc (NASDAQ),USD,1.0,2716800000000,2716800000000
Renesas Electronics,1.79兆, - Renesas Electronics Corporation (TYO),JPY,0.0091,179000000000000,1628900000000
SK Telecom,18.44兆, - SK Telecom Co Ltd (KRX),KRW,0.0009,1844000000000000,1659600000000
Microchip Technology,236.80億, - Microchip Technology Inc. (NASDAQ),USD,1.0,2368000000000,2368000000000
Legrand,173.10億, - Legrand SA (EPA),EUR,1.1669,1731000000000,2019903900000
Liberty Broadband,124.69億, - Liberty Broadband Corp Series A (NASDAQ),USD,1.0,1246900000000,1246900000000
Capgemini,197.23億, - Capgemini SE (EPA),EUR,1.1669,1972300000000,2301476870000
Focus Media Information Technology,1504.63億, - 分眾傳媒 (SHE),CNY,0.1558,15046300000000,2344213540000
Rakuten,1.04兆, - Rakuten Inc (TYO),JPY,0.0091,104000000000000,946400000000
Red Hat,298.31億, - Red Hat Inc (NYSE),USD,1.0,2983100000000,2983100000000
KLA-Tencor,180.56億, - KLA-Tencor Corp (NASDAQ),USD,1.0,1805600000000,1805600000000
Advanced Info Service,5739.00億, - Advanced Info Service PCL (BKK),THB,0.0312,57390000000000,1790568000000
Best Buy,194.09億, - Best Buy Co Inc (NYSE),USD,1.0,1940900000000,1940900000000
SBA Communications,182.07億, - SBA Communications Corporation (NASDAQ),USD,1.0,1820700000000,1820700000000
AAC Technologies Holdings,1445.41億, - 瑞聲科技 (HKG),HKD,0.1275,14454100000000,1842897750000
ServiceNow,320.68億, - ServiceNow Inc (NYSE),USD,1.0,3206800000000,3206800000000
CGI Group,"443,194", - CGI Group Inc (TSE),CAD,0.7706,,
Xilinx,178.32億," - Xilinx, Inc. (NASDAQ)",USD,1.0,1783200000000,1783200000000
Delta Electronics,3051.34億, - 台達電子 (TPE),TWD,0.03347952,30513400000000,1021573985568
Seagate Technology,166.21億, - Seagate Technology PLC (NASDAQ),USD,1.0,1662100000000,1662100000000
Harris,181.29億, - Harris Corporation (NYSE),USD,1.0,1812900000000,1812900000000
STMicroelectronics,,,,1.0,,
Dell Technologies,169.15億, - Dell Technologies Inc (NYSE),USD,1.0,1691500000000,1691500000000
WW Grainger,173.49億, - W W Grainger Inc (NYSE),USD,1.0,1734900000000,1734900000000
CenturyLink,191.39億, - Centurylink Inc (NYSE),USD,1.0,1913900000000,1913900000000
CA,150.13億," - CA, Inc. (NASDAQ)",USD,1.0,1501300000000,1501300000000
Iliad,86.53億, - Iliad SA (EPA),EUR,1.1669,865300000000,1009718570000
Citrix Systems,144.80億," - Citrix Systems, Inc. (NASDAQ)",USD,1.0,1448000000000,1448000000000
Olympus,1.39兆, - Olympus Corp (TYO),JPY,0.0091,139000000000000,1264900000000
ATOS,808.85萬, - Atossa Genetics Inc (NASDAQ),USD,1.0,,
Taiwan Mobile,,,,1.0,,
Advanced Micro Devices,139.59億," - Advanced Micro Devices, Inc. (NASDAQ)",USD,1.0,1395900000000,1395900000000
Maxim Integrated Products,168.06億, - Maxim Integrated Products Inc. (NASDAQ),USD,1.0,1680600000000,1680600000000
KPN,99.62億, - Koninklijke KPN N.V. (AMS),EUR,1.1669,996200000000,1162465780000
Fujitsu,1.40兆, - Fujitsu Ltd (TYO),JPY,0.0091,140000000000000,1274000000000
Ametek,171.85億," - AMETEK, Inc. (NYSE)",USD,1.0,1718500000000,1718500000000
Mediatek,5137.19億, - 聯發科技 (TPE),TWD,0.03347952,51371900000000,1719906553488
NetApp,186.77億, - NetApp Inc. (NASDAQ),USD,1.0,1867700000000,1867700000000
Maxis,,,,1.0,,
Juniper Networks,93.57億," - Juniper Networks, Inc. (NYSE)",USD,1.0,935700000000,935700000000
Proximus,78.11億, - Proximus NV (EBR),EUR,1.1669,781100000000,911465590000
LG Electronics,15.18兆, - LG Electronics Inc. (KRX),KRW,0.0009,1518000000000000,1366200000000
Axiata Group,,,,1.0,,
Akamai Technologies,129.68億," - Akamai Technologies, Inc. (NASDAQ)",USD,1.0,1296800000000,1296800000000
Advanced Semiconductor,,,,1.0,,
Garmin,121.60億, - Garmin Ltd. (NASDAQ),USD,1.0,1216000000000,1216000000000
ZTE,0, - 中興通訊 (HKG),HKD,0.1275,0,0
Liberty Interactive,95.02億, - Qurate Retail Inc Series A (NASDAQ),USD,1.0,950200000000,950200000000
LG Display,8.56兆, - LG Display Co Ltd (KRX),KRW,0.0009,856000000000000,770400000000
Samsung SDS,18.01兆, - Samsung SDS Co Ltd (KRX),KRW,0.0009,1801000000000000,1620900000000
OMRON,1.26兆, - OMRON Corporation (TYO),JPY,0.0091,126000000000000,1146600000000
CDW,122.93億, - CDW common stock (NASDAQ),USD,1.0,1229300000000,1229300000000
Ooredoo Telecom,,,,1.0,,
Nomura Research Institute,1.38兆, - Nomura Research Institute Ltd (TYO),JPY,0.0091,138000000000000,1255800000000
Amdocs,98.05億, - Amdocs Limited (NASDAQ),USD,1.0,980500000000,980500000000
VeriSign,163.17億," - Verisign, Inc. (NASDAQ)",USD,1.0,1631700000000,1631700000000
F5 Networks,107.07億," - F5 Networks, Inc. (NASDAQ)",USD,1.0,1070700000000,1070700000000
Flextronics International,73.61億, - Flex Ltd (NASDAQ),USD,1.0,736100000000,736100000000
Open Text,94.44億, - Open Text Corp (USA) (NASDAQ),USD,1.0,944400000000,944400000000
Samsung SDI,15.03兆, - Samsung SDI Co Ltd (KRX),KRW,0.0009,1503000000000000,1352700000000
Toshiba,1.99兆, - Toshiba Corp (TYO),JPY,0.0091,199000000000000,1810900000000
Quanta Computer,2155.69億, - 廣達電腦 (TPE),TWD,0.03347952,21556900000000,721714664688
Lenovo Group,,,,1.0,,
TDK,1.31兆, - TDK Corp (TYO),JPY,0.0091,131000000000000,1192100000000
Pegatron,1728.61億, - 和碩聯合科技 (TPE),TWD,0.03347952,17286100000000,578730330672
Emirates Integrated Telecom,,,,1.0,,
Asustek Computer,,,,1.0,,
China Railway Signal & Communication,,,,1.0,,
KT Corp,7.15兆, - KT Corp (KRX),KRW,0.0009,715000000000000,643500000000
Turkcell,263.81億, - Turkcell Iletisim Hizmetleri A.S. (IST),TRY,0.2161,2638100000000,570093410000
Legend Holding,579.73億, - 聯想控股 (HKG),HKD,0.1275,5797300000000,739155750000
VEON,44.66億, - VEON Ltd (ADR) (NASDAQ),USD,1.0,446600000000,446600000000
Tsinghua Tongfang,331.81億, - 清華同方 (SHA),,1.0,3318100000000,3318100000000
TCL Corp,430.86億, - TCL集團 (SHE),CNY,0.1558,4308600000000,671279880000
Arrow Electronics,66.05億," - Arrow Electronics, Inc. (NYSE)",USD,1.0,660500000000,660500000000
NEC,7896.90億, - NEC Corp (TYO),JPY,0.0091,78969000000000,718617900000
G4S,42.56億, - G4S plc (LON),GBP,1.3309,425600000000,566431040000
Avnet,44.97億," - Avnet, Inc. (NASDAQ)",USD,1.0,449700000000,449700000000
LG Uplus,5.35兆, - LG Uplus Corp (KRX),KRW,0.0009,535000000000000,481500000000
Rexel,40.35億, - Rexel SA (EPA),EUR,1.1669,403500000000,470844150000
Jabil Circuit,49.13億, - Jabil Inc (NYSE),USD,1.0,491300000000,491300000000
Yamada Denki,5407.97億, - Yamada Denki Co Ltd (TYO),JPY,0.0091,54079700000000,492125270000
China Great Wall Computer,,,,1.0,,
China Communications Services,361.15億, - 中國通信服務股份有限公司 (HKG),HKD,0.1275,3611500000000,460466250000
Nanya Technology,3011.25億, - 南亞科技 (TPE),TWD,0.03347952,30112500000000,1008152046000
Konica Minolta Business Solutions,5087.56億, - Konica Minolta Inc (TYO),JPY,0.0091,50875600000000,462967960000
Innolux,1194.19億, - 群創光電 (TPE),TWD,0.03347952,11941900000000,399809079888
SYNNEX,43.47億, - SYNNEX Corporation (NYSE),USD,1.0,434700000000,434700000000
AU Optronics,1284.73億, - 友達光電 (TPE),TWD,0.03347952,12847300000000,430121437296
Sistema,,,,1.0,,
Tech Data,33.83億, - Tech Data Corp (NASDAQ),USD,1.0,338300000000,338300000000
Compal Electronics,,,,1.0,,
Inventec,871.31億, - 英業達集團 (TPE),TWD,0.03347952,8713100000000,291710405712
Frontier Communications,6.00億, - Frontier Communications Corp (NASDAQ),USD,1.0,60000000000,60000000000
Wistron,645.58億, - 緯創資通 (TPE),TWD,0.03347952,6455800000000,216137085216
WPG Holdings,793.07億, - 大聯大投資控股股份有限公司 (TPE),TWD,0.03347952,7930700000000,265516029264
Synnex Technology Intl,,,,1.0,,
Oi,30.37億, - Owens-Illinois Inc (NYSE),USD,1.0,303700000000,303700000000
Intelsat,20.31億, - Intelsat SA (NYSE),USD,1.0,203100000000,203100000000
