rank,lift,name,exchange,code,rate,market_cap
1,+ 0,Apple, - Apple Inc. (NASDAQ),USD,1.0,94557800000000.0
2,+ 0,Amazon.com," - Amazon.com, Inc. (NASDAQ)",USD,1.0,83346500000000.0
3,+ 0,Alphabet, - Alphabet Inc Class A (NASDAQ),USD,1.0,80540300000000.0
4,+ 0,Microsoft, - Microsoft Corporation (NASDAQ),USD,1.0,78278400000000.0
5,+ 0,Facebook," - Facebook, Inc. Common Stock (NASDAQ)",USD,1.0,56966200000000.0
6,+ 0,Alibaba, - Alibaba Group Holding Ltd (NYSE),USD,1.0,54647500000000.0
7,+ 0,Tencent Holdings, - 騰訊 (HKG),HKD,0.1274,49686000000000.0
8,+ 0,Samsung Electronics, - Samsung Electronics Co Ltd (KRX),KRW,0.0009,30600000000000.0
9,+ 0,Intel, - Intel Corporation (NASDAQ),USD,1.0,25782900000000.0
10,+ 0,AT&T, - AT&T Inc. (NYSE),USD,1.0,21290700000000.0
11,+ 0,Cisco Systems," - Cisco Systems, Inc. (NASDAQ)",USD,1.0,20983800000000.0
12,+ 0,Verizon Communications, - Verizon Communications Inc. (NYSE),USD,1.0,20346500000000.0
13,+ 0,Taiwan Semiconductor, - 台灣積體電路製造 (TPE),TWD,0.0333872,19998932800000.0
14,+ 0,Oracle, - Oracle Corporation (NYSE),USD,1.0,18807700000000.0
15,+ 0,China Mobile, - 中國移動 (HKG),HKD,0.1274,18345600000000.0
16,+ 0,Netflix," - Netflix, Inc. (NASDAQ)",USD,1.0,16354100000000.0
17,+ 0,NVIDIA, - NVIDIA Corporation (NASDAQ),USD,1.0,16213500000000.0
18,+ 0,SAP, - SAP SE (ETR),EUR,1.173,14907657000000.0
19,+ 0,IBM, - IBM Common Stock (NYSE),USD,1.0,13376300000000.0
20,+ 0,Adobe Systems, - Adobe Systems Incorporated (NASDAQ),USD,1.0,12535000000000.0
21,+ 0,3M, - 3M Co (NYSE),USD,1.0,12091100000000.0
22,+ 0,General Electric, - General Electric Company (NYSE),USD,1.0,11923600000000.0
23,+ 0,Siemens, - Siemens AG (ETR),EUR,1.173,11825130300000.0
24,+ 0,Texas Instruments, - Texas Instruments Incorporated (NASDAQ),USD,1.0,11369000000000.0
25,+ 0,Honeywell International, - Honeywell International Inc. (NYSE),USD,1.0,11325600000000.0
26,+ 0,Broadcom, - Broadcom Inc (NASDAQ),USD,1.0,10826600000000.0
27,+ 0,Accenture, - Accenture Plc (NYSE),USD,1.0,10455300000000.0
28,+ 0,Salesforce.com," - salesforce.com, inc. (NYSE)",USD,1.0,10140000000000.0
29,+ 0,Tata Consultancy Services, - Tata Consultancy Services Limited (NSE),INR,0.0148,10034400000000.0
30,+ 0,Booking Holdings, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000.0
31,+ 0,Nippon Telegraph & Tel, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.0091,9991800000000.0
32,+ 0,ASML Holding, - ASML Holding NV (AMS),EUR,1.173,9308224200000.0
33,+ 0,Qualcomm," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8900500000000.0
34,+ 0,Softbank, - SoftBank Group Corp (TYO),JPY,0.0091,8335600000000.0
35,+ 0,Deutsche Telekom, - Deutsche Telekom AG (ETR),EUR,1.173,7587785100000.0
36,+ 0,Keyence, - KEYENCE CORPORATION (TYO),JPY,0.0091,7480200000000.0
37,+ 0,KDDI, - KDDI Corp (TYO),JPY,0.0091,6997900000000.0
38,+ 0,Micron Technology," - Micron Technology, Inc. (NASDAQ)",USD,1.0,6920600000000.0
39,+ 0,Vodafone, - Vodafone Group plc (LON),GBP,1.3378,6477627600000.0
40,+ 0,JD.com, - JD.Com Inc(ADR) (NASDAQ),USD,1.0,6308500000000.0
41,+ 0,Sony, - Sony Corp (TYO),JPY,0.0091,6288100000000.0
42,+ 0,Automatic Data Processing, - Automatic Data Processing (NASDAQ),USD,1.0,6113700000000.0
43,+ 0,VMware," - VMware, Inc. (NYSE)",USD,1.0,6004900000000.0
44,+ 0,SK Hynix, - SK Hynix Inc (KRX),KRW,0.0009,5700600000000.0
45,+ 0,Hikvision, - 海康威視 (SHE),CNY,0.1564,5486840440000.0
46,+ 0,Intuit, - Intuit Inc. (NASDAQ),USD,1.0,5347000000000.0
47,+ 0,America Movil, - America Movil SAB de CV (BMV),MXN,0.0487,5259600000000.0
48,+ 0,Applied Materials," - Applied Materials, Inc. (NASDAQ)",USD,1.0,5208600000000.0
49,+ 0,Schneider Electric, - Schneider Electric SE (EPA),EUR,1.173,5054691600000.0
50,+ 0,Hon Hai Precision, - 鴻海精密 (TPE),TWD,0.0333872,4907918400000.0
51,+ 0,Saudi Telecom, - Saudi Telecom Company SJSC (TADAWUL),SAR,0.26665525,4730810786825.0
