rank,lift,name,exchange,code,rate,market_cap
1,+ 0,Apple, - Apple Inc. (NASDAQ),USD,1.0,94740500000000.0
2,+ 0,Amazon.com," - Amazon.com, Inc. (NASDAQ)",USD,1.0,82026700000000.0
3,+ 0,Alphabet, - Alphabet Inc Class A (NASDAQ),USD,1.0,78588300000000.0
4,+ 0,Microsoft, - Microsoft Corporation (NASDAQ),USD,1.0,78204100000000.0
5,+ 0,Facebook," - Facebook, Inc. Common Stock (NASDAQ)",USD,1.0,55143200000000.0
6,+ 0,Alibaba, - Alibaba Group Holding Ltd (NYSE),USD,1.0,53435700000000.0
7,+ 0,Tencent Holdings, - 騰訊 (HKG),HKD,0.1274,50577800000000.0
8,+ 0,Samsung Electronics, - Samsung Electronics Co Ltd (KRX),KRW,0.0009,31805100000000.0
9,+ 0,Intel, - Intel Corporation (NASDAQ),USD,1.0,25683900000000.0
10,+ 0,AT&T, - AT&T Inc. (NYSE),USD,1.0,20717300000000.0
11,+ 0,Cisco Systems," - Cisco Systems, Inc. (NASDAQ)",USD,1.0,20516100000000.0
12,+ 0,Verizon Communications, - Verizon Communications Inc. (NYSE),USD,1.0,20094000000000.0
13,+ 0,Taiwan Semiconductor, - 台灣積體電路製造 (TPE),TWD,0.0335125,19906425000000.0
14,+ 0,Oracle, - Oracle Corporation (NYSE),USD,1.0,19758400000000.0
15,+ 0,China Mobile, - 中國移動 (HKG),HKD,0.1274,18727800000000.0
16,+ 0,NVIDIA, - NVIDIA Corporation (NASDAQ),USD,1.0,16032400000000.0
17,+ 0,Netflix," - Netflix, Inc. (NASDAQ)",USD,1.0,15806000000000.0
18,+ 0,SAP, - SAP SE (ETR),EUR,1.1788,14573858040000.0
19,+ 0,IBM, - IBM Common Stock (NYSE),USD,1.0,13446300000000.0
20,+ 0,Adobe Systems, - Adobe Systems Incorporated (NASDAQ),USD,1.0,12541900000000.0
21,+ 0,3M, - 3M Co (NYSE),USD,1.0,12232800000000.0
22,+ 0,General Electric, - General Electric Company (NYSE),USD,1.0,12090000000000.0
23,+ 0,Siemens, - Siemens AG (ETR),EUR,1.1788,11422218360000.0
24,+ 0,Texas Instruments, - Texas Instruments Incorporated (NASDAQ),USD,1.0,11349800000000.0
25,+ 0,Honeywell International, - Honeywell International Inc. (NYSE),USD,1.0,11340600000000.0
26,+ 0,Broadcom, - Broadcom Inc (NASDAQ),USD,1.0,10713600000000.0
27,+ 0,Accenture, - Accenture Plc (NYSE),USD,1.0,10461600000000.0
28,+ 0,Tata Consultancy Services, - Tata Consultancy Services Limited (NSE),INR,0.0148,10123200000000.0
29,+ 0,Booking Holdings, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000.0
30,+ 0,Salesforce.com," - salesforce.com, inc. (NYSE)",USD,1.0,10000200000000.0
31,+ 0,Nippon Telegraph & Tel, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.0091,9900800000000.0
32,+ 0,Baidu, - Baidu Inc (ADR) (NASDAQ),USD,1.0,9160100000000.0
33,+ 0,Qualcomm," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8916200000000.0
34,+ 0,ASML Holding, - ASML Holding NV (AMS),EUR,1.1788,8903594280000.0
35,+ 0,Softbank, - SoftBank Group Corp (TYO),JPY,0.0091,8171800000000.0
