rank,name,industry,exchange,code,rate,market_cap
1,Apple,資訊硬體, - Apple Inc. (NASDAQ),USD,1.0,90890700000000
2,Amazon.com,電商," - Amazon.com, Inc. (NASDAQ)",USD,1.0,83248900000000
3,Alphabet,網路服務, - Alphabet Inc Class A (NASDAQ),USD,1.0,80722500000000
4,Microsoft,軟體, - Microsoft Corporation (NASDAQ),USD,1.0,77147000000000
5,Facebook,網路服務," - Facebook, Inc. Common Stock (NASDAQ)",USD,1.0,58396200000000
6,Alibaba,電商, - Alibaba Group Holding Ltd (NYSE),USD,1.0,51737900000000
7,Tencent Holdings,網路服務, - 騰訊 (HKG),HKD,0.1274,47520200000000
8,Samsung Electronics,半導體, - Samsung Electronics Co Ltd (KRX),KRW,0.0009,29862000000000
9,Intel,半導體, - Intel Corporation (NASDAQ),USD,1.0,24465000000000
10,Verizon Communications,電信, - Verizon Communications Inc. (NYSE),USD,1.0,20560300000000
11,Cisco Systems,通訊設備," - Cisco Systems, Inc. (NASDAQ)",USD,1.0,20316500000000
12,AT&T,電信, - AT&T Inc. (NYSE),USD,1.0,19460800000000
13,Taiwan Semiconductor,半導體, - 台灣積體電路製造 (TPE),TWD,0.03300037,18744210160000
14,Oracle,軟體, - Oracle Corporation (NYSE),USD,1.0,18003000000000
15,Netflix,網路服務," - Netflix, Inc. (NASDAQ)",USD,1.0,17869800000000
16,China Mobile,電信, - 中國移動 (HKG),HKD,0.1274,17836000000000
17,NVIDIA,半導體, - NVIDIA Corporation (NASDAQ),USD,1.0,15232700000000
18,SAP,軟體, - SAP SE (ETR),EUR,1.1648,14300599040000
19,International Business Machines,資訊服務, - IBM Common Stock (NYSE),USD,1.0,12969100000000
20,Adobe Systems,軟體, - Adobe Systems Incorporated (NASDAQ),USD,1.0,11998100000000
21,3M,材料, - 3M Co (NYSE),USD,1.0,11666100000000
22,Siemens,工業, - Siemens AG (ETR),EUR,1.1648,11514630400000
23,General Electric,工業, - General Electric Company (NYSE),USD,1.0,11334400000000
24,Broadcom,半導體, - Broadcom Inc (NASDAQ),USD,1.0,11208600000000
25,Texas Instruments,半導體, - Texas Instruments Incorporated (NASDAQ),USD,1.0,11001100000000
26,Honeywell International,工業, - Honeywell International Inc. (NYSE),USD,1.0,10755800000000
27,Accenture,資訊服務, - Accenture Plc (NYSE),USD,1.0,10265600000000
28,Tata Consultancy Services,資訊服務, - Tata Consultancy Services Limited (NSE),INR,0.0147,10187100000000
29,Booking Holdings,網路服務, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000
30,Salesforce.com,網路服務," - salesforce.com, inc. (NYSE)",USD,1.0,9908400000000
31,Nippon Telegraph & Tel,電信, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.0091,9837100000000
32,Baidu,網路服務, - Baidu Inc (ADR) (NASDAQ),USD,1.0,9032100000000
33,ASML Holding,半導體, - ASML Holding NV (AMS),EUR,1.1648,8913049600000
34,Qualcomm,半導體," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8673300000000
35,Softbank,電信, - SoftBank Group Corp (TYO),JPY,0.0091,8290100000000
36,Deutsche Telekom,電信, - Deutsche Telekom AG (ETR),EUR,1.1648,7509465600000
37,Keyence,電子, - KEYENCE CORPORATION (TYO),JPY,0.0091,7198100000000
38,KDDI,電信, - KDDI Corp (TYO),JPY,0.0091,6961500000000
39,Micron Technology,半導體," - Micron Technology, Inc. (NASDAQ)",USD,1.0,6622300000000
40,Vodafone,電信, - Vodafone Group plc (LON),GBP,1.3287,6610016760000
41,Altaba,網路服務, - Altaba Inc (NASDAQ),USD,1.0,6499000000000
42,Sony,資訊硬體, - Sony Corp (TYO),JPY,0.0091,6379100000000
43,Automatic Data Processing,資訊服務, - Automatic Data Processing (NASDAQ),USD,1.0,6127200000000
44,VMware,軟體," - VMware, Inc. (NYSE)",USD,1.0,6097200000000
45,JD.com,電商, - JD.Com Inc(ADR) (NASDAQ),USD,1.0,5854800000000
46,SK Hynix,半導體, - SK Hynix Inc (KRX),KRW,0.0009,5589000000000
47,Hikvision,電子, - 海康威視 (SHE),CNY,0.1539,5298299910000
48,America Movil,電信, - America Movil SAB de CV (BMV),MXN,0.0495,5296500000000
49,Intuit,軟體, - Intuit Inc. (NASDAQ),USD,1.0,5285200000000
50,Applied Materials,半導體," - Applied Materials, Inc. (NASDAQ)",USD,1.0,4834600000000
51,Schneider Electric,機電設備, - Schneider Electric SE (EPA),EUR,1.1648,4804101120000
52,Saudi Telecom,電信, - Saudi Telecom Company SJSC (TADAWUL),SAR,0.26665301,4794421119800
53,Hon Hai Precision,資訊硬體, - 鴻海精密 (TPE),TWD,0.03300037,4686052540000
54,Nidec,機電設備, - NIDEC CORPORATION (TYO),JPY,0.0091,4540900000000
55,Telefónica,電信, - Telefonica SA (BME),EUR,1.1648,4509290240000
56,Orange,電信, - Orange SA (EPA),EUR,1.1648,4491235840000
57,Emerson Electric,機電設備, - Emerson Electric Co. (NYSE),USD,1.0,4402400000000
58,Crown Castle International,電信, - CROWN CASTLE In/SH SH (NYSE),USD,1.0,4268900000000
59,Infosys,資訊服務, - Infosys Ltd (NSE),INR,0.0147,3983700000000
