rank,name,industry,exchange,code,rate,market_cap
1,Apple,資訊硬體, - Apple Inc. (NASDAQ),USD,1.0,93982400000000
2,Amazon.com,電商," - Amazon.com, Inc. (NASDAQ)",USD,1.0,88883900000000
3,Alphabet,網路服務, - Alphabet Inc Class A (NASDAQ),USD,1.0,82941500000000
4,Microsoft,軟體, - Microsoft Corporation (NASDAQ),USD,1.0,80846400000000
5,Facebook,網路服務," - Facebook, Inc. Common Stock (NASDAQ)",USD,1.0,60156200000000
6,Alibaba,電商, - Alibaba Group Holding Ltd (NYSE),USD,1.0,48697800000000
7,Tencent Holdings,網路服務, - 騰訊 (HKG),HKD,0.1274,46118800000000
8,Samsung Electronics,半導體, - Samsung Electronics Co Ltd (KRX),KRW,0.0009,29612700000000
9,Intel,半導體, - Intel Corporation (NASDAQ),USD,1.0,24327500000000
10,AT&T,電信, - AT&T Inc. (NYSE),USD,1.0,23391900000000
11,Verizon Communications,電信, - Verizon Communications Inc. (NYSE),USD,1.0,21287500000000
12,Cisco Systems,通訊設備," - Cisco Systems, Inc. (NASDAQ)",USD,1.0,20076600000000
13,Oracle,軟體, - Oracle Corporation (NYSE),USD,1.0,19189200000000
14,Taiwan Semiconductor,半導體, - 台灣積體電路製造 (TPE),TWD,0.03270793,18970599400000
15,China Mobile,電信, - 中國移動 (HKG),HKD,0.1274,17963400000000
16,Netflix,網路服務," - Netflix, Inc. (NASDAQ)",USD,1.0,17316900000000
17,NVIDIA,半導體, - NVIDIA Corporation (NASDAQ),USD,1.0,15117900000000
18,SAP,軟體, - SAP SE (ETR),EUR,1.172,14778216800000
19,International Business Machines,資訊服務, - IBM Common Stock (NYSE),USD,1.0,13339900000000
20,Adobe Systems,軟體, - Adobe Systems Incorporated (NASDAQ),USD,1.0,12522100000000
21,General Electric,工業, - General Electric Company (NYSE),USD,1.0,12068300000000
22,3M,材料, - 3M Co (NYSE),USD,1.0,11945700000000
23,Siemens,工業, - Siemens AG (ETR),EUR,1.172,11621669200000
24,Accenture,資訊服務, - Accenture Plc (NYSE),USD,1.0,11341100000000
25,Texas Instruments,半導體, - Texas Instruments Incorporated (NASDAQ),USD,1.0,11298700000000
26,Tata Consultancy Services,資訊服務, - Tata Consultancy Services Limited (NSE),INR,0.0146,11139800000000
27,Honeywell International,工業, - Honeywell International Inc. (NYSE),USD,1.0,10946300000000
28,Salesforce.com,網路服務," - salesforce.com, inc. (NYSE)",USD,1.0,10816200000000
29,Booking Holdings,網路服務, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000
30,Nippon Telegraph & Tel,電信, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.0089,9549700000000
31,Baidu,網路服務, - Baidu Inc (ADR) (NASDAQ),USD,1.0,9322900000000
32,Broadcom,半導體, - Broadcom Inc (NASDAQ),USD,1.0,8739800000000
33,Qualcomm,半導體," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8710400000000
34,ASML Holding,半導體, - ASML Holding NV (EPA),EUR,1.172,8652172799999
35,Deutsche Telekom,電信, - Deutsche Telekom AG (ETR),EUR,1.172,7659137200000
36,KDDI,電信, - KDDI Corp (TYO),JPY,0.0089,7084400000000
37,Sony,資訊硬體, - Sony Corp (TYO),JPY,0.0089,6746200000000
38,Keyence,電子, - KEYENCE CORPORATION (TYO),JPY,0.0089,6603800000000
39,Micron Technology,半導體," - Micron Technology, Inc. (NASDAQ)",USD,1.0,6583100000000
40,Vodafone,電信, - Vodafone Group plc (LON),GBP,1.3277,6408940670000
41,VMware,軟體," - VMware, Inc. (NYSE)",USD,1.0,6321800000000
42,Altaba,網路服務, - Altaba Inc (NASDAQ),USD,1.0,6089200000000
43,Automatic Data Processing,資訊服務, - Automatic Data Processing (NASDAQ),USD,1.0,6060300000000
44,America Movil,電信, - America Movil SAB de CV (BMV),MXN,0.0532,6011600000000
45,SK Hynix,半導體, - SK Hynix Inc (KRX),KRW,0.0009,5850900000000
46,Intuit,軟體, - Intuit Inc. (NASDAQ),USD,1.0,5491800000000
47,JD.com,電商, - JD.Com Inc(ADR) (NASDAQ),USD,1.0,5454500000000
48,Hikvision,電子, - 海康威視 (SHE),CNY,0.1497,5069455770000
49,Schneider Electric,機電設備, - Schneider Electric SE (EPA),EUR,1.172,4724683600000
50,Saudi Telecom,電信, - Saudi Telecom Company SJSC (TADAWUL),SAR,0.26665031,4698378462200
51,Applied Materials,半導體," - Applied Materials, Inc. (NASDAQ)",USD,1.0,4696500000000
52,Hon Hai Precision,資訊硬體, - 鴻海精密 (TPE),TWD,0.03270793,4677233990000
53,Crown Castle International,電信, - CROWN CASTLE In/SH SH (NYSE),USD,1.0,4607000000000
54,Telefónica,電信, - Telefonica SA (BME),EUR,1.172,4574784800000
55,Orange,電信, - Orange SA (EPA),EUR,1.172,4542320400000
56,Nidec,機電設備, - NIDEC CORPORATION (TYO),JPY,0.0089,4521200000000
57,Emerson Electric,機電設備, - Emerson Electric Co. (NYSE),USD,1.0,4398000000000
58,Infosys,資訊服務, - Infosys Ltd (NSE),INR,0.0146,4219400000000
59,Philips,工業, - Koninklijke Philips NV (EPA),EUR,1.172,4103289200000
60,Dassault Systemes,軟體, - Dassault Systemes SE (EPA),EUR,1.172,3946475600000
61,Murata Manufacturing,電子," - Murata Manufacturing Co., Ltd. (TYO)",JPY,0.0089,3942700000000
62,SingTel,電信, - Singapore Telecommunications Limited (SGX),SGD,0.7346,3910496180000
63,HP,資訊硬體, - HP Inc (NYSE),USD,1.0,3804800000000
64,Axiata Group,電信, - Axiata Group Bhd (KLSE),,1.0,3791800000000
65,eBay,電商, - eBay Inc (NASDAQ),USD,1.0,3755200000000
66,BCE,電信, - BCE Inc. (USA) (TSE),CAD,0.7611,3717973500000
67,Amadeus IT Group,軟體, - Amadeus It Group SA (BME),EUR,1.172,3714302400000
68,China Telecom,電信, - 中國電信 (HKG),HKD,0.1274,3680955460000
69,China Unicom,電信, - 中國聯通 (HKG),HKD,0.1274,3664304280000
70,NXP Semiconductors,半導體, - NXP Semiconductors NV (NASDAQ),USD,1.0,3643400000000
71,Analog Devices,半導體," - Analog Devices, Inc. (NASDAQ)",USD,1.0,3637300000000
72,Ericsson,通訊設備, - ERICSSON/SH B (CPH),DKK,0.1572,3551336640000
73,Equinix,資訊服務, - Equinix Inc (NASDAQ),USD,1.0,3523400000000
74,Netease,網路服務, - NetEase Inc (ADR) (NASDAQ),USD,1.0,3484000000000
75,Hitachi,電子," - Hitachi, Ltd. (TYO)",JPY,0.0089,3390900000000
76,ServiceNow,軟體, - ServiceNow Inc (NYSE),USD,1.0,3368100000000
77,Vivendi,電信, - Vivendi SA (EPA),EUR,1.172,3259097600000
78,TE Connectivity,電子, - TE Connectivity Ltd (NYSE),USD,1.0,3200300000000
79,Telenor,電信, - Telenor ASA (ADR) (OTCMKTS),,1.0,3161300000000
80,Fiserv,軟體, - Fiserv Inc (NASDAQ),USD,1.0,3160000000000
81,Panasonic,資訊硬體, - Panasonic Corporation (TYO),JPY,0.0089,3115000000000
82,Autodesk,軟體," - Autodesk, Inc. (NASDAQ)",USD,1.0,2991300000000
83,Infineon Technologies,半導體, - Infineon Technologies AG (ETR),EUR,1.172,2950744400000
84,Workday,軟體, - Workday Inc (NASDAQ),USD,1.0,2923100000000
85,Chunghwa Telecom,電信, - 中華電信 (TPE),TWD,0.03270793,2829088759315
86,Lam Research,半導體, - Lam Research Corporation (NASDAQ),USD,1.0,2827600000000
87,Teliasonera,電信, - Telia Company AB (CPH),DKK,0.1572,2786747280000
88,Mitsubishi Electric,機電設備, - Mitsubishi Electric Corporation (TYO),JPY,0.0089,2776800000000
89,Tokyo Electron,半導體, - Tokyo Electron Ltd (TYO),JPY,0.0089,2750100000000
90,Amphenol,電子, - Amphenol Corporation (NYSE),USD,1.0,2680400000000
91,Red Hat,軟體, - Red Hat Inc (NYSE),USD,1.0,2619400000000
92,Telstra,電信, - Telstra Corporation Ltd (ASX),AUD,0.743,2465422600000
93,Corning,材料, - Corning Incorporated (NYSE),USD,1.0,2388100000000
94,Hewlett Packard Enterprise,資訊硬體, - Hewlett Packard Enterprise Co (NYSE),USD,1.0,2355700000000
