rank,name,industry,exchange,code,rate,market_cap
1,Apple,資訊硬體, - Apple Inc. (NASDAQ),USD,1.0,95237800000000
2,Amazon.com,電商," - Amazon.com, Inc. (NASDAQ)",USD,1.0,86294300000000
3,Alphabet,網路服務, - Alphabet Inc Class A (NASDAQ),USD,1.0,82379500000000
4,Microsoft,軟體, - Microsoft Corporation (NASDAQ),USD,1.0,80176500000000
5,Facebook,網路服務," - Facebook, Inc. Common Stock (NASDAQ)",USD,1.0,59904800000000
6,Alibaba,電商, - Alibaba Group Holding Ltd (NYSE),USD,1.0,50249100000000
7,Tencent Holdings,網路服務, - 騰訊 (HKG),HKD,0.1274,47138000000000
8,Samsung Electronics,半導體, - Samsung Electronics Co Ltd (KRX),KRW,0.0009,28800900000000
9,Intel,半導體, - Intel Corporation (NASDAQ),USD,1.0,24790800000000
10,AT&T,電信, - AT&T Inc. (NYSE),USD,1.0,24085900000000
11,Verizon Communications,電信, - Verizon Communications Inc. (NYSE),USD,1.0,21171800000000
12,Cisco Systems,通訊設備," - Cisco Systems, Inc. (NASDAQ)",USD,1.0,20581200000000
13,Oracle,軟體, - Oracle Corporation (NYSE),USD,1.0,18829600000000
14,Taiwan Semiconductor,半導體, - 台灣積體電路製造 (TPE),TWD,0.0327433,18663681000000
15,China Mobile,電信, - 中國移動 (HKG),HKD,0.1274,18090800000000
16,Netflix,網路服務," - Netflix, Inc. (NASDAQ)",USD,1.0,17693000000000
17,NVIDIA,半導體, - NVIDIA Corporation (NASDAQ),USD,1.0,15623800000000
18,SAP,軟體, - SAP SE (ETR),EUR,1.1658,14476904400000
19,International Business Machines,資訊服務, - IBM Common Stock (NYSE),USD,1.0,13440600000000
20,Adobe Systems,軟體, - Adobe Systems Incorporated (NASDAQ),USD,1.0,12470800000000
21,General Electric,工業, - General Electric Company (NYSE),USD,1.0,12355500000000
22,3M,材料, - 3M Co (NYSE),USD,1.0,12057300000000
23,Texas Instruments,半導體, - Texas Instruments Incorporated (NASDAQ),USD,1.0,11528700000000
24,Siemens,工業, - Siemens AG (ETR),EUR,1.1658,11383104360000
25,Accenture,資訊服務, - Accenture Plc (NYSE),USD,1.0,11325000000000
26,Honeywell International,工業, - Honeywell International Inc. (NYSE),USD,1.0,11279400000000
27,Tata Consultancy Services,資訊服務, - Tata Consultancy Services Limited (NSE),INR,0.0146,11066800000000
28,Salesforce.com,網路服務," - salesforce.com, inc. (NYSE)",USD,1.0,10644400000000
29,Broadcom,半導體, - Broadcom Inc (NASDAQ),USD,1.0,10508800000000
30,Booking Holdings,網路服務, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000
31,Nippon Telegraph & Tel,電信, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.0089,9514100000000
32,Baidu,網路服務, - Baidu Inc (ADR) (NASDAQ),USD,1.0,9449500000000
33,Qualcomm,半導體," - QUALCOMM, Inc. (NASDAQ)",USD,1.0,8784000000000
34,ASML Holding,半導體, - ASML Holding NV (EPA),EUR,1.1658,8465806440000
35,Deutsche Telekom,電信, - Deutsche Telekom AG (ETR),EUR,1.1658,7671430320000
36,KDDI,電信, - KDDI Corp (TYO),JPY,0.0089,7075500000000
37,Vodafone,電信, - Vodafone Group plc (LON),GBP,1.3208,6643491920000
38,Micron Technology,半導體," - Micron Technology, Inc. (NASDAQ)",USD,1.0,6612700000000
39,Sony,資訊硬體, - Sony Corp (TYO),JPY,0.0089,6541500000000
40,Keyence,電子, - KEYENCE CORPORATION (TYO),JPY,0.0089,6461400000000
41,VMware,軟體," - VMware, Inc. (NYSE)",USD,1.0,6403700000000
42,Altaba,網路服務, - Altaba Inc (NASDAQ),USD,1.0,6309600000000
43,Automatic Data Processing,資訊服務, - Automatic Data Processing (NASDAQ),USD,1.0,6071600000000
44,America Movil,電信, - America Movil SAB de CV (BMV),MXN,0.0528,5966400000000
45,JD.com,電商, - JD.Com Inc(ADR) (NASDAQ),USD,1.0,5629800000000
46,SK Hynix,半導體, - SK Hynix Inc (KRX),KRW,0.0009,5616000000000
47,Intuit,軟體, - Intuit Inc. (NASDAQ),USD,1.0,5433700000000
48,Hikvision,電子, - 海康威視 (SHE),CNY,0.1499,4908670370000
49,Applied Materials,半導體," - Applied Materials, Inc. (NASDAQ)",USD,1.0,4762200000000
50,Schneider Electric,機電設備, - Schneider Electric SE (EPA),EUR,1.1658,4645013520000
51,Hon Hai Precision,資訊硬體, - 鴻海精密 (TPE),TWD,0.0327433,4616805300000
52,Telefónica,電信, - Telefonica SA (BME),EUR,1.1658,4610972160000
53,Orange,電信, - Orange SA (EPA),EUR,1.1658,4603394460000
54,Crown Castle International,電信, - CROWN CASTLE In/SH SH (NYSE),USD,1.0,4598700000000
55,Saudi Telecom,電信, - Saudi Telecom Company SJSC (TADAWUL),SAR,0.26665669,4586495068000
56,Emerson Electric,機電設備, - Emerson Electric Co. (NYSE),USD,1.0,4549400000000
57,Nidec,機電設備, - NIDEC CORPORATION (TYO),JPY,0.0089,4396600000000
58,Infosys,資訊服務, - Infosys Ltd (NSE),INR,0.0146,4102600000000
59,Philips,工業, - Koninklijke Philips NV (EPA),EUR,1.1658,4060831140000
60,HP,資訊硬體, - HP Inc (NYSE),USD,1.0,3926800000000
61,SingTel,電信, - Singapore Telecommunications Limited (SGX),SGD,0.7337,3905705210000
62,Murata Manufacturing,電子," - Murata Manufacturing Co., Ltd. (TYO)",JPY,0.0089,3853700000000
63,NXP Semiconductors,半導體, - NXP Semiconductors NV (NASDAQ),USD,1.0,3811800000000
64,Dassault Systemes,軟體, - Dassault Systemes SE (EPA),EUR,1.1658,3805870680000
65,eBay,電商, - eBay Inc (NASDAQ),USD,1.0,3748900000000
66,Analog Devices,半導體," - Analog Devices, Inc. (NASDAQ)",USD,1.0,3728900000000
67,BCE,電信, - BCE Inc. (USA) (TSE),CAD,0.7585,3705272500000
68,China Unicom,電信, - 中國聯通 (HKG),HKD,0.1274,3668279160000
69,China Telecom,電信, - 中國電信 (HKG),HKD,0.1274,3650022740000
70,Amadeus IT Group,軟體, - Amadeus It Group SA (BME),EUR,1.1658,3622723500000
71,Axiata Group,電信, - Axiata Group Bhd (KLSE),,1.0,3586100000000
72,Ericsson,通訊設備, - ERICSSON/SH B (CPH),DKK,0.1564,3523832760000
73,Equinix,資訊服務, - Equinix Inc (NASDAQ),USD,1.0,3523700000000
74,Netease,網路服務, - NetEase Inc (ADR) (NASDAQ),USD,1.0,3491400000000
75,ServiceNow,軟體, - ServiceNow Inc (NYSE),USD,1.0,3382800000000
76,Hitachi,電子," - Hitachi, Ltd. (TYO)",JPY,0.0089,3364200000000
77,TE Connectivity,電子, - TE Connectivity Ltd (NYSE),USD,1.0,3320400000000
78,Vivendi,電信, - Vivendi SA (EPA),EUR,1.1658,3266221860000
79,Fiserv,軟體, - Fiserv Inc (NASDAQ),USD,1.0,3152000000000
80,Panasonic,資訊硬體, - Panasonic Corporation (TYO),JPY,0.0089,3061600000000
81,Autodesk,軟體," - Autodesk, Inc. (NASDAQ)",USD,1.0,3054000000000
82,Lam Research,半導體, - Lam Research Corporation (NASDAQ),USD,1.0,2935800000000
83,Workday,軟體, - Workday Inc (NASDAQ),USD,1.0,2873200000000
84,Teliasonera,電信, - Telia Company AB (CPH),DKK,0.1564,2833467520000
85,Chunghwa Telecom,電信, - 中華電信 (TPE),TWD,0.0327433,2819561580630
86,Mitsubishi Electric,機電設備, - Mitsubishi Electric Corporation (TYO),JPY,0.0089,2767900000000
87,Amphenol,電子, - Amphenol Corporation (NYSE),USD,1.0,2730500000000
88,Tokyo Electron,半導體, - Tokyo Electron Ltd (TYO),JPY,0.0089,2714500000000
89,Red Hat,軟體, - Red Hat Inc (NYSE),USD,1.0,2605700000000
90,Corning,材料, - Corning Incorporated (NYSE),USD,1.0,2438700000000
91,Telstra,電信, - Telstra Corporation Ltd (ASX),AUD,0.7389,2416720230000
92,Western Digital,儲存, - Western Digital Corp (NASDAQ),USD,1.0,2408700000000
93,Hewlett Packard Enterprise,資訊硬體, - Hewlett Packard Enterprise Co (NYSE),USD,1.0,2400300000000
94,Swisscom,電信, - Swisscom AG (SWX),CHF,1.0014,2365907640000
95,Naver,網路服務, - Naver Corp (KRX),KRW,0.0009,2299500000000
96,Microchip Technology,半導體, - Microchip Technology Inc. (NASDAQ),USD,1.0,2270800000000
97,Capgemini,資訊服務, - Capgemini SE (EPA),EUR,1.1658,2259670140000
98,LARGAN Precision,電子, - 大立光電 (TPE),TWD,0.0327433,2201142147860
99,CenturyLink,電信, - Centurylink Inc (NYSE),USD,1.0,2192000000000
100,NetApp,儲存, - NetApp Inc. (NASDAQ),USD,1.0,2141600000000
101,Best Buy,電商, - Best Buy Co Inc (NYSE),USD,1.0,2129500000000
102,Bharti Airtel,電信, - Bharti Airtel Limited (NSE),INR,0.0146,2087800000000
