rank,name,industry,exchange,code,rate,market_cap
1,Apple,資訊硬體, - Apple Inc. (NASDAQ),USD,1.0,94395400000000
2,Amazon.com,電商," - Amazon.com, Inc. (NASDAQ)",USD,1.0,87402700000000
3,Alphabet,網路服務, - Alphabet Inc Class A (NASDAQ),USD,1.0,83767200000000
4,Microsoft,軟體, - Microsoft Corporation (NASDAQ),USD,1.0,81495700000000
5,Facebook,網路服務," - Facebook, Inc. Common Stock (NASDAQ)",USD,1.0,60512600000000
6,Alibaba,電商, - Alibaba Group Holding Ltd (NYSE),USD,1.0,47926800000000
7,Tencent Holdings,網路服務, - 騰訊 (HKG),HKD,0.1274,44844800000000
8,Samsung Electronics,半導體, - Samsung Electronics Co Ltd (KRX),KRW,0.0009,29377800000000
9,Intel,半導體, - Intel Corporation (NASDAQ),USD,1.0,24409300000000
10,AT&T,電信, - AT&T Inc. (NYSE),USD,1.0,22834700000000
11,Verizon Communications,電信, - Verizon Communications Inc. (NYSE),USD,1.0,21023200000000
12,Cisco Systems,通訊設備," - Cisco Systems, Inc. (NASDAQ)",USD,1.0,19964000000000
13,Oracle,軟體, - Oracle Corporation (NYSE),USD,1.0,19344300000000
14,Taiwan Semiconductor,半導體, - 台灣積體電路製造 (TPE),TWD,0.03262582,19183982160000
15,China Mobile,電信, - 中國移動 (HKG),HKD,0.1274,17963400000000
16,Netflix,網路服務," - Netflix, Inc. (NASDAQ)",USD,1.0,15903400000000
17,NVIDIA,半導體, - NVIDIA Corporation (NASDAQ),USD,1.0,15208000000000
18,SAP,軟體, - SAP SE (ETR),EUR,1.1716,14483319200000
19,International Business Machines,資訊服務, - IBM Common Stock (NYSE),USD,1.0,13638900000000
20,Adobe Systems,軟體, - Adobe Systems Incorporated (NASDAQ),USD,1.0,12712200000000
21,General Electric,工業, - General Electric Company (NYSE),USD,1.0,11806800000000
22,3M,材料, - 3M Co (NYSE),USD,1.0,11784500000000
23,Siemens,工業, - Siemens AG (ETR),EUR,1.1716,11759232040000
24,Accenture,資訊服務, - Accenture Plc (NYSE),USD,1.0,11210900000000
25,Texas Instruments,半導體, - Texas Instruments Incorporated (NASDAQ),USD,1.0,11185200000000
26,Honeywell International,工業, - Honeywell International Inc. (NYSE),USD,1.0,11061200000000
27,Tata Consultancy Services,資訊服務, - Tata Consultancy Services Limited (NSE),INR,0.0145,11020000000000
28,Salesforce.com,網路服務," - salesforce.com, inc. (NYSE)",USD,1.0,10850800000000
29,Booking Holdings,網路服務, - Booking Holdings Inc (NASDAQ),USD,1.0,10012500000000
30,Nippon Telegraph & Tel,電信, - Nippon Telegraph And Telephone Corp (TYO),JPY,0.009,9639000000000
